년,지역,면적 (ha),10a당 생산량 (kg),생산량 (톤),sp평균상대습도(%),sp최소상대습도(%),su평균상대습도(%),su최소상대습도(%),fa평균상대습도(%),fa최소상대습도(%),sp평균현지기압(hPa),sp평균해면기압(hPa),sp최고해면기압(hPa),sp최저해면기압(hPa),su평균현지기압(hPa),su평균해면기압(hPa),su최고해면기압(hPa),su최저해면기압(hPa),fa평균현지기압(hPa),fa평균해면기압(hPa),fa최고해면기압(hPa),fa최저해면기압(hPa),sp합계일조시간(hr),sp합계전천일사량(MJ/㎡),su합계일조시간(hr),su합계전천일사량(MJ/㎡),fa합계일조시간(hr),fa합계전천일사량(MJ/㎡),sp평균기온(℃),sp최고기온 평균(℃),sp최저기온 평균(℃),sp강수량(mm),su평균기온(℃),su최고기온 평균(℃),su최저기온 평균(℃),su강수량(mm),fa평균기온(℃),fa최고기온 평균(℃),fa최저기온 평균(℃),fa강수량(mm),sp평균풍속(m/s),sp최대풍속(m/s),su평균풍속(m/s),su최대풍속(m/s),fa평균풍속(m/s),fa최대풍속(m/s)
1993,충청남도,5044,1496,75439,70.5,25.5,76.7,38.3,80.0,41.0,1016.8,1019.9,1031.4,1001.6,1006.7,1009.5,1018.5,993.8,1009.5,1012.2,1020.2,1000.7,238.0,451.7,196.5,490.2,203.4,441.5,7.2,14.2,1.0,164.6,20.2,25.9,15.5,982.9,21.0,26.8,16.0,787.4,1.7,8.8,1.6,8.1,1.4,7.3
1993,충청북도,5232,1188,62179,67.5,20.5,78.7,32.0,86.5,36.5,1011.0,1018.6,1030.2,1000.8,1001.2,1008.7,1018.9,993.7,1004.0,1011.8,1020.6,998.5,219.0,471.3,189.0,454.8,175.6,419.4,7.2,14.2,0.8,236.4,20.0,25.6,15.0,975.9,20.0,25.8,15.2,1141.0,2.1,9.6,1.5,8.0,1.2,7.8
1994,강원도,461,1030,4747,69.0,26.5,81.3,38.7,85.0,44.5,1017.2,1018.3,1030.0,1002.6,1007.5,1008.3,1020.0,995.4,1010.8,1011.7,1022.8,998.6,233.2,574.0,227.5,614.0,223.5,543.8,7.4,13.6,1.2,222.6,20.7,26.0,15.6,1173.5,21.7,26.9,17.4,1530.0,2.5,11.4,2.0,9.5,1.7,7.9
1994,경기도,1860,1214,22588,65.5,18.0,73.3,29.7,81.0,36.5,1014.0,1019.1,1030.0,1003.0,1003.7,1008.9,1018.9,996.5,1006.9,1012.4,1021.8,998.6,218.4,426.6,216.0,479.8,215.2,452.9,8.8,15.8,2.2,101.6,22.6,28.4,17.2,358.6,23.1,28.6,18.5,615.6,1.7,7.2,1.3,6.6,1.2,6.4
1994,경상남도,1832,1108,20291,67.0,20.5,77.7,31.3,80.0,40.5,1017.2,1019.6,1030.7,1005.6,1007.5,1009.6,1019.6,998.5,1010.0,1012.4,1021.4,1000.8,210.6,483.1,244.2,572.5,259.8,535.8,9.8,16.2,3.8,566.0,22.4,28.1,17.3,1015.1,24.4,30.0,19.5,842.7,1.9,8.4,1.8,7.9,1.9,8.6
1994,경상북도,35911,1120,402212,72.5,42.0,80.3,52.0,83.0,58.5,1018.3,1019.2,1030.0,1002.8,1008.5,1009.3,1019.8,997.5,1011.2,1012.2,1021.2,1000.8,223.4,492.6,240.9,582.2,269.8,595.5,8.8,15.2,2.6,356.8,21.8,27.7,16.2,1231.4,23.6,29.7,18.2,760.2,2.6,10.2,2.1,8.9,2.1,9.0
1994,광주광역시,0,0,0,64.0,17.0,70.3,24.0,69.0,29.5,1009.1,1018.1,1028.2,1003.4,999.1,1007.5,1016.7,993.6,1001.6,1010.0,1018.4,996.2,210.3,465.2,225.7,559.4,258.2,549.7,10.0,16.4,4.6,39.5,23.4,29.2,18.7,77.1,25.0,30.2,20.6,131.8,2.0,10.6,2.4,12.6,2.2,11.1
1994,대구광역시,444,904,4013,53.0,17.0,62.0,21.3,61.5,23.5,1012.2,1019.5,1030.6,1003.5,1002.3,1009.3,1019.2,997.5,1005.1,1012.1,1020.6,1000.2,207.8,460.5,237.3,552.5,240.6,510.5,11.0,17.2,5.5,28.0,24.2,30.1,18.9,79.6,26.0,32.0,20.9,55.2,3.4,11.4,3.1,11.2,2.8,9.2
1994,대전광역시,91,1044,950,58.0,24.0,66.3,25.0,70.5,33.5,1009.0,1018.4,1029.4,1003.7,999.0,1007.9,1017.1,995.9,1002.0,1010.8,1019.7,997.1,208.2,472.3,239.8,582.7,246.8,523.5,9.7,16.1,3.8,42.6,23.5,29.1,18.3,119.6,24.4,29.9,19.4,91.9,2.2,9.6,1.9,8.2,1.6,9.4
1994,부산광역시,0,0,0,58.0,20.0,75.3,34.3,71.0,33.0,1009.1,1017.7,1028.2,1002.0,1000.1,1008.3,1017.4,997.1,1002.5,1010.6,1018.3,1000.4,199.0,461.3,244.5,562.8,268.0,530.9,11.2,15.9,7.4,77.5,22.1,25.8,19.0,160.1,25.6,29.6,22.6,47.4,4.0,15.0,4.0,14.4,4.1,13.4
1994,서울특별시,0,0,0,56.5,13.5,71.3,24.3,72.5,31.0,1007.8,1018.4,1029.3,1002.6,997.7,1007.7,1017.0,995.4,1000.9,1010.8,1020.0,998.3,218.8,436.0,208.2,469.5,218.6,424.2,9.6,15.2,5.0,38.3,23.1,28.0,18.9,125.6,24.3,29.0,20.5,146.7,2.8,10.0,2.4,8.9,2.0,7.6
1994,인천광역시,0,0,0,71.5,24.5,84.0,35.7,78.5,38.5,1013.3,1019.1,1029.2,1004.0,1003.1,1008.6,1017.8,996.0,1006.3,1011.7,1021.0,999.2,231.8,457.3,227.2,511.1,244.2,470.2,8.0,13.4,3.0,76.2,21.2,25.8,17.2,257.0,23.6,28.1,19.4,324.0,3.8,10.8,2.8,9.9,2.4,8.5
1994,전라남도,236,1071,2528,74.0,25.0,81.0,34.7,81.5,45.0,1017.6,1020.0,1030.5,1006.5,1007.3,1009.7,1018.6,998.8,1009.4,1012.2,1020.2,1000.2,213.2,493.6,231.8,602.0,267.0,583.4,9.6,15.2,4.6,354.3,21.9,26.9,17.5,489.8,24.5,29.4,20.0,933.3,3.0,12.2,2.4,10.7,2.8,12.0
1994,전라북도,966,1051,10150,75.0,28.5,80.0,34.3,83.0,38.0,1018.2,1019.3,1030.4,1004.6,1007.6,1008.6,1018.6,997.4,1010.2,1011.4,1021.2,997.9,212.4,429.3,229.1,509.7,254.4,465.0,8.2,14.8,2.0,236.3,21.9,27.8,16.6,577.4,23.2,29.1,17.9,856.2,2.1,9.2,1.9,8.0,1.8,8.6
1994,제주도,0,0,0,78.0,37.0,86.3,34.0,80.5,51.0,1016.6,1019.0,1029.6,1006.0,1006.8,1008.8,1017.6,997.3,1008.8,1011.0,1019.0,997.8,189.0,410.7,244.1,562.6,273.9,625.5,11.4,15.0,8.1,477.8,22.2,25.6,19.2,518.6,25.0,28.2,22.2,887.6,4.2,13.8,3.5,14.1,4.1,13.2
1994,충청남도,5087,1666,84731,72.5,22.5,77.7,30.7,78.5,38.5,1017.2,1020.1,1030.4,1005.0,1006.8,1010.2,1020.3,997.5,1009.6,1011.8,1021.8,998.5,226.2,453.1,238.5,591.1,254.8,486.3,8.3,15.5,1.5,207.0,22.2,28.2,16.9,656.4,23.2,29.2,18.2,940.0,2.0,8.7,1.8,8.3,1.6,8.0
1994,충청북도,5210,1234,64295,68.0,19.5,76.0,30.3,84.0,36.0,1011.2,1019.0,1030.1,1003.3,1001.2,1008.5,1018.8,996.2,1004.5,1012.0,1022.0,998.6,224.2,442.6,242.1,528.6,242.1,473.5,8.2,15.2,1.1,184.6,21.9,28.2,15.9,692.3,22.2,28.7,17.0,694.0,2.3,9.9,1.6,8.2,1.4,7.8
1995,강원도,464,864,4011,69.5,26.0,78.3,37.3,85.0,50.0,1015.4,1016.8,1029.7,1000.9,1008.9,1009.6,1020.7,998.8,1011.5,1012.4,1022.6,999.8,222.2,452.4,210.4,538.4,182.4,425.2,6.6,12.7,1.0,621.8,18.8,23.9,14.1,1425.6,20.9,25.8,17.0,3625.2,2.4,12.6,2.0,10.1,1.8,9.6
1995,경기도,1785,1112,19844,68.5,21.0,75.7,28.7,86.0,40.0,1012.4,1017.8,1029.9,1002.2,1004.5,1010.0,1020.5,998.6,1007.5,1013.3,1022.4,999.6,204.0,404.0,202.7,467.0,169.8,382.3,7.8,14.6,1.6,137.0,20.6,26.2,15.3,470.3,22.2,27.6,18.1,1387.6,1.8,7.8,1.4,6.5,1.2,8.3
1995,경상남도,1965,1022,20075,67.0,21.0,78.7,33.7,83.5,47.5,1015.6,1018.2,1030.8,1000.8,1008.7,1010.9,1021.0,996.4,1011.6,1014.1,1022.4,1004.2,236.0,496.0,211.3,515.4,213.6,454.5,9.8,16.2,3.7,850.0,20.6,25.8,15.8,1392.2,23.3,28.5,19.2,1020.1,2.2,9.4,1.9,10.3,1.6,7.0
1995,경상북도,34322,1421,487700,74.5,43.0,83.3,52.7,85.0,58.0,1016.4,1017.2,1029.8,1000.6,1009.6,1010.4,1021.1,999.5,1012.3,1013.4,1022.6,1001.6,230.5,499.5,221.9,575.5,221.2,496.4,8.6,15.2,2.3,703.6,19.9,25.4,14.8,976.9,22.4,27.8,18.0,1904.4,2.6,10.1,2.0,8.6,1.8,8.1
1995,광주광역시,0,0,0,60.5,10.5,71.3,24.3,75.0,33.0,1007.8,1016.8,1028.6,998.8,1000.2,1008.7,1017.8,993.9,1003.2,1011.6,1019.0,1001.2,224.8,481.4,197.7,508.2,188.9,455.0,9.6,15.8,4.2,69.9,21.5,26.3,17.3,94.0,24.2,28.7,20.6,96.0,2.0,11.3,2.5,14.2,2.7,13.6
1995,대구광역시,448,805,3606,51.0,15.5,62.0,22.3,75.0,35.5,1010.2,1017.5,1029.5,1000.0,1003.2,1010.3,1020.0,995.8,1006.4,1013.4,1021.6,1002.6,229.0,466.4,202.0,493.4,191.0,423.0,11.0,17.7,5.2,56.5,22.0,27.8,17.2,84.4,24.5,29.8,20.1,141.6,2.5,12.0,2.7,10.9,2.6,10.8
1995,대전광역시,58,2184,1267,60.5,22.0,68.0,26.3,76.5,36.5,1008.4,1016.9,1028.8,1000.8,1000.9,1008.9,1018.8,996.0,1004.0,1012.0,1020.0,1000.2,214.2,505.0,205.8,560.6,191.7,443.8,8.8,15.3,2.8,44.2,21.5,27.1,16.4,83.7,23.2,28.4,19.0,347.6,2.0,10.8,2.0,10.7,1.6,11.8
1995,부산광역시,0,0,0,62.0,19.0,79.0,37.0,75.5,41.5,1007.6,1016.2,1028.0,996.8,1001.2,1009.5,1018.4,996.3,1003.8,1012.0,1019.8,1002.1,198.4,457.5,193.9,493.6,214.8,470.4,11.2,16.2,7.3,106.0,20.4,24.2,17.5,177.8,24.4,28.2,21.6,80.5,4.4,15.8,4.1,15.4,4.1,11.4
1995,서울특별시,0,0,0,59.0,12.0,70.0,22.3,76.5,31.0,1006.0,1016.6,1028.4,1001.8,998.6,1008.6,1018.7,997.5,1001.6,1011.6,1020.6,996.9,196.4,383.2,191.6,422.3,166.2,321.4,8.6,13.5,4.4,52.5,21.1,25.4,17.1,189.1,23.0,26.8,19.5,416.9,3.0,9.5,2.4,7.7,2.0,8.6
1995,인천광역시,5,1480,74,71.5,23.0,79.0,42.3,84.0,47.5,1011.8,1017.6,1029.2,1002.8,1004.0,1009.5,1019.5,998.4,1007.0,1012.5,1021.2,998.4,213.4,420.7,213.4,436.5,205.3,399.3,7.3,12.3,3.2,74.4,19.7,24.1,15.9,294.1,22.4,26.6,19.0,595.8,4.0,9.2,3.0,6.8,2.4,7.9
1995,전라남도,200,1195,2389,74.5,23.5,82.3,40.3,88.5,47.5,1016.2,1018.8,1030.4,1001.2,1008.4,1010.8,1019.8,997.4,1011.2,1013.6,1021.0,1004.4,232.0,496.2,217.2,549.4,227.9,495.2,9.5,15.0,4.4,541.4,20.3,24.7,16.4,801.3,23.7,28.2,20.0,457.6,3.2,13.2,2.6,12.6,2.3,8.8
1995,전라북도,910,1246,11343,75.0,24.5,78.7,36.7,87.5,46.0,1017.0,1017.9,1031.0,1001.3,1008.7,1009.7,1020.2,996.9,1011.6,1013.0,1021.3,1003.0,235.6,410.4,223.5,446.0,213.5,377.8,7.9,14.8,1.8,418.4,20.4,25.9,15.4,558.3,22.6,28.0,18.1,1597.1,2.0,8.6,1.7,7.3,1.4,7.8
1995,제주도,0,0,0,75.0,27.0,84.7,41.0,80.5,50.0,1015.4,1017.8,1029.3,1000.8,1007.9,1010.0,1018.8,996.1,1010.7,1012.7,1020.1,1004.2,201.1,470.0,214.0,533.9,213.0,502.7,11.3,14.8,7.7,440.8,20.5,23.6,17.6,1270.3,25.0,28.0,22.4,668.2,4.4,14.2,3.4,12.7,3.4,11.2
1995,충청남도,4727,1802,85201,73.5,26.5,77.7,38.0,83.0,43.5,1015.9,1018.4,1030.1,1002.2,1007.8,1010.1,1019.7,998.1,1011.8,1013.8,1021.4,1002.8,226.6,463.6,219.5,523.7,208.0,436.6,7.5,14.6,1.2,220.8,20.5,26.1,15.3,399.0,22.5,28.0,18.2,2352.0,2.1,9.4,1.8,7.5,1.5,8.6
1995,충청북도,5219,1542,80472,65.0,32.5,66.7,36.0,79.0,48.0,1010.0,1017.4,1030.4,1001.6,1002.3,1009.6,1020.7,997.3,1005.3,1013.0,1022.2,1001.4,221.6,438.3,216.4,475.4,189.0,417.5,7.3,14.6,0.6,253.6,19.9,25.9,14.3,510.8,21.4,27.2,16.9,1773.8,2.2,9.5,1.6,7.9,1.3,7.6
1996,강원도,536,883,4731,72.0,22.5,83.3,38.0,86.5,52.0,1013.4,1018.8,1033.8,999.4,1006.5,1010.1,1021.1,997.2,1009.2,1013.0,1022.7,1003.0,228.0,480.6,197.4,497.0,209.2,469.1,5.8,11.6,-0.1,763.2,19.2,24.5,14.7,2189.5,20.8,26.4,16.4,988.5,2.4,10.6,1.7,10.3,1.3,7.6
1996,경기도,1198,911,10908,68.5,20.0,78.3,33.0,76.0,29.5,1013.8,1019.1,1032.3,999.8,1004.9,1010.5,1020.0,996.9,1007.2,1013.0,1021.6,1002.6,219.2,337.1,184.6,380.3,203.0,429.6,6.8,13.0,1.0,229.5,21.4,27.2,16.5,623.3,23.0,29.2,18.4,173.1,1.8,7.6,1.3,8.1,1.0,4.5
1996,경상남도,2487,1417,35231,64.5,19.5,81.0,38.3,83.5,34.0,1016.7,1019.6,1033.4,1000.3,1009.1,1011.5,1020.7,998.0,1010.7,1013.2,1022.0,1001.9,231.8,453.8,196.0,469.6,218.0,463.1,8.5,14.6,2.6,1070.6,20.9,26.0,16.5,1670.5,23.5,29.3,19.1,677.0,2.1,9.1,1.7,7.7,1.2,5.9
1996,경상북도,28966,1514,438622,73.5,44.0,84.7,54.3,85.5,60.0,1017.4,1018.5,1033.6,998.6,1010.1,1011.3,1021.0,996.8,1012.0,1013.7,1022.9,1002.6,236.5,510.9,205.2,548.6,222.8,497.1,7.6,13.6,1.6,945.6,20.2,25.6,15.5,1717.1,22.4,28.2,17.6,813.8,2.5,9.3,1.8,8.0,1.6,6.3
1996,광주광역시,0,0,0,59.5,15.5,74.3,28.7,73.0,30.5,1009.1,1018.0,1029.8,998.4,1000.5,1009.0,1016.9,996.7,1002.0,1010.5,1018.1,1000.8,201.0,453.4,176.6,474.5,216.4,476.7,8.0,13.9,3.2,82.9,21.8,26.8,17.9,175.5,24.2,29.4,20.0,163.9,2.4,12.4,2.7,11.5,1.8,9.4
1996,대구광역시,146,1536,2243,48.5,12.5,66.0,26.7,67.5,22.0,1011.3,1018.8,1032.8,998.8,1003.7,1010.7,1019.8,996.2,1005.7,1012.6,1021.3,1002.0,221.3,392.7,179.4,417.8,194.4,428.1,9.6,15.3,4.4,84.6,22.3,27.8,17.7,160.8,24.4,30.2,19.8,60.0,3.2,11.0,2.9,10.8,2.6,9.4
1996,대전광역시,47,1291,607,57.5,20.5,70.3,31.3,74.5,33.0,1009.6,1018.2,1031.1,998.4,1001.2,1009.3,1018.5,995.9,1003.2,1011.4,1019.3,1001.0,221.8,502.6,208.5,523.5,218.2,501.2,7.5,13.7,1.9,93.9,21.8,27.1,17.2,244.0,23.3,29.1,18.8,62.9,2.2,12.1,1.9,10.8,1.4,8.4
1996,부산광역시,0,0,0,54.0,18.0,79.0,38.3,76.5,36.0,1008.6,1017.2,1030.8,997.6,1001.8,1010.1,1017.9,995.7,1003.1,1011.2,1019.2,999.4,213.8,433.0,199.5,450.7,227.9,444.9,10.0,14.9,6.0,143.5,20.8,24.7,17.9,219.6,24.4,28.7,21.4,83.6,4.2,18.0,3.8,16.0,3.4,10.1
1996,서울특별시,0,0,0,53.0,10.0,69.7,24.0,69.5,25.0,1007.2,1017.9,1030.1,998.6,998.8,1008.9,1017.9,994.3,1001.2,1011.2,1019.7,1001.0,218.6,427.6,179.9,426.5,175.8,388.5,7.6,12.3,3.4,70.0,21.7,26.3,17.9,263.9,24.0,28.6,20.2,71.7,2.8,7.6,2.0,8.7,1.8,6.0
1996,인천광역시,14,1093,153,67.5,20.0,81.0,37.3,77.5,28.5,1013.2,1019.1,1031.3,999.0,1004.5,1010.0,1020.2,997.1,1007.0,1012.4,1020.8,1002.6,230.1,442.9,201.3,439.2,226.3,335.8,6.4,11.0,2.1,136.2,19.9,24.7,16.0,494.4,23.1,28.3,18.9,71.3,3.8,15.4,2.5,16.3,1.6,7.2
1996,전라남도,445,722,3212,73.5,24.0,86.7,43.7,82.0,38.0,1017.4,1020.1,1032.1,1000.8,1008.5,1011.4,1019.9,999.7,1009.8,1012.2,1020.0,1002.6,213.8,464.0,188.4,521.8,231.8,533.5,8.0,13.2,3.2,720.7,20.7,25.0,17.1,1056.0,23.8,28.9,19.6,458.4,3.5,13.2,2.6,11.7,2.3,8.9
1996,전라북도,1223,1622,19842,73.5,24.5,82.3,37.7,82.0,42.0,1018.4,1019.3,1032.0,999.2,1009.2,1010.2,1019.6,997.7,1010.9,1011.8,1020.4,1002.2,216.8,384.8,191.4,350.1,236.5,414.9,6.4,12.8,0.6,541.8,20.6,26.0,15.9,1367.0,22.9,29.0,18.2,514.5,2.0,8.7,1.7,8.1,1.2,6.1
1996,제주도,0,0,0,69.5,27.5,88.0,45.3,79.0,41.0,1016.5,1019.0,1030.4,1000.7,1008.4,1010.5,1017.9,998.5,1009.0,1011.0,1018.4,1001.2,184.4,440.1,195.9,470.2,229.0,458.8,10.2,13.8,6.8,494.9,21.3,24.4,18.6,613.9,25.2,28.4,22.2,489.8,4.4,13.1,3.2,11.5,3.1,10.0
1996,충청남도,4040,1556,62873,68.5,25.0,79.0,33.0,76.5,35.5,1017.2,1019.4,1031.8,998.9,1008.1,1010.1,1019.2,997.1,1010.0,1012.0,1020.0,1002.3,228.9,438.4,203.7,460.4,241.3,461.5,6.4,12.7,0.4,406.4,20.7,26.2,16.3,850.0,23.0,29.2,18.1,244.5,1.8,8.0,1.7,9.3,1.0,4.8
1996,충청북도,4755,1535,72984,64.5,35.5,72.3,40.7,80.0,47.0,1011.0,1018.8,1032.9,999.6,1002.3,1010.0,1020.3,996.8,1004.4,1012.6,1022.6,1001.6,228.2,460.4,210.6,496.2,217.2,449.3,6.2,12.7,-0.1,348.8,20.6,26.4,15.6,909.1,22.0,28.4,17.0,335.4,3.0,9.8,2.0,9.5,1.3,6.4
1997,강원도,497,909,4517,67.5,25.5,82.7,35.0,85.0,43.5,1014.6,1019.9,1032.8,1005.0,1004.6,1008.7,1018.3,998.7,1009.2,1012.9,1024.0,997.7,233.4,475.6,211.7,519.9,213.8,456.8,8.0,14.3,1.8,451.8,19.6,25.0,14.9,2291.4,20.4,25.6,16.2,1860.7,2.3,11.0,1.9,10.1,1.7,8.4
1997,경기도,941,1005,9454,59.5,18.0,75.7,28.7,78.0,35.5,1014.6,1020.2,1030.0,1006.3,1003.7,1009.2,1017.9,999.2,1007.8,1013.2,1023.2,998.4,235.0,417.0,195.4,427.7,218.6,375.1,9.2,16.5,2.7,121.6,21.5,27.4,16.7,732.3,22.2,28.2,17.5,501.6,1.7,8.0,1.4,7.0,1.4,6.8
1997,경상남도,2539,1416,35951,71.0,19.5,80.7,33.3,80.0,36.0,1017.8,1020.4,1030.2,1008.0,1007.6,1010.1,1018.0,998.5,1011.0,1013.4,1022.8,996.8,230.3,478.1,210.2,501.8,207.3,454.5,10.7,17.2,4.8,667.0,21.5,26.9,16.9,2577.1,23.0,28.4,18.7,1255.6,1.8,8.0,1.8,8.5,1.8,9.0
1997,경상북도,26173,1688,441693,74.5,46.0,83.7,51.3,82.5,57.0,1018.6,1019.7,1030.2,1004.8,1008.4,1009.7,1018.4,999.1,1012.2,1013.8,1023.8,996.4,235.7,518.0,227.4,578.3,222.8,531.2,9.5,16.0,3.2,424.8,20.8,26.6,15.8,2226.9,21.8,27.4,17.4,1307.2,2.4,9.1,1.9,8.0,1.8,8.0
1997,광주광역시,0,0,0,61.0,9.5,73.7,26.7,71.5,25.5,1009.8,1018.8,1027.2,1006.1,999.2,1007.7,1015.8,996.7,1002.4,1010.8,1019.4,995.0,233.2,465.4,207.8,511.0,227.2,476.1,10.6,17.0,5.1,75.2,22.5,27.7,18.3,212.4,24.0,29.2,20.0,202.4,2.0,9.5,2.5,13.8,2.4,12.8
1997,대구광역시,112,1971,2207,54.5,12.5,64.7,23.7,66.0,27.5,1012.8,1020.2,1030.2,1005.6,1002.7,1009.7,1017.4,998.3,1006.5,1013.5,1022.8,996.4,220.6,460.1,188.7,494.4,162.2,420.3,11.6,18.0,6.0,37.6,23.2,28.9,18.2,203.5,23.8,29.0,19.6,120.0,2.4,9.6,1.8,8.1,2.0,8.5
1997,대전광역시,47,1098,516,60.5,12.5,73.7,28.7,75.5,31.5,1010.6,1019.0,1027.8,1006.1,999.8,1007.8,1015.9,998.0,1003.6,1011.6,1020.6,996.6,239.3,532.5,213.7,551.5,237.2,563.0,9.8,16.7,3.7,46.2,22.1,27.2,17.2,297.5,23.0,28.4,18.4,246.8,1.8,9.0,1.6,10.0,1.6,11.4
1997,부산광역시,0,0,0,60.0,19.5,79.0,34.7,74.5,41.0,1009.6,1018.2,1027.2,1006.0,1000.1,1008.3,1015.8,995.7,1003.0,1011.2,1020.0,994.3,215.2,426.5,214.7,486.9,209.1,430.8,11.9,17.0,8.0,75.8,21.5,25.4,18.6,263.9,23.9,28.1,21.2,135.2,4.2,15.8,4.1,17.8,4.0,14.8
1997,서울특별시,0,0,0,55.5,17.0,70.3,23.0,67.0,29.5,1008.2,1018.8,1028.2,1005.9,997.5,1007.5,1015.5,998.0,1001.2,1011.3,1020.4,997.2,226.7,436.0,189.9,436.2,204.6,411.3,9.9,15.0,5.4,40.7,22.2,26.7,18.2,233.6,23.5,28.4,19.4,97.1,2.8,11.8,2.2,8.5,2.1,10.6
1997,인천광역시,14,1150,161,62.5,18.5,75.7,33.7,77.5,36.0,1014.2,1020.0,1029.6,1007.2,1003.2,1008.6,1016.7,999.3,1007.2,1012.6,1022.0,998.6,229.1,573.5,223.5,589.6,240.4,577.4,8.2,13.6,3.4,62.6,20.6,25.5,16.8,365.5,22.5,27.7,18.5,527.0,2.9,14.4,2.1,14.4,1.7,14.5
1997,전라남도,395,658,2601,77.5,23.0,87.0,41.7,78.0,46.0,1018.0,1020.7,1029.2,1009.4,1007.1,1009.7,1017.6,998.8,1010.0,1012.6,1021.2,997.0,225.1,502.9,208.2,578.6,259.2,576.2,10.0,15.4,5.0,748.5,21.1,25.5,17.4,1368.4,23.5,28.0,19.8,861.6,3.2,12.5,3.2,12.0,3.2,12.8
1997,전라북도,1135,1578,17907,72.5,23.0,80.0,37.3,79.5,38.0,1019.2,1020.0,1029.4,1007.9,1007.8,1008.8,1017.6,998.7,1011.2,1012.2,1022.0,997.4,235.3,436.5,201.4,434.4,241.1,434.5,8.8,15.6,2.8,414.2,21.2,26.8,16.6,1810.0,22.5,28.4,17.7,1032.5,1.8,8.2,1.7,8.6,1.6,8.2
1997,제주도,0,0,0,68.0,30.0,81.3,41.7,80.0,46.0,1017.2,1019.4,1027.8,1007.0,1007.2,1009.2,1016.5,997.8,1009.5,1011.5,1019.9,993.2,189.2,414.8,215.5,542.2,224.5,429.4,12.2,15.6,8.8,604.5,22.0,25.2,19.2,501.4,24.5,27.4,21.8,489.8,3.9,12.7,3.5,12.4,3.8,14.3
1997,충청남도,3687,1811,66789,68.5,25.5,78.0,34.7,74.0,32.0,1017.9,1020.1,1029.0,1007.7,1006.7,1008.7,1017.1,999.5,1010.3,1012.4,1021.4,998.4,251.6,483.2,228.8,504.0,266.3,526.3,8.5,15.6,2.4,244.8,21.3,26.9,16.6,1332.0,22.5,28.8,17.8,575.4,1.6,7.8,1.6,8.5,1.4,7.6
1997,충청북도,4455,1571,69982,61.0,23.5,75.7,29.0,77.5,36.0,1011.8,1019.9,1030.6,1005.8,1000.9,1008.8,1018.5,998.7,1004.6,1013.0,1023.2,997.4,240.9,468.3,212.7,494.5,228.8,466.4,8.4,15.6,1.5,213.2,20.6,26.5,15.4,1229.2,21.4,27.4,16.5,707.4,2.1,9.5,1.5,7.9,1.5,7.6
1998,강원도,427,644,2750,71.5,27.5,85.0,39.7,89.0,45.5,1014.3,1019.2,1031.1,1002.4,1007.3,1011.0,1020.1,998.2,1007.8,1011.5,1021.0,1001.4,221.8,452.2,204.4,489.6,172.0,392.8,9.7,15.8,4.1,851.0,19.3,24.0,15.1,2540.6,21.6,26.5,17.8,3508.8,2.3,10.6,1.9,9.2,1.6,8.8
1998,경기도,634,978,6200,70.0,24.5,75.7,35.7,82.0,37.0,1014.0,1019.4,1031.1,1003.9,1005.4,1011.1,1019.5,998.6,1006.2,1012.0,1019.8,1001.7,188.9,249.0,178.4,270.6,162.2,284.8,10.4,17.2,4.6,297.6,21.0,26.1,16.5,848.2,23.1,28.2,19.1,1917.8,1.5,8.1,1.6,7.1,1.3,8.0
1998,경상남도,2470,1205,29771,75.0,25.5,79.0,40.7,81.0,38.5,1017.2,1019.7,1031.3,1004.8,1009.3,1011.6,1019.8,1000.6,1009.9,1012.4,1020.4,1000.7,206.6,413.7,164.4,434.6,187.6,415.5,12.1,18.1,7.0,1298.0,21.1,25.7,17.2,2126.6,24.0,28.8,20.2,3447.9,1.9,8.9,1.7,8.3,1.2,7.4
1998,경상북도,22241,1358,302075,75.5,43.5,84.0,49.0,86.0,59.5,1018.3,1019.4,1030.1,1002.8,1010.5,1012.1,1020.7,999.0,1010.8,1013.0,1021.7,1002.9,229.7,497.5,167.6,480.6,165.1,414.6,11.2,17.2,5.6,845.0,20.1,24.8,15.9,2179.7,22.4,27.2,18.6,3392.0,2.4,9.0,1.9,7.7,1.6,8.8
1998,광주광역시,0,0,0,65.5,14.0,76.7,32.7,78.5,35.0,1008.8,1017.7,1029.6,1003.6,1000.3,1008.8,1016.8,997.1,1001.2,1009.6,1017.5,996.0,192.2,421.3,159.1,435.4,167.3,401.6,12.2,18.2,7.2,101.2,22.1,26.6,18.5,239.1,24.8,29.3,21.4,423.4,2.3,13.4,2.5,11.5,2.2,15.2
1998,대구광역시,102,1756,1791,57.0,18.0,67.3,30.7,71.0,29.0,1010.6,1018.0,1029.9,1002.0,1002.5,1009.6,1017.7,997.5,1003.2,1010.2,1018.0,999.4,195.8,420.4,147.9,436.4,141.4,364.3,12.8,18.4,8.0,75.2,22.0,26.3,18.2,151.5,24.6,29.0,21.1,322.7,3.0,12.4,2.9,9.8,2.2,9.4
1998,대전광역시,36,878,316,62.5,11.5,76.0,33.7,82.5,36.0,1009.7,1018.2,1029.8,1002.4,1001.5,1009.6,1017.6,997.2,1002.3,1010.3,1017.8,999.8,194.0,420.5,163.4,445.7,143.6,379.1,11.5,17.8,6.1,92.7,21.5,26.5,17.2,224.3,23.8,28.8,19.8,518.2,1.8,12.2,2.0,10.4,1.4,10.8
