년,지역,면적 (ha),10a당 생산량 (kg),생산량 (톤),sp평균상대습도(%),sp최소상대습도(%),su평균상대습도(%),su최소상대습도(%),fa평균상대습도(%),fa최소상대습도(%),sp평균현지기압(hPa),sp평균해면기압(hPa),sp최고해면기압(hPa),sp최저해면기압(hPa),su평균현지기압(hPa),su평균해면기압(hPa),su최고해면기압(hPa),su최저해면기압(hPa),fa평균현지기압(hPa),fa평균해면기압(hPa),fa최고해면기압(hPa),fa최저해면기압(hPa),sp합계일조시간(hr),sp합계전천일사량(MJ/㎡),su합계일조시간(hr),su합계전천일사량(MJ/㎡),fa합계일조시간(hr),fa합계전천일사량(MJ/㎡),sp평균기온(℃),sp최고기온 평균(℃),sp최저기온 평균(℃),sp강수량(mm),su평균기온(℃),su최고기온 평균(℃),su최저기온 평균(℃),su강수량(mm),fa평균기온(℃),fa최고기온 평균(℃),fa최저기온 평균(℃),fa강수량(mm),sp평균풍속(m/s),sp최대풍속(m/s),su평균풍속(m/s),su최대풍속(m/s),fa평균풍속(m/s),fa최대풍속(m/s)
1984,경상남도,1657,984,16305,67.5,24.0,79.7,38.7,84.5,44.0,1017.6,1018.7,1028.2,1004.4,1008.0,1009.5,1017.5,996.6,1010.2,1011.7,1018.8,990.2,233.6,499.3,237.7,549.3,224.0,478.1,8.6,14.6,2.8,621.8,21.4,26.9,16.7,1856.6,23.8,28.9,19.9,1897.6,1.9,8.8,1.4,8.4,1.3,8.8
1984,경상북도,22710,1516,344284,70.0,26.5,82.7,39.3,85.0,49.0,1021.2,1019.3,1030.0,1003.8,1012.1,1009.7,1018.1,997.4,1014.6,1012.0,1020.6,993.6,262.2,446.6,268.9,547.5,239.0,449.1,7.0,12.9,1.4,683.6,20.7,26.0,15.9,1406.9,22.9,28.0,19.0,1817.0,2.6,12.0,1.9,9.4,1.7,9.2
1984,대구광역시,519,1310,6799,64.0,28.5,71.3,37.3,76.0,43.5,1011.2,1018.6,1028.7,1003.9,1001.7,1008.7,1017.1,996.2,1004.2,1011.2,1019.2,991.8,206.0,404.7,217.3,525.6,181.8,434.9,9.0,14.6,3.5,74.4,22.5,27.8,17.8,183.0,24.5,29.4,20.6,205.9,3.5,11.2,3.3,8.2,2.8,8.8
1984,대전광역시,0,0,0,54.5,8.5,70.3,27.7,79.5,35.0,1009.2,1018.8,1027.6,1004.6,999.4,1008.3,1016.5,996.0,1002.2,1011.0,1019.0,994.0,194.6,463.7,209.7,534.7,191.8,440.9,7.9,13.9,2.2,81.0,22.3,27.7,17.3,168.2,23.4,28.6,19.3,240.1,2.0,10.7,1.8,8.4,1.5,7.7
1984,부산광역시,0,0,0,55.5,20.5,75.3,38.7,78.5,48.0,1009.5,1018.2,1027.5,1003.3,1000.2,1008.4,1016.5,995.8,1002.5,1010.6,1017.8,988.4,219.6,467.0,232.4,568.4,212.8,485.4,9.2,13.7,5.4,68.8,21.0,24.9,17.9,229.4,24.6,28.4,22.0,275.2,4.1,12.5,3.3,14.5,3.6,13.5
1984,서울특별시,6,1517,91,61.0,16.5,73.7,28.7,81.5,38.5,1007.6,1018.4,1027.2,1004.4,998.1,1008.1,1016.3,995.6,1001.2,1011.2,1020.0,995.2,208.9,405.1,211.3,456.1,169.6,381.6,7.3,12.6,3.1,26.6,22.0,27.1,18.0,136.9,23.2,27.8,19.8,339.5,3.0,10.4,2.5,11.4,2.2,9.6
1984,인천광역시,1,830,8,61.0,21.0,77.3,33.3,84.5,44.5,1017.2,1019.0,1027.8,1005.0,1006.8,1008.2,1016.4,995.3,1009.7,1011.0,1019.4,994.9,226.0,401.3,246.7,475.6,226.8,409.4,6.4,11.0,2.0,79.1,20.6,25.5,16.6,270.3,22.6,27.1,19.0,599.8,4.0,13.5,3.1,11.7,3.0,12.5
1984,전라남도,550,1196,6578,75.5,29.0,85.0,50.3,82.5,43.5,1017.7,1019.4,1028.2,1006.4,1007.7,1009.3,1017.4,997.4,1009.7,1011.3,1018.7,991.8,242.0,515.7,248.6,556.1,244.3,523.9,8.7,14.0,4.0,440.4,21.2,25.7,17.4,927.9,24.1,28.6,20.6,1370.7,2.8,11.4,2.1,9.3,2.4,10.3
1984,전라북도,1315,908,11940,82.5,21.0,91.0,40.7,90.5,47.5,1019.4,1021.2,1028.0,1005.1,1008.8,1010.7,1016.7,996.0,1011.2,1013.2,1018.9,993.7,266.2,435.3,275.8,517.0,268.2,465.8,7.6,14.0,2.0,503.8,21.6,27.1,17.0,1191.6,23.4,28.8,19.0,1455.9,2.0,9.7,1.6,7.9,1.5,7.8
1984,제주도,0,0,0,72.0,32.5,84.0,43.0,84.5,50.0,1018.6,1018.2,1026.2,1005.7,1008.7,1008.3,1015.8,996.5,1010.6,1010.2,1017.2,989.0,195.6,464.5,204.8,573.6,206.6,496.3,10.3,14.0,6.6,242.4,21.6,25.1,18.3,395.3,24.8,28.2,21.5,490.7,3.5,13.2,2.9,11.3,3.0,13.9
1984,충청남도,4025,1180,47495,75.5,29.5,81.3,41.3,86.0,46.0,1018.4,1019.0,1027.1,1005.0,1007.7,1008.3,1016.1,995.5,1012.7,1011.0,1018.6,994.8,261.8,487.6,275.7,582.9,264.7,487.4,6.9,13.0,1.3,315.4,21.5,27.0,16.6,808.4,23.0,28.4,18.6,1285.7,2.0,9.8,1.6,8.3,1.4,7.8
1984,충청북도,5009,1327,66469,70.0,17.0,77.0,30.0,89.0,42.0,1011.9,1019.3,1028.6,1005.1,1001.5,1008.7,1017.1,996.3,1004.2,1011.4,1019.9,994.4,226.6,467.4,248.4,565.7,218.6,474.6,6.6,13.2,0.4,374.2,21.4,27.3,16.1,786.5,22.4,28.2,18.1,1001.4,1.8,9.2,1.3,7.2,1.2,6.5
1985,강원도,868,1165,10112,76.0,33.0,86.0,44.7,88.0,50.0,1020.0,1023.8,1040.3,1007.4,1010.7,1014.8,1027.2,1004.3,1013.0,1017.5,1029.2,1006.0,255.4,495.8,277.7,564.1,205.9,406.5,6.8,13.0,1.2,414.0,20.0,25.6,15.2,855.6,21.6,26.0,18.1,2300.8,2.3,9.7,1.6,7.5,1.4,7.9
1985,경기도,2248,1188,26706,69.5,20.5,77.7,30.0,82.0,34.0,1015.9,1019.7,1034.8,1005.1,1006.0,1009.7,1019.4,999.1,1008.2,1012.0,1021.6,999.8,235.8,212.5,240.4,214.5,190.3,239.7,7.4,14.2,1.4,186.4,21.5,27.1,16.7,464.8,23.1,27.7,19.4,655.7,1.6,7.8,1.0,5.9,0.9,7.1
1985,경상남도,1340,1187,15906,71.5,28.5,81.0,41.0,83.0,47.0,1017.1,1019.3,1034.2,1005.2,1008.1,1010.6,1020.4,1000.8,1010.1,1012.3,1021.0,1001.0,232.8,487.6,239.9,518.9,214.5,455.8,9.5,15.7,3.8,919.4,21.2,26.4,16.8,2609.5,24.4,29.0,21.0,3179.1,1.8,10.0,1.5,7.4,1.4,9.0
1985,경상북도,22541,1532,345328,71.0,28.5,84.0,42.0,87.0,49.0,1021.6,1019.3,1035.2,1003.9,1012.9,1010.5,1020.7,1000.9,1015.3,1012.8,1022.0,1001.9,257.4,466.8,265.5,526.3,202.4,409.1,8.6,14.3,3.1,640.7,20.7,25.9,16.0,1315.0,23.2,27.7,19.6,2294.4,2.6,12.4,1.9,8.9,1.8,9.6
1985,대구광역시,483,1490,7197,65.5,35.5,75.0,43.3,79.0,42.0,1011.6,1019.0,1034.6,1003.4,1002.7,1009.7,1020.1,999.5,1005.0,1011.9,1021.0,1000.2,215.6,466.3,198.0,495.8,169.2,397.4,10.3,16.1,5.0,71.2,22.3,27.5,17.7,153.3,24.8,29.2,21.2,300.2,3.3,10.7,2.9,11.9,2.8,10.5
1985,대전광역시,0,0,0,62.0,16.0,73.3,25.0,81.5,27.0,1009.6,1019.2,1034.3,1003.7,1000.3,1009.2,1019.2,999.2,1002.7,1011.6,1020.8,1000.0,219.9,463.0,211.5,512.7,175.9,453.0,8.6,15.1,2.9,63.6,22.1,27.3,17.4,196.5,23.8,28.5,19.8,335.6,1.7,10.4,1.6,7.5,1.6,8.3
1985,부산광역시,0,0,0,63.5,22.5,77.7,37.7,81.5,45.5,1009.6,1018.2,1033.0,1003.5,1001.6,1009.8,1019.7,999.8,1003.4,1011.6,1020.0,999.8,202.6,460.0,209.8,516.9,210.0,474.7,10.4,14.8,6.9,117.7,21.0,24.5,17.9,348.8,25.4,29.0,22.8,251.0,3.9,15.2,3.3,13.3,3.6,13.6
1985,서울특별시,30,327,98,62.5,19.0,77.3,30.3,85.0,43.0,1008.8,1019.4,1034.0,1005.0,999.4,1009.5,1019.2,998.9,1001.8,1011.9,1021.4,999.5,217.6,458.3,191.5,500.3,134.2,379.8,8.0,13.6,3.4,63.4,21.8,26.7,17.8,149.3,23.2,27.2,20.2,305.3,2.9,10.1,2.3,9.0,2.2,10.6
1985,인천광역시,5,580,29,68.0,31.5,80.7,42.0,84.0,46.0,1018.0,1019.2,1034.1,1004.4,1008.0,1009.0,1019.1,998.4,1010.3,1011.4,1020.8,997.6,242.8,381.7,251.1,459.3,180.1,357.3,7.0,12.1,2.3,136.5,20.8,25.4,16.7,190.6,22.8,26.8,19.5,562.2,3.5,13.0,2.6,9.1,2.6,16.2
1985,전라남도,544,1425,7752,76.0,34.5,86.3,43.7,85.0,49.0,1017.8,1019.6,1034.1,1005.3,1008.5,1010.2,1019.8,1000.7,1010.2,1011.9,1020.4,1001.0,226.1,498.4,228.1,547.1,249.0,526.2,9.2,14.6,4.4,688.4,21.1,25.3,17.6,2286.7,24.9,29.0,21.5,1584.8,3.0,11.9,2.1,9.1,2.6,11.6
1985,전라북도,1407,869,12227,83.0,24.0,86.3,47.0,88.5,47.0,1020.0,1021.6,1034.6,1004.6,1009.9,1011.8,1019.3,998.8,1011.8,1013.9,1020.8,998.8,253.9,455.6,264.1,505.3,246.4,415.2,8.2,14.7,2.4,466.7,21.5,27.0,17.0,1238.7,23.8,28.8,19.8,1760.4,1.9,10.4,1.5,7.3,1.6,8.0
1985,제주도,0,0,0,73.0,35.0,84.3,46.0,83.5,45.0,1018.8,1018.6,1032.4,1002.6,1009.7,1009.2,1018.5,999.3,1011.0,1010.6,1018.6,997.9,180.2,408.0,195.7,542.1,211.6,507.9,11.2,15.0,7.4,568.2,22.0,25.0,18.9,1438.3,25.8,29.0,22.8,713.6,3.3,13.4,3.1,11.9,3.2,15.6
1985,충청남도,3665,1293,47388,73.0,30.0,81.3,41.3,85.5,47.0,1021.3,1019.6,1034.3,1004.7,1011.9,1009.3,1019.3,999.0,1013.1,1011.6,1020.8,998.2,271.4,507.9,267.9,548.7,268.0,433.8,7.6,14.0,1.6,365.8,21.5,26.7,16.9,777.3,23.4,28.2,19.5,1350.5,1.9,9.7,1.5,6.8,1.4,9.6
1985,충청북도,4567,1310,59828,70.5,22.5,78.7,31.3,85.0,44.0,1012.1,1019.4,1034.8,1003.9,1002.5,1009.6,1020.2,999.1,1005.0,1012.2,1021.7,1000.7,229.2,486.7,238.2,478.4,191.9,329.4,7.6,14.5,1.4,301.7,21.2,27.0,16.2,811.9,22.8,27.8,18.9,1373.5,1.6,8.8,1.2,6.2,1.2,6.7
1986,강원도,670,1072,7182,71.5,29.5,83.3,40.0,85.5,44.0,1017.8,1021.8,1034.5,1009.3,1009.6,1013.3,1024.7,998.5,1011.2,1012.7,1021.2,993.0,259.2,521.3,234.1,535.7,219.7,472.3,6.7,13.3,0.4,321.8,18.6,23.8,14.0,1120.4,19.8,25.0,15.9,1691.6,2.2,9.7,1.7,8.8,1.6,9.4
1986,경기도,2107,1186,24989,66.0,21.5,77.3,32.0,81.5,36.0,1014.0,1024.2,1028.8,1005.7,1004.5,1014.0,1016.8,996.5,1006.4,1015.9,1017.4,988.1,260.8,539.2,244.1,469.0,217.8,391.8,7.6,15.0,1.2,115.5,20.4,26.0,15.7,467.1,21.3,27.2,17.0,682.0,1.5,8.2,1.1,6.6,1.0,7.8
1986,경상남도,1194,1105,13194,72.5,30.0,82.3,45.7,83.0,48.0,1015.4,1018.2,1030.0,1004.1,1007.2,1009.8,1018.2,998.1,1008.5,1010.9,1018.0,992.4,251.7,530.3,230.7,510.7,241.6,470.4,10.0,16.6,4.0,623.2,20.8,25.7,16.6,1991.9,22.8,28.0,18.6,1564.6,1.7,9.0,1.5,8.1,1.4,11.3
1986,경상북도,22212,1595,354281,72.5,29.0,81.0,37.7,83.0,45.5,1018.4,1022.5,1030.2,1005.2,1008.9,1009.8,1019.2,996.9,1010.3,1011.2,1019.0,995.0,272.0,502.7,244.1,510.9,241.2,442.3,8.6,15.0,2.6,331.9,19.7,24.6,15.3,1412.9,21.5,26.6,17.4,1252.0,2.6,12.0,1.9,9.2,1.8,12.0
1986,대구광역시,505,1498,7565,62.0,27.5,71.3,32.3,75.5,34.0,1009.8,1017.2,1029.2,1004.2,1001.6,1008.7,1018.0,996.9,1003.2,1010.2,1017.8,990.9,228.7,497.4,185.3,495.5,171.2,442.4,10.6,17.2,5.0,43.2,21.4,26.8,16.9,153.4,23.0,28.4,18.8,150.9,3.2,13.4,3.1,9.6,2.8,14.8
1986,부산광역시,0,0,0,62.0,22.5,78.0,36.3,76.0,39.0,1008.4,1017.0,1028.8,1002.6,1000.7,1008.9,1017.4,996.7,1001.8,1010.0,1017.0,993.0,224.0,481.5,185.3,520.6,217.6,467.5,10.8,15.8,7.0,70.2,20.1,23.9,17.1,237.0,23.6,27.9,20.5,84.8,3.7,14.2,3.3,14.8,3.2,16.1
1986,서울특별시,4,1862,74,62.0,26.0,77.0,34.3,82.0,41.5,1007.2,1017.8,1028.6,1006.2,998.3,1008.3,1016.9,996.5,1000.1,1010.1,1017.6,989.5,234.0,500.6,184.5,486.1,170.2,442.2,8.4,14.0,3.8,32.4,20.8,25.3,17.0,180.1,22.2,26.5,18.5,235.6,2.8,9.4,2.4,9.0,2.2,9.4
1986,인천광역시,0,0,0,66.0,27.0,82.3,37.7,83.5,35.5,1016.2,1019.6,1028.0,1005.1,1006.8,1009.9,1016.3,991.7,1008.6,1011.8,1017.0,987.4,263.6,182.8,248.1,401.6,238.8,437.9,7.5,12.7,2.4,38.0,19.8,24.1,15.9,401.8,21.6,26.0,17.9,417.0,3.4,13.4,2.7,11.1,2.5,11.2
1986,전라남도,427,1437,6136,72.5,28.0,82.3,40.0,84.5,43.0,1016.8,1019.4,1029.9,1003.4,1007.8,1010.4,1017.6,998.5,1009.0,1011.6,1017.0,990.6,252.9,522.9,231.2,537.8,251.9,503.4,9.7,15.4,4.8,342.4,20.3,24.6,16.8,1498.1,22.9,27.4,19.1,1407.9,2.8,10.9,2.2,9.1,2.0,15.1
1986,전라북도,1166,1068,12453,82.0,23.5,87.3,39.7,86.5,47.0,1018.6,1020.2,1029.3,1004.6,1009.2,1011.0,1016.9,997.5,1010.6,1012.6,1017.0,986.8,254.2,481.0,256.0,488.8,258.8,403.3,8.3,15.1,2.6,301.4,20.6,25.7,16.2,1249.0,22.1,27.4,17.8,1086.1,1.9,8.8,1.6,7.6,1.6,10.6
1986,제주도,0,0,0,72.5,33.0,83.7,43.0,79.5,41.0,1017.6,1019.2,1028.8,1001.4,1009.0,1010.5,1016.2,997.6,1010.0,1011.5,1016.4,988.0,203.2,453.3,196.2,540.2,212.4,493.8,11.3,15.2,7.3,305.0,21.0,24.5,17.6,837.7,23.9,27.4,20.5,763.6,3.1,10.2,2.7,10.1,2.8,15.9
1986,충청남도,3866,1367,52848,74.0,30.0,85.0,41.3,90.0,47.0,1018.8,1021.9,1028.8,1005.4,1010.3,1013.4,1016.1,996.5,1012.6,1015.6,1016.6,987.3,281.5,517.0,289.8,561.7,292.4,489.4,7.8,14.6,1.6,193.2,20.4,25.5,15.8,951.6,21.6,27.2,17.1,1058.8,1.8,9.4,1.7,8.5,1.4,8.8
1986,충청북도,4292,1375,59015,71.0,23.0,80.3,36.7,84.5,40.0,1010.7,1018.0,1029.8,1005.4,1001.5,1008.7,1018.0,997.2,1003.2,1010.4,1018.2,990.2,245.6,504.2,229.9,532.6,208.2,447.8,7.8,15.1,1.1,164.6,20.3,25.6,15.5,931.4,21.1,26.8,16.6,801.7,1.8,8.3,1.5,6.6,1.4,8.1
1987,강원도,564,826,4657,71.5,31.0,78.0,37.0,85.5,45.5,1017.3,1018.1,1029.5,998.0,1009.5,1010.2,1019.3,994.4,1012.2,1013.0,1022.9,997.2,240.0,500.0,281.6,579.6,238.3,440.0,6.4,12.4,0.8,376.3,19.5,25.1,14.4,1640.2,19.8,24.8,15.8,1895.6,2.7,13.7,2.2,11.1,1.8,9.8
1987,경기도,2238,1203,26912,69.5,20.0,76.7,31.0,81.0,40.0,1013.5,1022.5,1029.6,999.1,1005.0,1012.4,1017.7,993.6,1006.6,1014.0,1020.8,996.2,228.4,405.9,244.9,451.0,215.4,389.9,7.0,13.6,1.0,151.1,20.6,26.6,15.5,767.2,21.4,27.2,17.2,840.1,1.6,10.2,1.3,7.6,1.0,7.0
1987,경상남도,898,2001,17969,75.0,32.0,82.0,41.3,86.0,45.5,1016.0,1018.3,1029.5,1003.0,1008.7,1010.9,1019.5,994.8,1010.6,1012.6,1021.5,990.8,220.6,481.6,236.0,541.4,194.6,428.4,9.6,15.8,3.9,764.0,21.0,26.2,16.5,2280.1,22.3,27.2,18.6,1892.3,1.8,11.6,1.7,11.3,1.6,11.0
1987,경상북도,25430,1464,372210,76.0,35.0,82.3,43.0,86.5,53.0,1017.0,1018.2,1029.6,1000.2,1009.3,1010.2,1018.9,996.1,1011.3,1012.3,1022.0,994.3,251.1,469.6,270.8,551.8,236.0,418.7,8.4,14.4,2.6,453.3,20.6,26.0,15.3,1610.0,21.2,26.2,17.4,1697.8,2.8,14.5,2.2,11.3,2.0,12.6
1987,광주광역시,0,0,0,70.5,22.0,77.0,33.3,80.5,39.5,1008.5,1017.3,1028.6,1001.0,1000.5,1008.8,1016.8,991.3,1002.2,1010.4,1020.2,995.3,182.0,418.0,187.6,496.3,175.4,436.6,8.9,14.6,4.1,77.6,21.6,26.5,17.3,244.5,22.8,27.7,19.3,207.2,2.8,12.6,2.4,9.0,2.2,10.8
1987,대구광역시,425,1212,5151,57.5,21.5,68.7,25.7,76.5,36.5,1010.0,1017.4,1029.2,999.2,1002.5,1009.5,1018.5,992.7,1004.4,1011.4,1021.6,992.3,206.2,446.8,199.7,499.5,164.5,417.8,10.2,16.5,4.9,47.0,22.2,28.0,17.1,158.9,22.8,27.8,18.8,169.1,3.2,15.7,2.9,12.8,2.8,14.2
1987,대전광역시,0,0,0,61.5,14.0,73.3,29.7,80.5,37.0,1008.4,1017.8,1029.2,999.8,1000.4,1009.3,1018.0,992.3,1002.2,1011.1,1021.1,996.6,195.4,440.5,189.2,506.7,183.0,432.0,8.4,14.7,2.5,47.3,21.4,26.8,16.3,300.6,22.3,27.6,18.0,299.7,2.0,11.0,1.6,7.9,1.4,8.8
1987,부산광역시,0,0,0,60.5,21.5,75.3,34.7,80.5,40.0,1008.3,1016.9,1027.8,1001.3,1001.5,1009.7,1018.2,995.4,1003.2,1011.4,1020.8,982.8,192.3,413.2,192.6,470.0,144.0,361.7,10.6,15.4,6.8,82.0,20.6,24.4,17.4,220.9,22.6,26.3,20.0,194.6,4.2,17.2,3.7,16.6,3.8,15.4
1987,서울특별시,2,1787,36,69.0,26.0,74.3,31.3,82.0,42.0,1007.4,1018.2,1029.6,998.9,999.4,1009.4,1017.7,994.2,1001.0,1011.0,1020.8,997.0,195.4,444.8,191.9,513.0,177.1,419.4,7.4,12.4,3.0,44.8,21.0,25.5,16.9,302.7,22.2,26.6,18.6,291.4,2.9,12.6,2.4,10.2,2.2,9.0
1987,인천광역시,1,0,0,71.0,24.5,80.0,32.3,80.5,40.5,1016.8,1020.2,1029.2,998.4,1006.7,1009.8,1016.8,993.7,1007.4,1010.6,1020.2,995.7,221.0,409.0,245.1,517.8,223.5,428.5,6.4,11.1,1.9,101.7,19.8,24.2,15.9,545.6,21.6,26.0,18.0,618.4,4.0,19.2,3.0,12.1,2.9,12.5
1987,전라남도,217,796,1728,78.5,31.5,85.7,44.7,86.0,50.0,1016.6,1019.5,1029.4,1002.2,1008.7,1010.8,1018.1,992.4,1010.3,1011.6,1021.0,996.6,221.8,450.8,232.7,542.0,220.6,466.2,9.0,14.2,4.4,535.4,20.6,24.9,17.0,1509.7,22.6,26.8,19.4,1353.2,3.1,13.4,2.3,12.2,2.4,13.0
1987,전라북도,800,1568,12544,79.0,30.0,86.0,46.3,88.0,50.0,1018.8,1020.4,1029.6,1000.8,1010.2,1011.9,1017.5,993.1,1011.6,1013.8,1021.2,996.6,232.0,389.1,259.5,456.8,245.8,378.6,7.6,13.9,2.3,342.6,20.7,26.1,16.2,1319.8,22.1,27.6,18.0,1636.4,2.0,10.3,1.8,8.9,1.8,9.5
1987,제주도,0,0,0,77.0,37.0,85.7,48.0,79.5,43.5,1017.6,1019.2,1029.0,1001.0,1009.9,1011.3,1017.6,988.6,1011.2,1012.7,1020.2,992.5,171.0,411.1,179.6,525.4,202.2,465.9,11.1,15.0,7.0,421.7,21.0,24.3,17.7,1011.5,24.2,27.4,21.2,773.0,3.3,15.0,2.6,13.4,3.0,16.4
1987,충청남도,4242,1840,78038,81.0,28.0,85.0,39.7,89.0,50.0,1019.8,1023.0,1029.2,999.0,1008.4,1012.2,1016.9,993.4,1009.3,1013.3,1020.4,995.2,280.0,488.0,305.0,564.4,282.8,467.7,7.1,13.6,1.2,260.5,20.5,26.0,15.7,1343.4,21.8,27.2,17.6,1547.2,1.9,11.1,1.6,9.0,1.4,8.4
1987,충청북도,4159,888,36915,70.0,17.5,78.0,34.0,82.5,38.5,1010.8,1018.2,1029.4,1000.2,1002.5,1009.6,1018.7,992.9,1004.4,1011.6,1021.6,996.9,214.2,448.5,232.1,516.3,201.4,433.8,7.3,14.0,1.2,224.8,20.6,26.5,15.2,1227.1,21.2,27.0,16.8,1507.6,1.9,9.8,1.5,8.1,1.2,8.0
1988,강원도,559,1294,7234,69.0,25.5,83.7,42.7,87.5,51.0,1017.8,1018.6,1030.2,1000.0,1009.9,1010.6,1018.6,1000.0,1012.0,1012.7,1021.6,999.5,249.8,495.5,234.8,523.1,225.9,533.5,6.0,12.2,0.2,325.6,19.2,24.3,14.6,1899.3,21.0,26.2,17.0,1336.3,2.6,11.4,1.9,9.0,1.4,7.7
1988,경기도,2250,1316,29613,65.0,20.0,74.3,31.7,82.5,36.5,1013.8,1018.6,1029.5,999.8,1004.1,1008.5,1016.2,1000.0,1006.4,1010.8,1019.4,1000.0,261.4,461.0,222.3,466.9,257.4,452.7,7.0,13.8,0.5,126.6,21.0,26.9,16.3,602.4,22.6,29.0,17.8,200.2,1.6,8.7,1.2,6.5,1.0,5.4
1988,경상남도,1190,2020,24033,67.5,22.5,79.7,38.3,81.5,45.5,1017.0,1019.0,1030.1,1001.1,1008.1,1010.0,1017.4,1001.0,1009.6,1011.6,1019.2,1001.8,241.2,489.5,237.9,502.6,243.0,481.4,9.2,15.3,3.4,785.0,21.2,26.3,16.8,1518.9,23.4,28.8,19.1,630.6,2.0,10.3,1.6,8.1,1.2,7.0
1988,경상북도,28670,1481,424497,67.5,30.5,82.7,38.3,83.5,46.5,1017.2,1018.7,1030.1,999.2,1008.7,1009.7,1018.0,1000.1,1010.4,1011.6,1020.2,1000.5,267.5,418.4,242.1,420.3,245.2,371.7,7.8,14.1,1.8,512.0,20.1,25.2,15.3,1762.9,22.2,27.5,17.8,1110.7,2.8,10.8,2.1,9.2,1.8,8.4
1988,광주광역시,0,0,0,62.5,17.0,72.7,28.0,74.0,24.5,1009.0,1017.7,1029.4,1000.9,999.4,1007.7,1015.1,998.2,1001.2,1009.5,1017.4,1000.8,214.8,463.5,189.3,520.3,208.8,492.0,8.8,14.8,3.6,55.2,22.2,27.4,18.0,163.5,23.9,29.2,19.6,59.5,2.7,10.9,2.3,9.2,1.8,8.2
1988,대구광역시,346,1342,4643,55.5,20.0,70.0,28.7,75.0,39.0,1010.7,1018.1,1029.4,998.5,1001.9,1008.9,1017.0,1000.2,1003.8,1010.8,1019.5,1000.2,207.2,471.2,166.7,482.8,159.6,398.2,9.9,16.2,4.4,47.4,22.0,27.7,17.4,121.7,23.7,29.2,19.5,63.6,3.4,14.1,3.2,11.3,2.4,9.2
1988,대전광역시,0,0,0,60.0,20.0,67.3,24.3,72.0,29.0,1009.0,1018.4,1030.0,999.5,999.7,1008.6,1016.1,999.6,1002.4,1011.2,1019.7,1000.8,209.3,455.1,190.2,478.3,212.6,464.1,8.0,14.2,2.2,58.6,22.1,27.4,17.4,188.3,23.4,29.0,18.5,86.6,2.2,10.8,1.9,9.4,1.5,10.6
1988,부산광역시,0,0,0,64.5,24.5,78.0,42.3,76.5,48.0,1008.7,1017.3,1028.6,998.8,1000.4,1008.7,1016.3,1000.3,1001.8,1010.0,1017.8,1000.2,218.4,410.3,190.3,431.0,204.2,410.6,10.1,14.8,6.6,98.1,20.5,24.2,17.8,167.3,24.0,28.0,21.1,78.4,4.6,14.2,3.7,11.1,3.3,9.0
1988,서울특별시,2,2149,43,56.5,22.0,72.3,35.3,76.0,47.5,1007.8,1018.4,1029.4,1000.2,998.6,1008.6,1016.2,1000.1,1001.0,1010.9,1019.7,1000.0,237.0,501.3,185.3,520.2,207.8,335.7,7.8,12.7,3.4,45.9,21.5,26.2,17.6,166.3,23.9,28.8,19.8,60.5,3.0,11.2,2.5,9.6,2.0,8.8
1988,인천광역시,19,2149,408,60.5,19.5,75.7,34.7,78.0,40.5,1015.0,1018.4,1028.9,999.1,1005.2,1008.4,1015.7,1000.1,1007.5,1010.8,1019.2,1000.0,255.4,484.3,205.3,509.3,237.8,463.4,6.8,11.5,2.2,94.4,20.4,24.9,16.6,401.5,23.0,28.2,18.6,134.0,4.2,12.4,2.9,12.0,2.4,13.2
1988,전라남도,214,1041,2227,73.0,28.5,81.7,42.0,82.0,45.5,1017.4,1019.0,1030.3,1002.7,1007.7,1009.2,1016.7,999.7,1009.2,1010.5,1018.6,1002.2,244.0,483.5,240.1,556.8,240.5,533.8,8.8,14.2,4.0,518.9,21.0,25.4,17.5,890.9,23.8,28.6,20.0,490.3,3.0,12.4,2.4,11.0,2.2,9.0
1988,전라북도,719,1551,11151,75.0,25.5,83.7,32.3,83.0,43.0,1017.0,1020.1,1030.1,1000.0,1006.9,1009.7,1015.8,999.9,1008.8,1011.8,1018.8,1000.8,264.6,463.8,284.6,520.0,287.4,498.4,7.2,13.8,1.4,378.9,21.3,26.8,16.8,972.9,22.8,28.7,18.0,454.5,2.1,9.7,1.8,7.6,1.4,6.6
1988,제주도,0,0,0,73.5,35.5,84.0,45.0,83.5,55.5,1018.2,1019.7,1030.2,1001.5,1008.5,1009.9,1016.7,996.3,1009.8,1011.2,1018.0,1003.6,194.4,418.5,226.6,540.1,216.1,525.5,10.8,14.4,7.1,548.2,21.6,24.9,18.7,719.3,24.5,27.6,21.5,513.5,4.4,14.0,3.4,12.5,3.4,10.4
1988,충청남도,4727,1689,79849,73.0,25.0,80.0,36.0,84.0,41.0,1016.3,1019.5,1029.2,999.1,1006.3,1008.8,1015.5,999.0,1008.4,1010.6,1019.3,1000.4,299.6,214.2,287.8,490.9,293.2,548.3,7.0,13.5,0.8,275.2,21.2,26.5,16.4,717.7,22.8,28.8,17.8,274.5,1.9,9.4,1.7,7.7,1.4,7.2
1988,충청북도,4494,1260,56635,63.5,18.0,74.3,28.0,81.0,34.0,1011.2,1018.6,1030.2,999.5,1001.7,1008.8,1017.2,1000.0,1003.9,1010.8,1019.4,1000.6,244.4,461.1,232.5,512.6,228.6,483.6,7.0,13.8,0.4,237.7,21.0,26.6,15.8,1078.8,22.0,28.4,17.1,413.4,2.0,9.8,1.6,7.4,1.2,6.6
