년,지역,면적 (ha),10a당 생산량 (kg),생산량 (톤),평균기온(℃),최고기온 평균(℃),최저기온 평균(℃),강수량(mm),합계일조시간(hr),합계전천일사량(MJ/㎡),평균상대습도(%),최소상대습도(%),평균풍속(m/s),최대풍속(m/s),평균현지기압(hPa),평균해면기압(hPa),최고해면기압(hPa),최저해면기압(hPa),sp평균기온(℃),sp최고기온 평균(℃),sp최저기온 평균(℃),sp강수량(mm),su평균기온(℃),su최고기온 평균(℃),su최저기온 평균(℃),su강수량(mm),fa평균기온(℃),fa최고기온 평균(℃),fa최저기온 평균(℃),fa강수량(mm)
2015,충청남도,1283,1914,24560,18.2,24.1,12.9,345.6,226.1,445.1,78.4,29.0,1.7,7.8,1010.8,1012.5,1022.6,999.2,8.9,15.5,2.6,345.5,21.3,26.9,16.3,444.2,22.8,28.6,18.2,198.0
2015,충청북도,3984,1738,69242,18.1,24.4,12.3,367.3,235.2,532.7,68.1,20.3,1.7,7.4,1005.1,1012.2,1023.5,999.1,8.8,15.8,2.2,337.2,21.6,27.6,15.9,459.5,22.0,28.2,17.0,259.0
2016,강원도,831,695,5778,18.0,23.6,13.2,1654.4,250.1,550.4,77.4,31.1,1.7,8.1,1009.2,1011.9,1023.2,994.7,9.4,15.5,3.5,761.6,20.9,26.4,16.1,2406.1,22.4,27.4,18.6,1419.4
2016,경기도,295,757,2234,19.3,25.7,14.1,538.0,234.2,439.8,71.3,26.0,1.6,7.0,1008.2,1011.8,1021.2,995.5,10.0,17.4,3.8,330.8,22.2,28.3,17.2,857.0,24.2,30.0,20.0,266.8
2016,경상남도,3339,1531,51134,19.8,25.4,15.2,2578.4,211.5,555.8,80.9,32.4,1.5,7.7,1011.3,1013.0,1021.7,998.5,11.5,17.7,6.1,2352.2,22.4,27.8,17.8,2064.6,24.4,29.5,20.6,3575.2
2016,경상북도,20083,1831,367710,18.9,24.6,13.9,1861.4,240.6,536.4,77.0,34.3,2.0,8.2,1011.6,1012.1,1022.4,995.9,10.2,16.6,4.2,1357.2,21.7,27.5,16.6,1733.1,23.3,28.4,19.4,2558.2
2016,광주광역시,2,0,0,20.6,26.0,16.4,156.3,198.7,545.8,73.9,26.6,1.7,8.4,1003.5,1011.9,1020.5,998.1,12.0,18.3,7.0,120.1,23.2,28.2,19.2,174.0,25.4,30.4,21.7,166.1
2016,대구광역시,81,2009,1627,20.4,25.9,15.7,146.3,199.4,512.3,65.6,20.9,2.2,9.0,1005.4,1011.1,1020.3,995.0,11.9,17.8,6.5,109.2,23.3,28.8,18.4,139.3,24.8,29.6,21.0,193.8
2016,대전광역시,20,1611,322,20.4,25.9,15.5,137.7,225.0,593.7,69.6,24.9,1.5,6.9,1003.8,1011.8,1020.9,996.4,11.2,17.8,5.2,97.6,23.4,28.6,18.6,171.8,25.2,29.9,21.2,126.7
2016,부산광역시,6,1479,89,20.3,24.2,17.4,184.9,218.8,501.8,72.6,28.9,3.1,13.9,1003.7,1011.8,1020.3,997.2,12.5,16.8,9.1,166.0,22.2,25.8,19.4,137.6,25.3,29.0,22.6,274.7
2016,서울특별시,0,0,0,20.2,25.4,16.0,112.9,224.4,462.5,61.0,21.3,2.2,7.4,1001.4,1011.4,1020.6,994.8,10.6,16.4,5.8,58.6,23.1,28.1,19.0,191.0,25.6,30.2,21.9,50.0
2016,울산광역시,19,1798,342,19.7,24.2,15.8,159.6,208.7,,76.1,26.1,2.0,8.5,1002.9,1011.7,1020.7,995.5,11.8,16.7,7.2,135.7,22.1,26.6,18.1,127.7,24.0,28.0,21.0,231.2
2016,인천광역시,8,1018,81,18.2,22.4,14.7,272.7,236.1,466.2,82.1,31.1,2.9,10.1,1006.2,1011.8,1020.8,995.6,8.6,13.4,4.7,185.2,20.8,24.8,17.4,445.6,23.9,27.8,20.6,100.8
2016,전라남도,554,1674,9274,19.5,24.3,15.4,1987.0,230.4,573.2,90.9,47.4,2.3,10.5,1012.0,1012.4,1020.8,999.6,10.8,16.3,5.7,2089.6,21.9,26.2,18.1,2015.3,24.6,29.4,21.0,1842.1
2016,전라북도,2360,1738,41008,19.3,25.2,14.4,1333.3,231.8,618.3,85.1,34.4,1.8,9.0,1010.6,1012.1,1021.2,998.3,10.1,17.0,4.2,1169.3,22.1,27.6,17.5,1472.4,24.2,29.6,20.0,1288.4
2016,제주도,0,0,0,20.5,23.7,17.8,662.9,197.0,516.4,83.7,43.6,3.1,11.9,1009.6,1012.0,1020.4,1000.9,12.8,16.4,9.6,663.0,22.1,25.3,19.5,712.9,25.8,28.8,23.4,588.0
2016,충청남도,1615,1683,26924,19.1,25.0,14.0,639.8,261.4,529.0,83.1,33.7,1.6,8.1,1010.5,1012.3,1021.2,997.1,9.6,16.6,3.6,456.0,22.0,27.6,17.2,912.9,24.0,29.4,19.8,413.8
2016,충청북도,4087,1709,69846,19.0,25.1,13.5,601.2,228.0,534.7,68.6,21.9,1.7,7.0,1004.8,1012.0,1021.8,996.4,9.8,16.9,3.2,400.6,22.0,28.0,16.6,838.0,23.5,29.0,19.2,446.6
2017,강원도,930,597,5550,17.7,23.3,12.7,1919.1,250.8,570.1,75.0,24.9,1.7,7.8,1008.6,1011.9,1023.8,1000.5,9.0,15.2,3.0,576.3,21.2,26.8,16.3,2289.8,21.1,26.2,17.0,2705.8
2017,경기도,310,569,1762,18.4,24.9,13.0,703.5,235.1,450.3,73.1,24.0,1.6,7.0,1008.2,1011.9,1021.8,1000.8,9.2,16.5,2.6,171.0,22.1,28.3,16.8,942.3,22.2,28.1,17.8,877.8
2017,경상남도,3387,1588,53782,19.7,25.8,14.6,1445.7,233.7,603.0,78.3,30.1,1.6,6.7,1011.1,1012.8,1023.0,1000.4,11.1,17.6,5.1,1004.1,22.8,28.9,17.7,1182.2,23.8,29.4,19.4,2282.6
2017,경상북도,20178,1675,338034,18.7,24.8,13.4,1407.3,257.8,553.1,74.1,25.6,2.0,7.9,1011.3,1011.9,1023.2,1000.5,10.1,16.8,3.9,724.0,22.1,28.2,16.7,1470.1,22.2,27.6,17.9,1996.4
2017,광주광역시,0,0,0,20.4,26.1,15.8,109.6,209.3,569.2,70.7,19.0,1.6,7.5,1003.7,1012.1,1021.4,1000.2,11.2,17.8,6.0,46.9,23.6,29.3,19.1,94.6,24.7,29.6,20.7,194.6
2017,대구광역시,82,1620,1322,20.5,26.4,15.3,81.4,225.5,554.6,61.7,15.6,2.2,8.2,1005.2,1011.4,1021.8,999.0,11.8,18.0,6.0,45.7,24.0,30.1,18.8,70.0,24.0,29.2,19.4,134.4
2017,대전광역시,13,1491,199,19.8,25.3,14.9,141.9,237.1,609.8,68.6,24.0,1.7,7.6,1003.9,1012.0,1021.7,1000.6,10.6,17.2,4.7,44.6,23.3,28.8,18.5,166.4,23.6,28.2,19.6,202.6
2017,부산광역시,3,464,13,20.0,24.0,16.8,117.1,224.0,546.5,67.9,25.9,3.2,10.4,1003.6,1011.6,1021.5,999.1,12.0,16.4,8.3,70.4,22.1,26.0,19.1,87.0,24.8,28.5,22.0,208.8
2017,서울특별시,0,327,0,19.7,24.9,15.5,157.9,232.1,490.9,59.7,17.6,2.3,7.6,1001.5,1011.5,1020.9,1000.0,10.1,16.2,5.4,34.8,23.2,28.2,19.1,234.6,24.0,28.6,20.2,166.0
2017,울산광역시,27,1194,327,19.7,24.5,15.5,79.5,235.3,,71.3,21.0,2.1,7.5,1001.8,1011.3,1021.5,998.6,11.6,16.5,6.8,69.8,22.6,27.7,18.3,56.5,23.6,27.8,20.0,123.9
2017,인천광역시,4,466,21,17.8,22.0,14.4,269.4,243.0,467.9,77.3,26.9,2.9,9.4,1006.3,1011.8,1021.3,1001.0,8.4,13.0,4.6,86.4,20.9,25.0,17.5,342.7,22.8,26.4,19.6,342.3
2017,전라남도,533,1429,7621,19.2,24.5,14.7,1274.0,239.4,587.0,90.1,40.1,2.3,9.0,1012.0,1012.6,1021.9,1001.5,10.2,16.3,4.7,534.1,22.1,27.2,17.7,1139.3,24.0,28.6,20.0,2216.2
2017,전라북도,2525,1612,40694,18.6,24.7,13.4,1124.0,231.9,632.0,83.3,29.3,1.8,8.1,1010.8,1012.4,1022.9,1001.1,9.1,16.2,2.9,438.4,22.1,28.0,17.0,1208.8,22.9,28.4,18.5,1682.6
2017,제주도,0,2098,1,20.7,24.2,17.8,484.7,214.3,556.7,81.6,34.3,3.2,10.5,1010.0,1012.3,1021.1,1002.1,12.4,16.0,9.0,322.4,22.8,26.3,19.9,432.3,25.9,29.2,23.3,725.6
2017,충청남도,1584,2050,29362,18.4,24.3,13.2,755.7,235.8,557.0,82.9,29.0,1.6,7.4,1010.7,1012.4,1021.9,1001.7,9.0,15.9,2.6,206.0,21.8,27.5,16.8,949.1,22.6,27.8,18.2,1015.2
2017,충청북도,4024,1657,66661,18.4,24.7,12.8,721.8,239.4,545.6,68.6,19.3,1.7,7.3,1004.9,1012.1,1022.6,1000.4,9.3,16.4,2.6,216.6,22.1,28.2,16.5,982.8,22.0,27.6,17.4,835.4
2018,강원도,947,581,5506,18.0,23.5,13.0,2326.6,246.7,558.2,77.9,29.7,1.8,8.3,1009.7,1012.7,1024.8,998.3,9.4,15.5,3.4,1355.8,21.0,26.4,16.2,2200.6,22.0,27.1,17.8,3486.3
2018,경기도,316,314,992,19.0,25.2,13.7,771.7,233.2,523.2,76.9,26.3,1.7,6.9,1008.8,1012.6,1022.6,998.9,9.6,16.6,3.6,474.9,22.0,28.1,16.9,919.2,23.7,29.6,19.0,847.2
2018,경상남도,3374,1496,50461,19.9,25.5,15.0,2684.3,224.6,562.9,81.6,35.3,1.6,7.3,1011.6,1013.4,1023.0,998.0,11.5,18.0,5.4,2218.0,22.6,28.2,17.9,2368.4,24.2,29.1,20.2,3624.6
2018,경상북도,19780,1594,315230,19.1,24.8,14.0,1991.0,236.8,589.0,75.7,30.6,2.1,8.1,1012.0,1012.6,1023.9,997.3,10.8,17.3,4.4,1810.5,22.0,27.6,17.0,1748.4,23.1,28.2,19.0,2535.4
2018,광주광역시,2,1068,21,20.9,26.6,16.5,166.0,205.0,564.2,74.6,23.1,1.7,7.3,1003.7,1012.1,1021.1,997.4,12.6,19.0,7.2,121.6,23.8,29.3,19.5,130.8,25.0,30.0,21.4,263.4
2018,대구광역시,56,913,509,20.6,26.0,15.7,149.3,208.6,527.9,62.7,16.9,2.3,8.4,1005.9,1012.1,1022.2,996.1,12.1,18.5,6.1,105.8,23.7,28.9,19.0,130.1,24.4,29.2,20.4,221.6
2018,대전광역시,12,1300,153,20.5,25.8,15.7,180.0,223.9,589.0,70.9,24.7,1.8,7.4,1004.3,1012.3,1022.0,997.7,11.3,17.6,5.4,131.9,23.6,28.7,18.9,146.2,25.1,29.7,21.2,279.0
2018,부산광역시,5,303,15,20.0,23.8,17.1,199.3,222.8,370.7,71.9,29.0,3.5,12.3,1004.1,1012.1,1021.6,995.3,12.2,16.6,8.6,181.2,22.0,25.6,19.3,184.9,24.9,28.3,22.4,239.0
2018,서울특별시,0,0,0,20.1,25.0,15.9,147.1,225.8,524.7,62.0,19.9,1.7,6.6,1002.0,1011.9,1021.6,997.8,10.6,16.0,5.9,89.9,23.0,27.9,18.8,193.0,25.2,29.6,21.4,135.6
2018,울산광역시,32,528,167,19.8,24.3,15.9,156.9,216.6,,74.7,26.3,2.2,8.7,1002.5,1012.2,1022.3,995.2,12.0,17.2,7.0,139.3,22.2,26.6,18.5,127.8,24.0,27.9,21.0,218.1
2018,인천광역시,16,312,50,17.7,21.8,14.2,356.9,234.6,575.3,81.9,30.1,2.9,9.5,1006.8,1012.4,1022.1,998.8,8.2,12.6,4.4,224.0,20.2,24.3,16.7,399.8,23.6,27.2,20.2,425.6
2018,전라남도,545,730,3984,19.6,24.5,15.4,2133.2,230.8,573.6,89.9,39.1,2.4,10.3,1012.2,1012.7,1021.7,999.2,11.0,16.6,5.6,1920.4,22.2,26.9,18.2,1823.2,24.5,28.8,21.0,2811.1
2018,전라북도,2643,1082,28597,19.4,25.3,14.4,1657.2,235.3,575.3,84.4,32.3,1.9,8.3,1010.8,1012.4,1022.1,998.4,10.5,17.2,4.4,1152.1,22.3,28.1,17.5,1459.5,24.0,29.4,19.6,2459.0
2018,제주도,0,750,1,20.7,24.1,17.9,795.7,215.8,537.2,87.6,42.1,3.3,13.1,1009.8,1012.2,1021.2,998.2,13.4,17.2,9.9,692.2,22.3,25.5,19.7,692.4,25.8,28.8,23.4,1054.1
2018,충청남도,1450,2478,18035,19.1,24.7,14.0,878.8,237.4,569.4,84.4,30.0,1.7,7.2,1010.9,1012.7,1022.2,999.4,9.8,16.2,3.8,662.0,22.1,27.6,17.3,854.0,23.8,29.0,19.4,1132.7
2018,충청북도,4056,1272,51580,19.0,25.1,13.5,797.6,236.1,564.6,71.7,24.0,1.8,7.3,1005.2,1012.5,1022.8,997.6,10.0,16.9,3.2,532.4,22.2,28.1,17.0,681.4,23.3,28.9,18.6,1237.2
2019,강원도,1092,960,10486,17.7,23.3,12.6,1608.3,254.2,597.2,77.4,26.7,1.7,8.1,1008.5,1011.8,1022.6,998.0,8.2,14.4,2.2,720.6,20.8,26.5,15.7,1492.9,22.4,27.4,18.5,2669.3
2019,경기도,341,498,1699,18.4,24.6,13.0,580.2,227.5,513.7,75.7,26.7,1.5,7.8,1008.1,1011.8,1021.0,997.6,8.5,15.6,2.1,198.3,21.7,27.9,16.1,577.1,23.5,28.8,19.4,966.6
2019,경상남도,3313,1875,62136,19.4,25.1,14.6,2502.0,224.9,553.5,79.1,31.0,1.5,7.3,1010.8,1012.5,1021.4,999.5,10.9,17.2,5.0,1102.4,21.8,27.6,16.9,3238.5,24.4,29.3,20.7,2796.8
2019,경상북도,19462,1737,338085,18.6,24.4,13.4,1583.0,238.7,567.4,77.6,30.3,2.0,8.2,1011.1,1011.8,1021.8,999.0,9.7,16.2,3.4,863.2,21.4,27.2,16.0,1581.8,23.4,28.4,19.5,2304.7
2019,광주광역시,3,1284,35,19.7,25.0,15.5,118.3,192.9,550.1,73.0,21.6,1.6,8.0,1003.2,1011.6,1020.5,997.2,10.7,16.8,5.9,59.3,22.2,27.7,17.8,159.7,25.0,29.2,21.7,115.3
2019,대구광역시,52,725,378,20.3,25.7,15.4,108.9,207.2,526.7,63.3,19.3,2.0,7.7,1005.0,1011.3,1020.4,998.2,11.4,17.4,5.8,54.4,23.1,28.7,17.9,108.6,25.0,29.6,21.4,163.7
2019,대전광역시,6,1556,90,19.8,25.1,15.0,101.3,215.8,580.9,69.6,22.3,1.5,7.5,1003.6,1011.7,1020.8,997.5,10.3,16.4,4.6,62.6,22.7,28.2,17.7,104.2,24.8,29.2,21.2,135.6
2019,부산광역시,7,787,55,19.8,23.5,16.9,193.6,227.6,572.4,70.1,31.3,3.2,12.1,1003.3,1011.3,1019.9,997.4,12.0,16.2,8.3,80.2,21.6,25.1,18.8,253.1,25.0,28.4,22.6,217.6
2019,서울특별시,0,0,0,19.5,24.6,15.3,101.5,219.0,501.5,59.0,18.6,1.9,7.3,1001.1,1011.1,1020.0,996.2,9.6,15.0,5.0,37.0,22.6,27.8,18.2,102.1,24.9,29.4,21.3,165.2
2019,울산광역시,29,68,19,19.5,24.1,15.4,157.4,226.4,,72.0,26.0,2.0,7.2,1001.6,1011.2,1020.2,997.5,11.4,16.7,6.4,64.8,21.7,26.3,17.6,163.0,24.4,28.2,21.2,241.6
2019,인천광역시,18,478,87,17.6,21.8,14.0,303.0,237.8,591.0,80.9,29.0,2.9,10.6,1006.0,1011.6,1020.4,996.3,8.0,12.6,4.1,82.8,20.1,24.3,16.5,301.4,23.5,27.2,20.3,525.6
2019,전라남도,557,982,5471,18.8,23.7,14.6,2113.4,222.3,567.5,82.4,39.1,2.3,11.7,1011.6,1012.1,1020.9,1001.0,10.1,15.7,4.9,901.2,21.1,26.0,16.9,2624.0,24.2,28.4,20.8,2559.8
2019,전라북도,2698,1483,40020,18.4,24.3,13.5,1280.9,220.3,556.3,81.0,31.7,1.7,8.3,1010.4,1011.9,1021.3,998.2,9.1,15.8,3.2,594.8,21.1,27.0,16.1,1378.8,23.8,28.8,19.8,1820.0
2019,제주도,0,60,0,20.1,23.5,17.3,1001.5,210.7,530.6,85.4,42.4,3.0,11.6,1009.3,1011.7,1020.5,997.7,12.6,16.4,9.2,297.9,21.6,24.8,18.8,1045.8,25.5,28.4,23.2,1638.7
2019,충청남도,1447,3558,24387,18.2,24.1,13.0,670.8,221.3,557.0,75.6,25.7,1.5,7.6,1010.2,1011.8,1021.1,998.8,8.6,15.2,2.3,283.2,21.1,26.9,15.9,701.4,23.6,28.6,19.5,1012.6
2019,충청북도,3929,1333,52376,18.4,24.5,12.8,505.2,230.4,563.4,70.6,24.1,1.7,7.5,1004.7,1011.8,1021.3,998.3,8.8,15.6,2.2,265.0,21.4,27.6,15.7,503.2,23.4,28.6,19.1,748.2
2020,강원도,1124,731,8215,17.3,22.6,12.6,2779.1,235.1,545.1,81.6,31.1,1.8,8.5,1008.5,1011.6,1023.0,997.3,8.0,14.4,1.7,447.2,20.3,25.5,15.9,2393.6,21.9,26.2,18.6,5689.2
2020,경기도,353,443,1563,18.1,23.7,13.3,991.8,216.1,503.0,80.4,35.0,1.6,8.1,1008.0,1011.8,1021.0,996.6,8.6,15.6,1.8,93.0,21.2,26.5,16.7,865.1,22.8,27.4,19.5,2080.6
2020,경상남도,3340,1443,48194,19.0,24.4,14.5,3291.5,213.3,549.5,79.3,33.9,1.6,8.2,1010.8,1012.6,1021.8,996.5,10.5,17.0,4.2,732.0,21.4,26.5,17.3,4201.8,24.0,28.7,20.6,4485.6
2020,경상북도,18705,1486,277942,18.1,23.6,13.3,2291.8,227.5,559.6,80.4,34.4,2.0,8.9,1011.1,1011.8,1021.8,995.2,9.4,16.0,3.0,421.8,20.7,25.8,16.2,2969.3,23.0,27.8,19.2,3145.6
2020,광주광역시,3,692,20,19.3,24.4,15.3,263.6,188.7,543.5,75.3,24.0,1.7,7.9,1003.3,1011.7,1020.3,995.6,10.2,16.6,5.0,49.4,21.9,26.7,18.2,276.7,24.5,28.6,21.4,458.2
2020,대구광역시,52,1244,647,19.9,25.3,15.1,156.4,204.0,549.6,66.3,26.4,2.3,9.0,1004.9,1011.3,1020.7,993.3,11.0,17.4,5.0,28.4,22.4,27.7,17.8,184.6,24.9,29.6,21.0,241.8
2020,대전광역시,11,106,11,19.3,24.5,14.9,199.3,211.1,568.2,72.7,28.4,1.6,7.3,1003.5,1011.7,1020.5,995.2,10.0,16.8,3.8,21.1,22.2,26.9,18.2,272.6,24.4,28.7,21.0,267.6
2020,부산광역시,7,398,28,19.2,23.1,16.3,283.7,200.6,557.7,71.3,29.6,3.4,14.0,1003.0,1011.1,1019.9,992.2,11.5,16.2,7.6,71.2,20.8,24.4,18.3,404.7,24.5,28.0,22.0,314.8
2020,서울특별시,0,0,0,19.0,23.6,15.1,201.8,185.5,509.2,66.3,24.0,2.5,8.4,1001.1,1011.1,1019.9,995.1,9.4,15.0,4.4,16.6,22.0,26.8,18.2,174.1,24.0,27.4,21.2,428.6
2020,울산광역시,27,223,61,19.1,23.7,15.2,180.5,218.0,,73.7,27.3,2.1,7.3,1001.6,1011.2,1020.6,992.2,11.0,16.4,5.8,57.4,21.0,25.4,17.4,256.1,24.4,28.4,21.2,190.0
2020,인천광역시,21,297,63,17.2,20.9,14.0,502.6,226.5,563.6,83.1,35.3,3.1,11.1,1006.2,1011.7,1020.6,995.8,8.2,12.3,4.1,34.6,19.4,23.4,16.3,521.4,22.8,25.8,20.4,942.4
2020,전라남도,562,524,2944,18.5,23.1,14.6,2671.9,213.8,552.0,85.1,39.3,2.6,11.4,1011.3,1012.2,1020.7,998.0,9.6,15.3,4.0,690.0,20.7,24.9,17.3,3743.2,24.2,28.2,21.0,3046.8
2020,전라북도,2449,931,22804,18.2,23.5,13.7,2295.3,203.0,535.9,80.7,34.1,1.8,9.3,1010.2,1012.0,1021.1,996.7,8.6,15.2,2.3,359.4,21.0,25.9,17.0,2608.3,23.6,28.3,20.1,3761.6
2020,제주도,1,0,0,19.8,23.1,17.0,823.0,204.2,526.7,84.9,43.9,3.3,14.1,1009.7,1012.1,1020.3,995.9,12.2,15.8,8.6,334.6,21.3,24.6,18.7,992.9,25.3,28.2,22.9,1056.5
2020,충청남도,1298,1322,17147,18.2,23.5,13.5,1346.3,211.5,529.1,78.3,33.0,1.6,8.0,1010.6,1012.2,1021.1,996.9,8.6,15.2,1.9,146.8,21.0,26.0,16.9,1609.4,23.4,28.0,20.0,2151.2
2020,충청북도,3645,1165,42477,18.0,23.5,12.9,969.1,202.7,554.8,74.9,28.3,1.7,7.8,1004.6,1011.6,1020.9,996.1,8.6,15.6,1.4,124.4,21.1,26.2,16.5,1068.8,22.6,27.4,18.9,1664.3
2021,강원도,1579,1489,23503,17.7,23.1,13.1,1939.6,247.1,566.9,82.3,32.3,1.5,7.2,1010.2,1013.1,1025.6,999.7,9.6,15.8,3.8,1427.3,20.5,25.8,15.9,1786.3,21.7,26.4,18.1,2681.7
2021,경기도,524,573,3001,18.8,24.6,13.9,640.9,223.7,511.8,79.3,34.7,1.4,6.7,1009.1,1013.1,1024.2,1000.1,10.6,17.4,4.4,516.9,21.5,27.1,16.9,626.3,23.0,28.0,19.0,786.7
2021,경상남도,3774,1789,67524,19.8,25.2,15.3,2654.4,217.5,555.7,79.9,37.0,1.5,7.4,1011.6,1013.2,1024.0,1001.0,12.2,18.6,6.2,1591.6,22.1,27.4,17.7,2899.1,24.0,28.6,20.6,3350.2
2021,경상북도,20955,1475,309034,18.3,23.6,13.7,2026.7,208.1,545.5,80.9,36.4,1.8,7.6,1012.4,1013.2,1024.7,1000.5,10.6,16.6,4.6,1253.0,20.9,26.1,16.3,1780.8,22.3,26.8,18.8,3169.4
2021,광주광역시,4,694,25,20.4,25.6,16.2,158.8,187.6,541.4,73.6,27.4,1.4,6.8,1003.9,1012.1,1022.4,1000.7,12.8,19.0,7.6,78.3,22.9,27.9,18.7,161.7,24.4,28.8,21.0,234.9
2021,대구광역시,80,946,752,20.1,25.5,15.6,111.1,188.8,537.8,67.9,22.3,2.3,7.9,1006.1,1012.5,1023.6,999.6,12.4,18.4,6.8,69.1,22.8,28.3,18.2,99.8,23.9,28.4,20.5,170.2
2021,대전광역시,21,777,164,20.2,25.3,15.8,140.7,201.5,501.0,73.1,28.1,1.6,7.6,1004.4,1012.6,1023.4,1000.0,12.1,18.4,6.4,71.3,23.0,28.0,18.6,130.6,24.1,28.4,20.8,225.2
2021,부산광역시,10,440,45,20.2,24.0,17.3,236.0,185.8,550.1,72.1,30.0,3.1,12.9,1003.5,1011.5,1021.9,999.1,13.0,17.8,9.2,117.3,22.0,25.5,19.3,257.1,24.5,27.9,22.2,323.0
2021,서울특별시,0,663,0,20.0,24.7,16.0,147.6,187.9,521.5,67.7,30.3,2.3,7.6,1002.0,1011.9,1022.8,998.9,11.6,17.2,6.9,117.5,22.7,27.2,18.8,152.0,24.2,28.3,20.8,171.1
2021,울산광역시,14,1254,170,19.6,23.9,15.9,169.3,202.4,,76.1,28.9,2.0,6.1,1002.8,1012.2,1023.0,999.5,12.2,17.2,7.5,106.4,21.8,26.1,18.0,134.5,23.7,27.4,21.0,284.6
2021,인천광역시,13,355,46,18.1,22.2,14.7,391.7,230.9,572.8,80.3,31.9,2.7,9.3,1007.2,1012.8,1023.6,999.7,9.6,14.0,5.6,277.8,20.5,24.6,17.1,330.9,23.2,26.7,20.2,597.0
2021,전라남도,208,787,1635,19.7,24.4,15.7,2292.8,224.7,579.7,85.0,45.4,2.4,9.7,1011.5,1012.7,1023.1,1001.9,11.8,17.2,6.6,1328.2,22.0,26.5,18.0,2765.2,24.3,28.4,21.2,2548.9
2021,전라북도,2033,1729,35142,19.1,24.7,14.4,1532.2,212.0,559.2,80.6,34.1,1.7,8.1,1011.1,1012.8,1023.5,1001.5,10.9,17.5,5.0,673.7,21.7,27.2,17.1,1525.6,23.5,28.3,19.8,2400.6
2021,제주도,0,0,0,21.1,24.4,18.3,881.0,209.0,532.3,87.1,46.9,3.3,11.6,1009.9,1012.3,1022.2,1001.0,14.0,17.7,10.5,500.0,22.8,26.1,20.1,680.4,25.6,28.4,23.3,1563.0
2021,충청남도,1551,1711,22757,19.0,24.5,14.3,981.0,214.1,532.3,77.4,31.0,1.5,7.3,1011.5,1013.1,1023.9,1001.1,10.6,17.2,4.6,533.7,21.7,27.0,17.1,868.0,23.4,28.0,19.6,1597.8
2021,충청북도,3594,1451,52133,18.5,24.1,13.5,738.9,203.3,545.0,76.4,30.0,1.5,7.2,1005.6,1012.7,1024.1,1000.0,10.5,17.0,4.2,372.0,21.3,26.8,16.4,753.6,22.4,27.0,18.6,1083.6
