"시점",합계,합계,합계
"시점",사과,사과,사과
"시점",면적 (㏊),생산량 (M/T),단위생산량 (kg/10a)
"2011",762,13582,1782
"2012",762,12969,1702
"2013",776,13104,1689
"2014",765,9659,1263
"2015",765,10977,1434
"2016",758,14820,1955
"2017",745,13383,1796
"2018",745,12984,1743
"2019",746,13050,1749
"2020",761,14097,1852
