년,월,합계일조시간(hr),합계전천일사량(MJ/㎡),지역
 2004,08,180.2,518.63,광주광역시
 2004,09,127.8,387.08,광주광역시
 2005,03,209.5,502.37,광주광역시
 2005,04,244.0,587.33,광주광역시
 2005,05,240.9,694.72,광주광역시
 2005,06,189.3,598.49,광주광역시
 2005,07,127.5,513.28,광주광역시
 2005,08,140.2,504.6,광주광역시
 2005,09,128.5,431.03,광주광역시
 2006,03,217.4,547.58,광주광역시
 2006,04,167.6,521.9,광주광역시
 2006,05,169.6,584.65,광주광역시
 2006,06,188.5,607.3,광주광역시
 2006,07,59.8,386.23,광주광역시
 2006,08,181.7,569.7,광주광역시
 2006,09,166.0,482.39,광주광역시
 2007,03,160.0,446.34,광주광역시
 2007,04,212.0,572.95,광주광역시
 2007,05,230.1,669.41,광주광역시
 2007,06,119.1,487.29,광주광역시
 2007,07,98.4,462.23,광주광역시
 2007,08,134.2,476.49,광주광역시
 2007,09,104.3,357.16,광주광역시
 2008,03,202.6,468.38,광주광역시
 2008,04,185.7,533.24,광주광역시
 2008,05,217.2,618.09,광주광역시
 2008,06,96.8,443.66,광주광역시
 2008,07,138.1,516.78,광주광역시
 2008,08,176.1,535.94,광주광역시
 2008,09,157.0,442.51,광주광역시
 2009,03,190.5,470.63,광주광역시
 2009,04,227.7,577.92,광주광역시
 2009,05,253.6,651.23,광주광역시
 2009,06,194.2,578.23,광주광역시
 2009,07,90.1,387.29,광주광역시
 2009,08,143.7,472.03,광주광역시
 2009,09,183.9,464.75,광주광역시
 2010,03,113.4,347.62,광주광역시
 2010,04,191.4,509.65,광주광역시
 2010,05,203.4,586.94,광주광역시
 2010,06,156.8,555.3,광주광역시
 2010,07,100.2,455.21,광주광역시
 2010,08,124.1,451.27,광주광역시
 2010,09,153.3,434.48,광주광역시
 2011,03,256.3,560.62,광주광역시
 2011,04,231.6,587.23,광주광역시
 2011,05,188.6,569.32,광주광역시
 2011,06,154.1,527.2,광주광역시
 2011,07,115.7,476.54,광주광역시
 2011,08,90.3,394.33,광주광역시
 2011,09,201.1,499.13,광주광역시
 2012,03,198.1,377.71,광주광역시
 2012,04,225.9,513.16,광주광역시
 2012,05,255.6,613.47,광주광역시
 2012,06,184.7,508.92,광주광역시
 2012,07,160.2,440.28,광주광역시
 2012,08,182.7,446.0,광주광역시
 2012,09,201.1,422.22,광주광역시
 2013,03,255.9,515.41,광주광역시
 2013,04,231.5,511.85,광주광역시
 2013,05,251.5,601.04,광주광역시
 2013,06,175.5,485.93,광주광역시
 2013,07,166.4,453.88,광주광역시
 2013,08,267.0,552.53,광주광역시
 2013,09,205.9,449.81,광주광역시
 2014,03,213.4,421.2,광주광역시
 2014,04,208.5,501.87,광주광역시
 2014,05,304.6,700.91,광주광역시
 2014,06,199.4,504.52,광주광역시
 2014,07,170.0,448.6,광주광역시
 2014,08,123.2,349.72,광주광역시
 2014,09,199.2,437.93,광주광역시
 2015,03,251.8,493.71,광주광역시
 2015,04,183.4,444.24,광주광역시
 2015,05,274.7,657.85,광주광역시
 2015,06,162.6,495.99,광주광역시
 2015,07,155.6,522.71,광주광역시
 2015,08,174.6,538.07,광주광역시
 2015,09,217.4,517.74,광주광역시
 2016,03,229.4,520.95,광주광역시
 2016,04,200.9,541.64,광주광역시
 2016,05,256.8,681.6,광주광역시
 2016,06,138.4,505.22,광주광역시
 2016,07,193.7,570.17,광주광역시
 2016,08,236.3,592.06,광주광역시
 2016,09,135.1,408.67,광주광역시
 2017,03,221.0,519.15,광주광역시
 2017,04,250.7,614.81,광주광역시
 2017,05,274.5,704.45,광주광역시
 2017,06,221.7,640.81,광주광역시
 2017,07,120.5,494.13,광주광역시
 2017,08,189.7,547.82,광주광역시
 2017,09,186.7,463.02,광주광역시
 2018,03,200.0,445.57,광주광역시
 2018,04,218.2,579.66,광주광역시
 2018,05,189.0,581.84,광주광역시
 2018,06,204.9,630.27,광주광역시
 2018,07,234.3,660.92,광주광역시
 2018,08,229.0,590.22,광주광역시
 2018,09,159.3,461.03,광주광역시
 2019,03,212.0,520.96,광주광역시
 2019,04,174.0,499.58,광주광역시
 2019,05,289.3,750.55,광주광역시
 2019,06,196.8,607.69,광주광역시
 2019,07,140.5,504.72,광주광역시
 2019,08,192.2,549.91,광주광역시
 2019,09,145.8,417.03,광주광역시
 2020,03,242.0,568.48,광주광역시
 2020,04,278.1,686.9,광주광역시
 2020,05,211.3,619.38,광주광역시
 2020,06,191.4,592.22,광주광역시
 2020,07,69.5,394.45,광주광역시
 2020,08,169.8,501.73,광주광역시
 2020,09,158.7,441.01,광주광역시
 2021,03,220.5,524.59,광주광역시
 2021,04,230.4,622.29,광주광역시
 2021,05,212.8,617.85,광주광역시
 2021,06,200.6,603.21,광주광역시
 2021,07,182.3,566.24,광주광역시
 2021,08,141.7,466.53,광주광역시
 2021,09,124.8,389.17,광주광역시
 2022,03,169.3,434.2,광주광역시
 2022,04,256.9,647.3,광주광역시
 2022,05,297.9,770.49,광주광역시
 2022,06,166.0,570.73,광주광역시
 2022,07,181.3,552.07,광주광역시
 2022,08,129.3,454.3,광주광역시
 2022,09,175.9,483.16,광주광역시
 1980,03,204.4,,대전광역시
 1980,04,208.1,,대전광역시
 1980,05,262.1,,대전광역시
 1980,06,176.8,,대전광역시
 1980,07,95.2,,대전광역시
 1980,08,102.8,,대전광역시
 1980,09,197.9,,대전광역시
 1981,03,215.2,,대전광역시
 1981,04,211.2,,대전광역시
 1981,05,232.1,,대전광역시
 1981,06,183.2,,대전광역시
 1981,07,164.0,,대전광역시
 1981,08,147.9,,대전광역시
 1981,09,212.9,,대전광역시
 1982,03,221.7,,대전광역시
 1982,04,224.4,,대전광역시
 1982,05,233.0,,대전광역시
 1982,06,278.4,,대전광역시
 1982,07,195.1,,대전광역시
 1982,08,156.6,,대전광역시
 1982,09,225.2,,대전광역시
 1983,03,194.5,,대전광역시
 1983,04,205.1,,대전광역시
 1983,05,257.8,,대전광역시
 1983,06,267.5,,대전광역시
 1983,07,149.6,,대전광역시
 1983,08,198.2,,대전광역시
 1983,09,141.1,,대전광역시
 1984,03,189.9,445.26,대전광역시
 1984,04,199.3,482.1,대전광역시
 1984,05,259.9,631.79,대전광역시
 1984,06,189.5,503.72,대전광역시
 1984,07,179.6,468.68,대전광역시
 1984,08,210.9,498.71,대전광역시
 1984,09,172.7,383.0,대전광역시
 1985,03,208.1,424.23,대전광역시
 1985,04,231.7,501.73,대전광역시
 1985,05,231.0,527.87,대전광역시
 1985,06,202.9,505.34,대전광역시
 1985,07,200.7,504.8,대전광역시
 1985,08,213.8,566.76,대전광역시
 1985,09,138.0,339.16,대전광역시
 1986,03,220.0,443.64,대전광역시
 1986,04,239.4,546.19,대전광역시
 1986,05,251.1,469.04,대전광역시
 1986,06,183.2,198.99,대전광역시
 1986,07,169.2,196.39,대전광역시
 1986,08,200.7,206.89,대전광역시
 1986,09,178.2,268.92,대전광역시
 1987,03,188.7,403.24,대전광역시
 1987,04,202.2,477.76,대전광역시
 1987,05,247.1,587.59,대전광역시
 1987,06,225.2,574.2,대전광역시
 1987,07,95.2,358.28,대전광역시
 1987,08,143.5,398.18,대전광역시
 1987,09,222.4,465.76,대전광역시
 1988,03,179.7,393.04,대전광역시
 1988,04,238.9,517.2,대전광역시
 1988,05,236.5,566.45,대전광역시
 1988,06,207.5,458.23,대전광역시
 1988,07,126.7,410.16,대전광역시
 1988,08,221.8,525.94,대전광역시
 1988,09,203.3,402.29,대전광역시
 1989,03,188.1,402.23,대전광역시
 1989,04,244.5,535.49,대전광역시
 1989,05,239.9,570.92,대전광역시
 1989,06,199.6,496.67,대전광역시
 1989,07,161.4,449.23,대전광역시
 1989,08,222.6,511.75,대전광역시
 1989,09,160.9,365.34,대전광역시
 1990,03,180.0,397.57,대전광역시
 1990,04,200.5,454.54,대전광역시
 1990,05,170.9,476.32,대전광역시
 1990,06,135.9,453.45,대전광역시
 1990,07,166.4,497.46,대전광역시
 1990,08,236.8,534.26,대전광역시
 1990,09,149.6,388.86,대전광역시
 1991,03,157.8,384.24,대전광역시
 1991,04,232.5,519.48,대전광역시
 1991,05,247.6,325.11,대전광역시
 1991,06,194.9,289.52,대전광역시
 1991,07,96.2,241.84,대전광역시
 1991,08,200.3,544.69,대전광역시
 1991,09,157.5,407.38,대전광역시
 1992,03,166.2,353.26,대전광역시
 1992,04,223.2,485.06,대전광역시
 1992,05,247.0,553.12,대전광역시
 1992,06,212.0,529.26,대전광역시
 1992,07,209.3,537.49,대전광역시
 1992,08,169.8,445.46,대전광역시
 1992,09,152.7,362.88,대전광역시
 1993,03,190.8,407.15,대전광역시
 1993,04,226.3,524.0,대전광역시
 1993,05,233.4,596.24,대전광역시
 1993,06,156.2,481.39,대전광역시
 1993,07,144.5,469.65,대전광역시
 1993,08,123.0,377.88,대전광역시
 1993,09,225.5,461.17,대전광역시
 1994,03,199.4,441.19,대전광역시
 1994,04,216.9,503.38,대전광역시
 1994,05,224.3,560.54,대전광역시
 1994,06,225.7,561.18,대전광역시
 1994,07,269.4,626.52,대전광역시
 1994,08,253.9,563.38,대전광역시
 1994,09,239.7,483.64,대전광역시
 1995,03,180.8,407.98,대전광역시
 1995,04,247.5,602.01,대전광역시
 1995,05,235.6,612.07,대전광역시
 1995,06,235.2,602.86,대전광역시
 1995,07,146.5,466.82,대전광역시
 1995,08,209.9,479.82,대전광역시
 1995,09,173.5,407.85,대전광역시
 1996,03,184.3,410.77,대전광역시
 1996,04,259.3,594.42,대전광역시
 1996,05,275.5,614.46,대전광역시
 1996,06,118.6,398.49,대전광역시
 1996,07,231.4,557.54,대전광역시
 1996,08,205.7,504.55,대전광역시
 1996,09,230.6,497.78,대전광역시
 1997,03,245.5,506.65,대전광역시
 1997,04,233.1,558.26,대전광역시
 1997,05,218.5,529.69,대전광역시
 1997,06,253.9,597.31,대전광역시
 1997,07,168.8,527.49,대전광역시
 1997,08,228.7,647.88,대전광역시
 1997,09,245.8,478.22,대전광역시
 1998,03,219.4,434.23,대전광역시
 1998,04,168.5,406.83,대전광역시
 1998,05,202.4,494.29,대전광역시
 1998,06,144.3,416.92,대전광역시
 1998,07,143.6,425.8,대전광역시
 1998,08,104.8,360.8,대전광역시
 1998,09,182.3,397.37,대전광역시
 1999,03,179.1,387.48,대전광역시
 1999,04,231.3,492.94,대전광역시
 1999,05,239.7,583.86,대전광역시
 1999,06,226.6,545.69,대전광역시
 1999,07,177.9,476.61,대전광역시
 1999,08,163.5,380.8,대전광역시
 1999,09,145.6,332.79,대전광역시
 2000,03,218.7,504.5,대전광역시
 2000,04,211.0,554.68,대전광역시
 2000,05,204.2,576.75,대전광역시
 2000,06,181.9,552.25,대전광역시
 2000,07,173.1,535.43,대전광역시
 2000,08,164.9,472.5,대전광역시
 2000,09,127.3,378.34,대전광역시
 2001,03,209.7,483.96,대전광역시
 2001,04,250.4,605.36,대전광역시
 2001,05,228.5,620.44,대전광역시
 2001,06,139.4,455.38,대전광역시
 2001,07,167.0,511.81,대전광역시
 2001,08,210.0,543.74,대전광역시
 2001,09,214.2,497.87,대전광역시
 2002,03,214.3,473.8,대전광역시
 2002,04,214.5,548.09,대전광역시
 2002,05,198.2,568.8,대전광역시
 2002,06,208.2,588.92,대전광역시
 2002,07,156.5,483.07,대전광역시
 2002,08,70.9,328.09,대전광역시
 2002,09,174.6,447.56,대전광역시
 2003,03,172.9,446.91,대전광역시
 2003,04,175.7,482.95,대전광역시
 2003,05,226.2,604.86,대전광역시
 2003,06,150.3,485.39,대전광역시
 2003,07,102.7,411.99,대전광역시
 2003,08,98.5,383.39,대전광역시
 2003,09,121.8,389.1,대전광역시
 2004,03,221.7,433.73,대전광역시
 2004,04,236.2,572.46,대전광역시
 2004,05,188.8,568.85,대전광역시
 2004,06,189.8,551.84,대전광역시
 2004,07,134.2,443.95,대전광역시
 2004,08,158.4,484.59,대전광역시
 2004,09,151.4,404.85,대전광역시
 2005,03,236.6,476.91,대전광역시
 2005,04,225.4,535.62,대전광역시
 2005,05,232.7,599.75,대전광역시
 2005,06,171.9,507.91,대전광역시
 2005,07,123.4,442.17,대전광역시
 2005,08,136.0,420.07,대전광역시
 2005,09,131.9,375.32,대전광역시
 2006,03,216.4,504.4,대전광역시
 2006,04,155.7,463.56,대전광역시
 2006,05,201.7,602.13,대전광역시
 2006,06,179.7,579.5,대전광역시
 2006,07,55.9,352.4,대전광역시
 2006,08,193.8,577.6,대전광역시
 2006,09,181.4,480.65,대전광역시
 2007,03,149.9,396.37,대전광역시
 2007,04,216.9,565.11,대전광역시
 2007,05,239.9,651.07,대전광역시
 2007,06,164.0,552.34,대전광역시
 2007,07,102.9,463.27,대전광역시
 2007,08,122.4,449.35,대전광역시
 2007,09,95.1,335.19,대전광역시
 2008,03,203.2,477.99,대전광역시
 2008,04,203.6,549.56,대전광역시
 2008,05,233.7,657.46,대전광역시
 2008,06,146.4,535.95,대전광역시
 2008,07,106.3,486.49,대전광역시
 2008,08,208.5,575.28,대전광역시
 2008,09,170.6,472.34,대전광역시
 2009,03,205.8,486.57,대전광역시
 2009,04,221.1,552.57,대전광역시
 2009,05,249.2,650.62,대전광역시
 2009,06,221.2,636.28,대전광역시
 2009,07,123.8,473.91,대전광역시
 2009,08,181.0,555.7,대전광역시
 2009,09,197.7,494.92,대전광역시
 2010,03,127.2,342.75,대전광역시
 2010,04,182.5,502.98,대전광역시
 2010,05,219.5,620.14,대전광역시
 2010,06,213.4,635.7,대전광역시
 2010,07,130.1,501.04,대전광역시
 2010,08,119.2,449.46,대전광역시
 2010,09,152.7,423.23,대전광역시
 2011,03,245.9,545.27,대전광역시
 2011,04,214.8,546.21,대전광역시
 2011,05,182.0,558.12,대전광역시
 2011,06,189.8,565.26,대전광역시
 2011,07,99.9,421.84,대전광역시
 2011,08,99.5,417.51,대전광역시
 2011,09,187.3,458.83,대전광역시
 2012,03,179.4,433.45,대전광역시
 2012,04,210.5,545.91,대전광역시
 2012,05,239.2,666.34,대전광역시
 2012,06,228.6,582.25,대전광역시
 2012,07,196.3,498.88,대전광역시
 2012,08,194.0,488.63,대전광역시
 2012,09,192.2,443.8,대전광역시
 2013,03,259.2,539.62,대전광역시
 2013,04,227.7,529.82,대전광역시
 2013,05,264.5,673.26,대전광역시
 2013,06,213.9,624.08,대전광역시
 2013,07,153.1,478.41,대전광역시
 2013,08,260.9,618.27,대전광역시
 2013,09,193.6,468.12,대전광역시
 2014,03,220.2,491.93,대전광역시
 2014,04,225.0,576.59,대전광역시
 2014,05,307.8,784.28,대전광역시
 2014,06,201.0,605.21,대전광역시
 2014,07,183.1,562.78,대전광역시
 2014,08,126.3,423.95,대전광역시
 2014,09,206.2,504.35,대전광역시
 2015,03,264.2,568.51,대전광역시
 2015,04,179.3,492.2,대전광역시
 2015,05,297.3,769.22,대전광역시
 2015,06,220.0,643.91,대전광역시
 2015,07,188.9,555.59,대전광역시
 2015,08,228.5,598.8,대전광역시
 2015,09,241.6,547.91,대전광역시
 2016,03,238.3,537.44,대전광역시
 2016,04,219.7,587.62,대전광역시
 2016,05,289.4,759.29,대전광역시
 2016,06,221.9,643.42,대전광역시
 2016,07,202.9,578.85,대전광역시
 2016,08,256.0,633.3,대전광역시
 2016,09,146.8,415.88,대전광역시
 2017,03,247.6,550.58,대전광역시
 2017,04,268.3,649.01,대전광역시
 2017,05,303.0,761.27,대전광역시
 2017,06,276.1,730.94,대전광역시
 2017,07,146.0,486.61,대전광역시
 2017,08,194.6,553.0,대전광역시
 2017,09,223.9,537.02,대전광역시
 2018,03,202.6,491.91,대전광역시
 2018,04,234.0,523.88,대전광역시
 2018,05,226.4,665.57,대전광역시
 2018,06,232.3,683.76,대전광역시
 2018,07,254.8,666.2,대전광역시
 2018,08,220.5,599.59,대전광역시
 2018,09,196.7,492.13,대전광역시
 2019,03,216.9,488.53,대전광역시
 2019,04,202.4,548.21,대전광역시
 2019,05,297.8,759.89,대전광역시
 2019,06,228.5,671.8,대전광역시
 2019,07,181.7,566.06,대전광역시
 2019,08,230.1,601.3,대전광역시
 2019,09,153.2,430.36,대전광역시
 2020,03,258.0,570.79,대전광역시
 2020,04,301.3,711.35,대전광역시
 2020,05,239.9,677.69,대전광역시
 2020,06,209.7,609.37,대전광역시
 2020,07,95.9,428.51,대전광역시
 2020,08,176.8,498.2,대전광역시
 2020,09,196.3,481.31,대전광역시
 2021,03,208.5,449.53,대전광역시
 2021,04,228.7,553.13,대전광역시
 2021,05,203.1,526.04,대전광역시
 2021,06,217.7,565.42,대전광역시
 2021,07,232.1,590.14,대전광역시
 2021,08,152.7,421.52,대전광역시
 2021,09,167.5,401.14,대전광역시
 2022,03,172.9,419.36,대전광역시
 2022,04,250.3,614.78,대전광역시
 2022,05,310.9,770.32,대전광역시
 2022,06,177.7,566.31,대전광역시
 2022,07,162.2,542.22,대전광역시
 2022,08,115.7,424.22,대전광역시
 2022,09,184.7,495.28,대전광역시
 1980,03,154.0,,울산광역시
 1980,04,194.8,,울산광역시
 1980,05,253.5,,울산광역시
 1980,06,187.5,,울산광역시
 1980,07,91.8,,울산광역시
 1980,08,65.7,,울산광역시
 1980,09,162.1,,울산광역시
 1981,03,231.7,,울산광역시
 1981,04,215.4,,울산광역시
 1981,05,233.4,,울산광역시
 1981,06,144.3,,울산광역시
 1981,07,169.4,,울산광역시
 1981,08,170.1,,울산광역시
 1981,09,195.1,,울산광역시
 1982,03,181.4,,울산광역시
 1982,04,204.6,,울산광역시
 1982,05,233.0,,울산광역시
 1982,06,244.3,,울산광역시
 1982,07,149.2,,울산광역시
 1982,08,160.2,,울산광역시
 1982,09,186.3,,울산광역시
 1983,03,193.0,,울산광역시
 1983,04,173.5,,울산광역시
 1983,05,223.4,,울산광역시
 1983,06,192.4,,울산광역시
 1983,07,181.0,,울산광역시
 1983,08,191.4,,울산광역시
 1983,09,139.1,,울산광역시
 1984,03,221.4,,울산광역시
 1984,04,171.6,,울산광역시
 1984,05,266.5,,울산광역시
 1984,06,173.2,,울산광역시
 1984,07,182.6,,울산광역시
 1984,08,207.2,,울산광역시
 1984,09,132.1,,울산광역시
 1985,03,170.6,,울산광역시
 1985,04,219.4,,울산광역시
 1985,05,200.7,,울산광역시
 1985,06,161.3,,울산광역시
 1985,07,224.7,,울산광역시
 1985,08,180.4,,울산광역시
 1985,09,142.8,,울산광역시
 1986,03,215.0,,울산광역시
 1986,04,215.0,,울산광역시
 1986,05,229.6,,울산광역시
 1986,06,155.5,,울산광역시
 1986,07,140.1,,울산광역시
 1986,08,216.2,,울산광역시
 1986,09,165.5,,울산광역시
 1987,03,173.6,,울산광역시
 1987,04,213.3,,울산광역시
 1987,05,234.1,,울산광역시
 1987,06,234.7,,울산광역시
 1987,07,130.6,,울산광역시
 1987,08,98.3,,울산광역시
 1987,09,165.5,,울산광역시
 1988,03,190.4,,울산광역시
 1988,04,244.0,,울산광역시
 1988,05,226.2,,울산광역시
 1988,06,176.8,,울산광역시
 1988,07,105.0,,울산광역시
 1988,08,183.7,,울산광역시
 1988,09,132.3,,울산광역시
 1989,03,167.2,,울산광역시
 1989,04,234.2,,울산광역시
 1989,05,210.4,,울산광역시
 1989,06,159.8,,울산광역시
 1989,07,124.8,,울산광역시
 1989,08,158.7,,울산광역시
 1989,09,90.6,,울산광역시
 1990,03,168.6,,울산광역시
 1990,04,173.2,,울산광역시
 1990,05,185.7,,울산광역시
 1990,06,162.1,,울산광역시
 1990,07,177.0,,울산광역시
 1990,08,209.4,,울산광역시
 1990,09,104.1,,울산광역시
 1991,03,158.2,,울산광역시
 1991,04,216.5,,울산광역시
 1991,05,219.1,,울산광역시
 1991,06,177.9,,울산광역시
 1991,07,110.7,,울산광역시
 1991,08,148.8,,울산광역시
 1991,09,153.2,,울산광역시
 1992,03,112.1,,울산광역시
 1992,04,189.2,,울산광역시
 1992,05,218.5,,울산광역시
 1992,06,187.1,,울산광역시
 1992,07,226.5,,울산광역시
 1992,08,110.6,,울산광역시
 1992,09,132.4,,울산광역시
 1993,03,176.6,,울산광역시
 1993,04,236.6,,울산광역시
 1993,05,204.8,,울산광역시
 1993,06,108.1,,울산광역시
 1993,07,77.4,,울산광역시
 1993,08,78.5,,울산광역시
 1993,09,174.2,,울산광역시
 1994,03,197.7,,울산광역시
 1994,04,203.4,,울산광역시
 1994,05,217.6,,울산광역시
 1994,06,201.0,,울산광역시
 1994,07,269.6,,울산광역시
 1994,08,238.4,,울산광역시
 1994,09,215.1,,울산광역시
 1995,03,155.4,,울산광역시
 1995,04,203.0,,울산광역시
 1995,05,220.4,,울산광역시
 1995,06,140.3,,울산광역시
 1995,07,152.9,,울산광역시
 1995,08,226.8,,울산광역시
 1995,09,140.1,,울산광역시
 1996,03,177.8,,울산광역시
 1996,04,243.7,,울산광역시
 1996,05,226.3,,울산광역시
 1996,06,122.2,,울산광역시
 1996,07,181.3,,울산광역시
 1996,08,178.6,,울산광역시
 1996,09,202.1,,울산광역시
 1997,03,181.0,,울산광역시
 1997,04,218.3,,울산광역시
 1997,05,186.5,,울산광역시
 1997,06,209.0,,울산광역시
 1997,07,160.5,,울산광역시
 1997,08,150.1,,울산광역시
 1997,09,164.5,,울산광역시
 1998,03,208.9,,울산광역시
 1998,04,143.7,,울산광역시
 1998,05,162.3,,울산광역시
 1998,06,75.3,,울산광역시
 1998,07,81.2,,울산광역시
 1998,08,105.0,,울산광역시
 1998,09,156.8,,울산광역시
 1999,03,140.2,,울산광역시
 1999,04,216.9,,울산광역시
 1999,05,285.8,,울산광역시
 1999,06,164.8,,울산광역시
 1999,07,101.9,,울산광역시
 1999,08,116.8,,울산광역시
 1999,09,144.5,,울산광역시
 2000,03,208.9,,울산광역시
 2000,04,179.9,,울산광역시
 2000,05,200.9,,울산광역시
 2000,06,154.7,,울산광역시
 2000,07,176.5,,울산광역시
 2000,08,174.9,,울산광역시
 2000,09,140.4,,울산광역시
 2001,03,215.7,,울산광역시
 2001,04,247.8,,울산광역시
 2001,05,207.8,,울산광역시
 2001,06,163.1,,울산광역시
 2001,07,225.5,,울산광역시
 2001,08,183.6,,울산광역시
 2001,09,157.4,,울산광역시
 2002,03,210.3,,울산광역시
 2002,04,196.3,,울산광역시
 2002,05,186.7,,울산광역시
 2002,06,229.5,,울산광역시
 2002,07,141.4,,울산광역시
 2002,08,130.4,,울산광역시
 2002,09,167.9,,울산광역시
 2003,03,171.8,,울산광역시
 2003,04,169.2,,울산광역시
 2003,05,183.7,,울산광역시
 2003,06,148.1,,울산광역시
 2003,07,55.9,,울산광역시
 2003,08,139.7,,울산광역시
 2003,09,145.5,,울산광역시
 2004,03,234.6,,울산광역시
 2004,04,240.3,,울산광역시
 2004,05,161.1,,울산광역시
 2004,06,205.8,,울산광역시
 2004,07,210.2,,울산광역시
 2004,08,149.3,,울산광역시
 2004,09,116.0,,울산광역시
 2005,03,231.1,,울산광역시
 2005,04,213.3,,울산광역시
 2005,05,240.3,,울산광역시
 2005,06,210.8,,울산광역시
 2005,07,151.5,,울산광역시
 2005,08,178.1,,울산광역시
 2005,09,107.7,,울산광역시
 2006,03,225.7,,울산광역시
 2006,04,173.1,,울산광역시
 2006,05,174.4,,울산광역시
 2006,06,194.3,,울산광역시
 2006,07,87.9,,울산광역시
 2006,08,226.0,,울산광역시
 2006,09,156.5,,울산광역시
 2007,03,187.3,,울산광역시
 2007,04,212.5,,울산광역시
 2007,05,235.9,,울산광역시
 2007,06,154.0,,울산광역시
 2007,07,115.7,,울산광역시
 2007,08,172.4,,울산광역시
 2007,09,96.5,,울산광역시
 2008,03,199.8,,울산광역시
 2008,04,223.9,,울산광역시
 2008,05,221.2,,울산광역시
 2008,06,125.9,,울산광역시
 2008,07,183.0,,울산광역시
 2008,08,189.8,,울산광역시
 2008,09,151.4,,울산광역시
 2009,03,195.2,,울산광역시
 2009,04,250.4,,울산광역시
 2009,05,255.2,,울산광역시
 2009,06,190.2,,울산광역시
 2009,07,91.5,,울산광역시
 2009,08,147.2,,울산광역시
 2009,09,151.4,,울산광역시
 2010,03,123.4,,울산광역시
 2010,04,172.3,,울산광역시
 2010,05,211.2,,울산광역시
 2010,06,214.0,,울산광역시
 2010,07,159.3,,울산광역시
 2010,08,197.7,,울산광역시
 2010,09,172.3,,울산광역시
 2011,03,272.6,,울산광역시
 2011,04,223.4,,울산광역시
 2011,05,180.3,,울산광역시
 2011,06,163.4,,울산광역시
 2011,07,160.5,,울산광역시
 2011,08,127.2,,울산광역시
 2011,09,172.0,,울산광역시
 2012,03,179.0,,울산광역시
 2012,04,233.1,,울산광역시
 2012,05,225.4,,울산광역시
 2012,06,135.9,,울산광역시
 2012,07,175.5,,울산광역시
 2012,08,173.4,,울산광역시
 2012,09,186.6,,울산광역시
 2013,03,236.1,,울산광역시
 2013,04,215.5,,울산광역시
 2013,05,192.8,,울산광역시
 2013,06,116.2,,울산광역시
 2013,07,153.7,,울산광역시
 2013,08,232.7,,울산광역시
 2013,09,200.5,,울산광역시
 2014,03,204.6,,울산광역시
 2014,04,208.2,,울산광역시
 2014,05,257.6,,울산광역시
 2014,06,110.3,,울산광역시
 2014,07,151.3,,울산광역시
 2014,08,96.5,,울산광역시
 2014,09,194.2,,울산광역시
 2015,03,266.6,,울산광역시
 2015,04,173.5,,울산광역시
 2015,05,241.7,,울산광역시
 2015,06,118.9,,울산광역시
 2015,07,128.7,,울산광역시
 2015,08,187.7,,울산광역시
 2015,09,196.1,,울산광역시
 2016,03,203.7,,울산광역시
 2016,04,207.3,,울산광역시
 2016,05,270.1,,울산광역시
 2016,06,181.3,,울산광역시
 2016,07,208.9,,울산광역시
 2016,08,277.2,,울산광역시
 2016,09,112.1,,울산광역시
 2017,03,233.3,,울산광역시
 2017,04,249.7,,울산광역시
 2017,05,284.6,,울산광역시
 2017,06,272.9,,울산광역시
 2017,07,169.5,,울산광역시
 2017,08,221.0,,울산광역시
 2017,09,216.2,,울산광역시
 2018,03,223.3,,울산광역시
 2018,04,247.6,,울산광역시
 2018,05,217.4,,울산광역시
 2018,06,196.1,,울산광역시
 2018,07,265.0,,울산광역시
 2018,08,243.7,,울산광역시
 2018,09,122.9,,울산광역시
 2019,03,257.7,,울산광역시
 2019,04,207.0,,울산광역시
 2019,05,306.4,,울산광역시
 2019,06,229.2,,울산광역시
 2019,07,187.5,,울산광역시
 2019,08,241.2,,울산광역시
 2019,09,155.8,,울산광역시
 2020,03,238.0,,울산광역시
 2020,04,277.4,,울산광역시
 2020,05,245.5,,울산광역시
 2020,06,257.2,,울산광역시
 2020,07,111.4,,울산광역시
 2020,08,230.2,,울산광역시
 2020,09,166.2,,울산광역시
 2021,03,204.5,,울산광역시
 2021,04,241.5,,울산광역시
 2021,05,219.0,,울산광역시
 2021,06,212.7,,울산광역시
 2021,07,235.8,,울산광역시
 2021,08,166.3,,울산광역시
 2021,09,136.9,,울산광역시
 1980,03,253.5,958.92,경기도
 1980,04,230.5,1034.2,경기도
 1980,05,297.5,1434.11,경기도
 1980,06,230.7,1052.04,경기도
 1980,07,190.6,953.56,경기도
 1980,08,209.3,939.37,경기도
 1980,09,256.8,984.78,경기도
 1981,03,252.2,1241.83,경기도
 1981,04,245.8,1340.93,경기도
 1981,05,266.8,1332.97,경기도
 1981,06,268.2,1245.53,경기도
 1981,07,213.0,949.36,경기도
 1981,08,224.9,1036.9,경기도
 1981,09,223.6,928.98,경기도
 1982,03,257.0,476.61,경기도
 1982,04,260.9,580.55,경기도
 1982,05,250.2,521.94,경기도
 1982,06,296.1,647.03,경기도
 1982,07,255.1,572.59,경기도
 1982,08,204.6,438.07,경기도
 1982,09,277.1,530.49,경기도
 1983,03,236.4,422.66,경기도
 1983,04,249.7,473.66,경기도
 1983,05,292.3,582.24,경기도
 1983,06,290.5,626.38,경기도
