년,월,합계일조시간(hr),합계전천일사량(MJ/㎡),지역
 1990,09,152.1,335.67,대구광역시
 1991,03,174.0,380.81,대구광역시
 1991,04,236.5,511.22,대구광역시
 1991,05,245.8,587.24,대구광역시
 1991,06,201.0,524.17,대구광역시
 1991,07,109.4,381.37,대구광역시
 1991,08,171.5,462.24,대구광역시
 1991,09,165.0,362.36,대구광역시
 1992,03,139.3,302.74,대구광역시
 1992,04,215.3,494.95,대구광역시
 1992,05,241.8,605.92,대구광역시
 1992,06,218.9,546.29,대구광역시
 1992,07,235.2,574.49,대구광역시
 1992,08,124.2,367.55,대구광역시
 1992,09,154.7,355.09,대구광역시
 1993,03,209.7,403.73,대구광역시
 1993,04,246.7,518.75,대구광역시
 1993,05,230.0,577.94,대구광역시
 1993,06,141.1,430.06,대구광역시
 1993,07,133.5,432.15,대구광역시
 1993,08,100.8,336.98,대구광역시
 1993,09,170.7,410.83,대구광역시
 1994,03,217.7,452.96,대구광역시
 1994,04,197.8,467.96,대구광역시
 1994,05,226.2,541.55,대구광역시
 1994,06,215.7,543.38,대구광역시
 1994,07,270.0,572.59,대구광역시
 1994,08,238.0,537.74,대구광역시
 1994,09,243.1,483.33,대구광역시
 1995,03,202.8,403.22,대구광역시
 1995,04,255.1,529.58,대구광역시
 1995,05,236.1,518.12,대구광역시
 1995,06,205.4,518.67,대구광역시
 1995,07,164.4,443.54,대구광역시
 1995,08,212.3,485.39,대구광역시
 1995,09,169.6,360.63,대구광역시
 1996,03,179.8,312.08,대구광역시
 1996,04,262.8,473.38,대구광역시
 1996,05,239.0,470.65,대구광역시
 1996,06,121.6,340.17,대구광역시
 1996,07,177.6,442.66,대구광역시
 1996,08,198.8,469.41,대구광역시
 1996,09,189.9,386.77,대구광역시
 1997,03,214.9,425.06,대구광역시
 1997,04,226.2,495.17,대구광역시
 1997,05,200.0,516.8,대구광역시
 1997,06,205.1,528.15,대구광역시
 1997,07,161.1,438.23,대구광역시
 1997,08,145.5,424.62,대구광역시
 1997,09,179.0,416.0,대구광역시
 1998,03,223.7,429.32,대구광역시
 1998,04,167.8,411.56,대구광역시
 1998,05,209.1,519.07,대구광역시
 1998,06,121.6,399.18,대구광역시
 1998,07,113.1,391.07,대구광역시
 1998,08,120.1,363.15,대구광역시
 1998,09,162.8,365.51,대구광역시
 1999,03,176.2,351.24,대구광역시
 1999,04,233.6,506.28,대구광역시
 1999,05,279.2,608.76,대구광역시
 1999,06,193.9,500.74,대구광역시
 1999,07,118.4,397.95,대구광역시
 1999,08,128.4,380.5,대구광역시
 1999,09,131.2,355.64,대구광역시
 2000,03,249.0,518.29,대구광역시
 2000,04,211.1,523.9,대구광역시
 2000,05,220.6,582.23,대구광역시
 2000,06,159.6,511.27,대구광역시
 2000,07,189.2,537.9,대구광역시
 2000,08,151.6,442.2,대구광역시
 2000,09,136.4,365.57,대구광역시
 2001,03,231.4,481.38,대구광역시
 2001,04,261.0,595.83,대구광역시
 2001,05,224.0,606.41,대구광역시
 2001,06,161.8,499.36,대구광역시
 2001,07,200.4,558.82,대구광역시
 2001,08,177.9,496.03,대구광역시
 2001,09,199.7,451.89,대구광역시
 2002,03,210.7,462.51,대구광역시
 2002,04,216.4,521.43,대구광역시
 2002,05,207.2,561.45,대구광역시
 2002,06,227.4,593.04,대구광역시
 2002,07,130.6,463.52,대구광역시
 2002,08,101.7,363.37,대구광역시
 2002,09,181.6,431.4,대구광역시
 2003,03,179.3,427.59,대구광역시
 2003,04,189.8,467.88,대구광역시
 2003,05,197.9,543.9,대구광역시
 2003,06,142.9,461.05,대구광역시
 2003,07,91.2,375.76,대구광역시
 2003,08,119.3,416.66,대구광역시
 2003,09,133.3,364.73,대구광역시
 2004,03,236.6,493.64,대구광역시
 2004,04,244.0,557.83,대구광역시
 2004,05,191.3,525.88,대구광역시
 2004,06,176.9,521.31,대구광역시
 2004,07,182.5,520.4,대구광역시
 2004,08,142.6,443.31,대구광역시
 2004,09,115.3,351.9,대구광역시
 2005,03,244.8,525.05,대구광역시
 2005,04,237.7,592.0,대구광역시
 2005,05,261.5,694.14,대구광역시
 2005,06,213.1,602.38,대구광역시
 2005,07,135.3,488.96,대구광역시
 2005,08,145.1,411.31,대구광역시
 2005,09,115.6,352.74,대구광역시
 2006,03,233.0,438.35,대구광역시
 2006,04,176.0,426.87,대구광역시
 2006,05,181.7,480.66,대구광역시
 2006,06,197.1,510.97,대구광역시
 2006,07,77.5,300.33,대구광역시
 2006,08,211.9,457.73,대구광역시
 2006,09,151.3,388.31,대구광역시
 2007,03,181.9,414.17,대구광역시
 2007,04,215.7,513.87,대구광역시
 2007,05,234.5,613.17,대구광역시
 2007,06,142.0,479.74,대구광역시
 2007,07,121.0,421.17,대구광역시
 2007,08,152.7,444.5,대구광역시
 2007,09,95.9,308.39,대구광역시
 2008,03,201.3,465.25,대구광역시
 2008,04,210.4,541.74,대구광역시
 2008,05,225.7,631.98,대구광역시
 2008,06,125.8,496.2,대구광역시
 2008,07,139.2,525.63,대구광역시
 2008,08,185.9,538.94,대구광역시
 2008,09,157.4,438.72,대구광역시
 2009,03,209.8,492.2,대구광역시
 2009,04,239.3,578.65,대구광역시
 2009,05,241.7,636.34,대구광역시
 2009,06,180.3,565.42,대구광역시
 2009,07,77.1,417.13,대구광역시
 2009,08,124.2,466.58,대구광역시
 2009,09,168.7,454.29,대구광역시
 2010,03,120.0,349.02,대구광역시
 2010,04,156.7,475.65,대구광역시
 2010,05,224.1,601.07,대구광역시
 2010,06,207.1,596.3,대구광역시
 2010,07,115.1,452.3,대구광역시
 2010,08,144.5,458.49,대구광역시
 2010,09,152.1,398.36,대구광역시
 2011,03,260.8,533.88,대구광역시
 2011,04,224.3,529.36,대구광역시
 2011,05,180.6,534.8,대구광역시
 2011,06,177.7,546.57,대구광역시
 2011,07,125.6,456.67,대구광역시
 2011,08,102.4,401.91,대구광역시
 2011,09,154.7,413.59,대구광역시
 2012,03,210.1,471.41,대구광역시
 2012,04,243.9,593.66,대구광역시
 2012,05,240.0,639.9,대구광역시
 2012,06,190.6,573.75,대구광역시
 2012,07,203.8,572.04,대구광역시
 2012,08,188.2,511.32,대구광역시
 2012,09,204.5,475.4,대구광역시
 2013,03,271.8,569.91,대구광역시
 2013,04,242.0,561.93,대구광역시
 2013,05,264.3,676.87,대구광역시
 2013,06,205.5,614.2,대구광역시
 2013,07,208.2,578.78,대구광역시
 2013,08,247.8,593.61,대구광역시
 2013,09,194.0,459.22,대구광역시
 2014,03,219.4,474.7,대구광역시
 2014,04,211.1,542.89,대구광역시
 2014,05,304.3,761.34,대구광역시
 2014,06,161.8,538.07,대구광역시
 2014,07,193.0,564.5,대구광역시
 2014,08,122.1,388.85,대구광역시
 2014,09,209.8,477.56,대구광역시
 2015,03,271.4,566.32,대구광역시
 2015,04,184.9,488.72,대구광역시
 2015,05,309.6,750.05,대구광역시
 2015,06,159.7,534.92,대구광역시
 2015,07,150.2,484.24,대구광역시
 2015,08,178.0,500.66,대구광역시
 2015,09,197.9,455.78,대구광역시
 2016,03,205.4,459.3,대구광역시
 2016,04,198.4,507.0,대구광역시
 2016,05,275.1,655.45,대구광역시
 2016,06,182.3,524.66,대구광역시
 2016,07,173.4,516.26,대구광역시
 2016,08,263.1,598.37,대구광역시
 2016,09,98.1,325.16,대구광역시
 2017,03,235.4,490.83,대구광역시
 2017,04,241.3,575.09,대구광역시
 2017,05,283.6,668.09,대구광역시
 2017,06,257.2,664.08,대구광역시
 2017,07,139.3,475.51,대구광역시
 2017,08,205.7,535.56,대구광역시
 2017,09,216.0,473.31,대구광역시
 2018,03,219.3,470.41,대구광역시
 2018,04,247.6,559.89,대구광역시
 2018,05,203.8,569.94,대구광역시
 2018,06,201.5,575.54,대구광역시
 2018,07,225.4,583.52,대구광역시
 2018,08,219.8,544.94,대구광역시
 2018,09,142.6,391.07,대구광역시
 2019,03,235.8,500.7,대구광역시
 2019,04,188.1,480.63,대구광역시
 2019,05,295.6,702.36,대구광역시
 2019,06,238.9,620.6,대구광역시
 2019,07,156.3,487.33,대구광역시
 2019,08,198.7,515.88,대구광역시
 2019,09,137.0,379.27,대구광역시
 2020,03,246.1,540.59,대구광역시
 2020,04,273.7,647.86,대구광역시
 2020,05,241.7,661.45,대구광역시
 2020,06,226.4,632.61,대구광역시
 2020,07,96.7,421.05,대구광역시
 2020,08,193.5,534.44,대구광역시
 2020,09,150.1,409.03,대구광역시
 2021,03,204.0,489.34,대구광역시
 2021,04,247.0,616.96,대구광역시
 2021,05,209.9,598.19,대구광역시
 2021,06,185.4,594.91,대구광역시
 2021,07,216.1,608.97,대구광역시
 2021,08,130.7,453.3,대구광역시
 2021,09,128.4,402.76,대구광역시
 2022,03,206.4,479.66,대구광역시
 2022,04,253.3,614.53,대구광역시
 2022,05,313.3,774.85,대구광역시
 2022,06,205.9,603.39,대구광역시
 2022,07,180.5,569.6,대구광역시
 2022,08,139.1,449.78,대구광역시
 2022,09,168.4,453.26,대구광역시
 1980,03,249.5,591.09,인천광역시
 1980,04,210.6,510.65,인천광역시
 1980,05,292.0,802.47,인천광역시
 1980,06,221.8,818.36,인천광역시
 1980,07,166.2,677.74,인천광역시
 1980,08,191.0,567.94,인천광역시
 1980,09,260.3,582.27,인천광역시
 1981,03,251.4,888.43,인천광역시
 1981,04,244.1,1000.62,인천광역시
 1981,05,230.9,996.15,인천광역시
 1981,06,259.7,1450.33,인천광역시
 1981,07,216.4,1228.52,인천광역시
 1981,08,228.3,1117.39,인천광역시
 1981,09,257.7,1170.76,인천광역시
 1982,03,252.9,481.61,인천광역시
 1982,04,288.6,552.49,인천광역시
 1982,05,231.8,492.15,인천광역시
 1982,06,285.4,644.16,인천광역시
 1982,07,271.6,574.17,인천광역시
 1982,08,218.8,480.31,인천광역시
 1982,09,291.6,485.34,인천광역시
 1983,03,231.8,377.65,인천광역시
 1983,04,240.1,432.47,인천광역시
 1983,05,268.0,546.63,인천광역시
 1983,06,277.4,602.65,인천광역시
 1983,07,166.8,354.26,인천광역시
 1983,08,226.3,474.33,인천광역시
 1983,09,214.3,376.71,인천광역시
 1984,03,232.8,387.86,인천광역시
 1984,04,219.3,414.65,인천광역시
 1984,05,288.5,530.4,인천광역시
 1984,06,233.2,462.33,인천광역시
 1984,07,218.4,433.97,인천광역시
 1984,08,234.1,439.99,인천광역시
 1984,09,219.4,378.73,인천광역시
 1985,03,241.3,358.21,인천광역시
 1985,04,244.3,405.16,인천광역시
 1985,05,244.0,434.26,인천광역시
 1985,06,280.6,483.6,인천광역시
 1985,07,228.7,460.14,인천광역시
 1985,08,195.1,413.7,인천광역시
 1985,09,165.2,300.96,인천광역시
 1986,03,241.4,159.64,인천광역시
 1986,04,285.7,205.89,인천광역시
 1986,05,298.0,318.2,인천광역시
 1986,06,245.1,466.77,인천광역시
 1986,07,201.3,419.88,인천광역시
 1986,08,232.8,449.75,인천광역시
 1986,09,244.9,426.07,인천광역시
 1987,03,212.0,376.57,인천광역시
 1987,04,229.9,441.38,인천광역시
 1987,05,289.2,598.64,인천광역시
 1987,06,282.5,569.87,인천광역시
 1987,07,163.5,384.79,인천광역시
 1987,08,182.5,409.71,인천광역시
 1987,09,264.5,447.33,인천광역시
 1988,03,239.4,417.32,인천광역시
 1988,04,271.5,551.21,인천광역시
 1988,05,268.1,618.35,인천광역시
 1988,06,236.4,562.48,인천광역시
 1988,07,111.3,347.15,인천광역시
 1988,08,244.1,500.93,인천광역시
 1988,09,231.6,425.77,인천광역시
 1989,03,214.0,409.58,인천광역시
 1989,04,260.0,510.88,인천광역시
 1989,05,274.4,581.12,인천광역시
 1989,06,260.2,541.11,인천광역시
 1989,07,225.5,457.28,인천광역시
 1989,08,223.8,489.27,인천광역시
 1989,09,193.2,392.05,인천광역시
 1990,03,186.3,349.26,인천광역시
 1990,04,200.9,452.9,인천광역시
 1990,05,186.4,460.8,인천광역시
 1990,06,123.2,354.22,인천광역시
 1990,07,155.4,440.92,인천광역시
 1990,08,233.2,548.38,인천광역시
 1990,09,200.9,428.11,인천광역시
 1991,03,215.9,374.08,인천광역시
 1991,04,272.1,550.62,인천광역시
 1991,05,261.8,556.77,인천광역시
 1991,06,221.8,538.3,인천광역시
 1991,07,179.2,373.08,인천광역시
 1991,08,288.1,485.44,인천광역시
 1991,09,250.5,406.92,인천광역시
 1992,03,231.3,380.54,인천광역시
 1992,04,248.8,492.17,인천광역시
 1992,05,279.1,590.24,인천광역시
 1992,06,288.5,600.48,인천광역시
 1992,07,182.8,427.62,인천광역시
 1992,08,238.7,472.34,인천광역시
 1992,09,225.8,415.45,인천광역시
 1993,03,229.7,380.68,인천광역시
 1993,04,253.7,474.05,인천광역시
 1993,05,260.0,571.55,인천광역시
 1993,06,178.3,479.95,인천광역시
 1993,07,160.2,423.31,인천광역시
 1993,08,180.4,437.26,인천광역시
 1993,09,256.6,460.68,인천광역시
 1994,03,229.5,438.8,인천광역시
 1994,04,234.1,475.84,인천광역시
 1994,05,235.2,536.92,인천광역시
 1994,06,223.2,513.09,인천광역시
 1994,07,223.2,483.35,인천광역시
 1994,08,227.6,475.44,인천광역시
 1994,09,260.8,464.96,인천광역시
 1995,03,183.2,359.51,인천광역시
 1995,04,243.5,481.8,인천광역시
 1995,05,231.1,445.49,인천광역시
 1995,06,221.6,458.21,인천광역시
 1995,07,187.4,405.87,인천광역시
 1995,08,194.5,420.26,인천광역시
 1995,09,216.1,378.38,인천광역시
 1996,03,199.9,366.46,인천광역시
 1996,04,260.3,519.41,인천광역시
 1996,05,290.6,563.31,인천광역시
 1996,06,138.9,353.53,인천광역시
 1996,07,174.4,400.87,인천광역시
 1996,08,203.4,168.3,인천광역시
 1996,09,249.2,503.28,인천광역시
 1997,03,230.3,539.5,인천광역시
 1997,04,227.9,607.56,인천광역시
 1997,05,211.5,537.02,인천광역시
 1997,06,248.2,646.06,인천광역시
 1997,07,210.9,585.65,인천광역시
 1997,08,256.8,615.05,인천광역시
 1997,09,223.9,539.74,인천광역시
 1998,03,240.7,518.43,인천광역시
 1998,04,170.8,473.46,인천광역시
 1998,05,216.3,554.66,인천광역시
 1998,06,190.5,525.27,인천광역시
 1998,07,187.1,507.19,인천광역시
 1998,08,178.1,492.71,인천광역시
 1998,09,216.4,516.03,인천광역시
 1999,03,191.7,512.79,인천광역시
 1999,04,240.5,630.33,인천광역시
 1999,05,252.6,727.77,인천광역시
 1999,06,236.5,701.43,인천광역시
 1999,07,165.4,562.62,인천광역시
 1999,08,192.5,548.34,인천광역시
 1999,09,153.8,421.26,인천광역시
 2000,03,232.3,471.03,인천광역시
 2000,04,223.5,515.73,인천광역시
 2000,05,184.7,523.82,인천광역시
 2000,06,196.8,516.8,인천광역시
 2000,07,182.1,512.42,인천광역시
 2000,08,179.9,415.98,인천광역시
 2000,09,210.2,373.37,인천광역시
 2001,03,254.4,454.77,인천광역시
 2001,04,323.0,542.68,인천광역시
 2001,05,342.1,559.94,인천광역시
 2001,06,343.5,452.0,인천광역시
 2001,07,330.6,418.49,인천광역시
 2001,08,374.2,544.17,인천광역시
 2001,09,346.1,465.46,인천광역시
 2002,03,240.9,429.77,인천광역시
 2002,04,259.0,516.37,인천광역시
 2002,05,277.2,560.8,인천광역시
 2002,06,281.4,554.92,인천광역시
 2002,07,216.0,481.37,인천광역시
 2002,08,156.4,321.86,인천광역시
 2002,09,233.2,415.55,인천광역시
 2003,03,223.3,400.82,인천광역시
 2003,04,213.4,379.57,인천광역시
 2003,05,286.4,507.43,인천광역시
 2003,06,204.1,352.48,인천광역시
 2003,07,206.7,300.58,인천광역시
 2003,08,159.9,257.44,인천광역시
 2003,09,199.7,294.21,인천광역시
 2004,03,269.3,446.46,인천광역시
 2004,04,269.6,494.08,인천광역시
 2004,05,219.0,440.88,인천광역시
 2004,06,222.8,425.16,인천광역시
 2004,07,132.8,327.45,인천광역시
 2004,08,228.0,459.17,인천광역시
 2004,09,225.7,398.96,인천광역시
 2005,03,273.6,545.15,인천광역시
 2005,04,259.3,566.82,인천광역시
 2005,05,289.3,667.08,인천광역시
 2005,06,212.6,543.04,인천광역시
 2005,07,167.1,470.48,인천광역시
 2005,08,154.1,449.61,인천광역시
 2005,09,187.5,388.63,인천광역시
 2006,03,235.5,474.15,인천광역시
 2006,04,173.8,448.27,인천광역시
 2006,05,229.5,560.78,인천광역시
 2006,06,183.1,509.15,인천광역시
 2006,07,90.3,327.0,인천광역시
 2006,08,253.7,580.29,인천광역시
 2006,09,244.8,447.16,인천광역시
 2007,03,162.3,363.25,인천광역시
 2007,04,220.0,507.95,인천광역시
 2007,05,218.1,572.46,인천광역시
 2007,06,203.0,545.89,인천광역시
 2007,07,130.3,431.31,인천광역시
 2007,08,127.7,442.35,인천광역시
 2007,09,158.1,320.99,인천광역시
 2008,03,203.9,430.88,인천광역시
 2008,04,218.4,523.18,인천광역시
 2008,05,217.2,583.79,인천광역시
 2008,06,185.5,533.21,인천광역시
 2008,07,105.6,412.39,인천광역시
 2008,08,251.7,556.25,인천광역시
 2008,09,202.3,443.61,인천광역시
 2009,03,221.6,442.3,인천광역시
 2009,04,235.2,528.48,인천광역시
 2009,05,249.8,609.85,인천광역시
 2009,06,216.3,576.08,인천광역시
 2009,07,198.4,518.59,인천광역시
 2009,08,224.1,499.14,인천광역시
 2009,09,221.4,474.46,인천광역시
 2010,03,163.6,368.68,인천광역시
 2010,04,193.2,478.99,인천광역시
 2010,05,203.7,555.76,인천광역시
 2010,06,222.8,593.86,인천광역시
 2010,07,147.1,505.66,인천광역시
 2010,08,135.6,438.97,인천광역시
 2010,09,180.8,411.49,인천광역시
 2011,03,272.1,524.87,인천광역시
 2011,04,210.6,493.19,인천광역시
 2011,05,198.1,536.11,인천광역시
 2011,06,180.6,509.31,인천광역시
 2011,07,104.5,378.44,인천광역시
 2011,08,117.6,406.9,인천광역시
 2011,09,203.9,453.79,인천광역시
 2012,03,203.0,416.01,인천광역시
 2012,04,199.5,505.07,인천광역시
 2012,05,268.0,632.16,인천광역시
 2012,06,252.3,591.57,인천광역시
 2012,07,161.1,440.33,인천광역시
 2012,08,215.7,409.17,인천광역시
 2012,09,188.2,331.39,인천광역시
 2013,03,251.7,446.08,인천광역시
 2013,04,229.5,491.93,인천광역시
 2013,05,262.7,543.51,인천광역시
 2013,06,247.5,577.88,인천광역시
 2013,07,102.6,315.29,인천광역시
 2013,08,252.1,506.25,인천광역시
 2013,09,217.9,388.42,인천광역시
 2014,03,231.7,424.51,인천광역시
 2014,04,226.0,464.19,인천광역시
 2014,05,301.2,650.89,인천광역시
 2014,06,222.5,552.77,인천광역시
 2014,07,199.7,519.13,인천광역시
 2014,08,237.5,401.69,인천광역시
 2014,09,245.3,406.96,인천광역시
 2015,03,270.9,427.25,인천광역시
 2015,04,247.5,426.77,인천광역시
 2015,05,296.6,580.22,인천광역시
 2015,06,268.7,548.37,인천광역시
 2015,07,192.0,440.94,인천광역시
 2015,08,231.8,465.89,인천광역시
 2015,09,268.2,443.85,인천광역시
 2016,03,252.6,425.19,인천광역시
 2016,04,210.4,433.45,인천광역시
 2016,05,281.6,555.43,인천광역시
 2016,06,246.0,527.53,인천광역시
 2016,07,184.2,439.36,인천광역시
 2016,08,263.1,501.24,인천광역시
 2016,09,214.5,381.0,인천광역시
 2017,03,260.1,435.76,인천광역시
 2017,04,258.4,483.55,인천광역시
 2017,05,312.3,586.76,인천광역시
 2017,06,286.5,578.01,인천광역시
 2017,07,142.1,386.13,인천광역시
 2017,08,185.5,393.61,인천광역시
 2017,09,256.1,411.43,인천광역시
 2018,03,204.7,440.44,인천광역시
 2018,04,221.1,515.49,인천광역시
 2018,05,221.9,621.3,인천광역시
 2018,06,224.6,626.45,인천광역시
 2018,07,279.3,636.55,인천광역시
 2018,08,271.4,660.12,인천광역시
 2018,09,219.2,526.42,인천광역시
 2019,03,224.6,475.51,인천광역시
 2019,04,227.0,576.52,인천광역시
 2019,05,308.6,765.12,인천광역시
 2019,06,253.3,626.58,인천광역시
 2019,07,180.2,568.86,인천광역시
 2019,08,278.8,656.4,인천광역시
 2019,09,191.8,468.31,인천광역시
 2020,03,271.7,581.49,인천광역시
 2020,04,316.7,710.41,인천광역시
 2020,05,212.8,555.06,인천광역시
 2020,06,238.2,603.06,인천광역시
 2020,07,195.8,611.74,인천광역시
 2020,08,129.8,382.07,인천광역시
 2020,09,220.5,501.19,인천광역시
 2021,03,228.4,485.2,인천광역시
 2021,04,238.5,601.52,인천광역시
 2021,05,248.8,682.22,인천광역시
 2021,06,232.7,580.67,인천광역시
 2021,07,270.1,649.78,인천광역시
 2021,08,186.2,505.26,인천광역시
 2021,09,211.8,504.76,인천광역시
 2022,03,181.2,467.53,인천광역시
 2022,04,252.3,637.17,인천광역시
 2022,05,301.6,738.78,인천광역시
 2022,06,145.9,475.95,인천광역시
 2022,07,198.5,613.71,인천광역시
 2022,08,187.3,535.72,인천광역시
 2022,09,231.4,534.24,인천광역시
 1980,03,196.0,,광주광역시
 1980,04,221.6,,광주광역시
 1980,05,247.4,,광주광역시
 1980,06,157.8,,광주광역시
 1980,07,89.4,,광주광역시
 1980,08,108.3,,광주광역시
 1980,09,220.2,,광주광역시
 1981,03,214.8,189.21,광주광역시
 1981,04,215.7,288.92,광주광역시
 1981,05,260.0,652.07,광주광역시
 1981,06,173.7,501.7,광주광역시
 1981,07,182.2,523.62,광주광역시
 1981,08,182.2,517.65,광주광역시
 1981,09,206.4,466.52,광주광역시
 1982,03,218.8,469.24,광주광역시
 1982,04,224.7,512.52,광주광역시
 1982,05,242.2,565.64,광주광역시
 1982,06,216.1,633.98,광주광역시
 1982,07,142.6,481.27,광주광역시
 1982,08,163.5,496.99,광주광역시
 1982,09,193.8,518.11,광주광역시
 1983,03,181.5,412.03,광주광역시
 1983,04,170.1,465.71,광주광역시
 1983,05,229.2,586.21,광주광역시
 1983,06,225.6,582.2,광주광역시
 1983,07,149.2,433.67,광주광역시
 1983,08,188.4,476.74,광주광역시
 1983,09,150.5,382.83,광주광역시
 1984,03,229.3,448.2,광주광역시
 1984,04,207.1,485.47,광주광역시
 1984,05,254.1,606.6,광주광역시
 1984,06,186.4,479.46,광주광역시
 1984,07,172.5,459.5,광주광역시
 1984,08,216.5,533.91,광주광역시
 1984,09,176.4,404.89,광주광역시
 1985,03,203.6,407.67,광주광역시
 1985,04,210.3,494.1,광주광역시
 1985,05,192.1,493.74,광주광역시
 1985,06,158.2,441.73,광주광역시
 1985,07,189.4,464.16,광주광역시
 1985,08,222.9,513.88,광주광역시
 1985,09,156.1,362.63,광주광역시
 1986,03,210.0,416.32,광주광역시
 1986,04,246.3,546.32,광주광역시
 1986,05,255.7,595.71,광주광역시
 1986,06,164.5,451.91,광주광역시
 1986,07,139.3,420.32,광주광역시
 1986,08,214.5,525.84,광주광역시
 1986,09,167.6,383.5,광주광역시
 1987,03,168.3,384.35,광주광역시
 1987,04,195.8,451.67,광주광역시
 1987,05,250.9,585.55,광주광역시
 1987,06,208.2,536.56,광주광역시
 1987,07,103.8,366.91,광주광역시
 1987,08,144.6,419.44,광주광역시
 1987,09,206.2,453.67,광주광역시
 1988,03,181.1,391.94,광주광역시
 1988,04,248.6,535.15,광주광역시
 1988,05,234.2,577.25,광주광역시
 1988,06,155.9,486.99,광주광역시
 1988,07,177.7,496.8,광주광역시
 1988,08,227.7,557.17,광주광역시
 1988,09,190.0,426.76,광주광역시
 1989,03,205.1,454.68,광주광역시
 1989,04,250.9,555.14,광주광역시
 1989,05,231.3,555.57,광주광역시
 1989,06,156.6,448.86,광주광역시
 1989,07,166.5,466.26,광주광역시
 1989,08,179.7,488.32,광주광역시
 1989,09,138.2,377.03,광주광역시
 1990,03,197.3,404.39,광주광역시
 1990,04,202.8,484.31,광주광역시
 1990,05,192.9,484.39,광주광역시
 1990,06,163.0,440.35,광주광역시
 1990,07,173.3,483.13,광주광역시
 1990,08,223.9,541.12,광주광역시
 1990,09,160.8,376.11,광주광역시
 1991,03,165.3,382.79,광주광역시
 1991,04,235.5,554.25,광주광역시
 1991,05,249.9,592.85,광주광역시
 1991,06,170.6,469.69,광주광역시
 1991,07,97.8,384.01,광주광역시
 1991,08,162.4,450.07,광주광역시
 1991,09,178.5,415.65,광주광역시
 1992,03,168.8,376.37,광주광역시
 1992,04,225.8,529.57,광주광역시
 1992,05,254.6,624.21,광주광역시
 1992,06,211.8,552.49,광주광역시
 1992,07,190.6,527.28,광주광역시
 1992,08,169.5,470.94,광주광역시
 1992,09,161.4,396.76,광주광역시
 1993,03,218.5,450.89,광주광역시
 1993,04,249.0,533.79,광주광역시
 1993,05,247.6,572.03,광주광역시
 1993,06,174.4,484.53,광주광역시
 1993,07,129.9,428.47,광주광역시
 1993,08,130.7,390.5,광주광역시
 1993,09,177.0,428.45,광주광역시
 1994,03,216.9,456.84,광주광역시
 1994,04,203.7,473.64,광주광역시
 1994,05,219.4,516.96,광주광역시
 1994,06,188.6,515.02,광주광역시
 1994,07,269.1,646.11,광주광역시
 1994,08,242.4,558.27,광주광역시
 1994,09,274.1,541.05,광주광역시
 1995,03,209.8,425.47,광주광역시
 1995,04,239.8,537.4,광주광역시
 1995,05,242.0,564.68,광주광역시
 1995,06,203.1,538.63,광주광역시
 1995,07,148.0,421.15,광주광역시
 1995,08,212.9,511.25,광주광역시
 1995,09,164.9,398.79,광주광역시
 1996,03,171.8,369.6,광주광역시
 1996,04,230.3,537.23,광주광역시
 1996,05,240.4,563.07,광주광역시
 1996,06,98.7,346.67,광주광역시
 1996,07,190.6,513.71,광주광역시
 1996,08,210.1,494.32,광주광역시
 1996,09,222.6,459.14,광주광역시
 1997,03,222.0,428.43,광주광역시
 1997,04,244.3,502.41,광주광역시
 1997,05,227.9,527.75,광주광역시
 1997,06,230.7,559.98,광주광역시
 1997,07,164.9,445.2,광주광역시
 1997,08,211.5,478.15,광주광역시
 1997,09,242.9,474.11,광주광역시
 1998,03,210.6,410.08,광주광역시
 1998,04,173.9,432.43,광주광역시
 1998,05,194.6,475.53,광주광역시
 1998,06,125.0,390.03,광주광역시
 1998,07,157.8,440.7,광주광역시
 1998,08,142.1,400.32,광주광역시
 1998,09,192.5,402.83,광주광역시
 1999,03,172.1,347.46,광주광역시
 1999,04,244.0,464.79,광주광역시
 1999,05,283.8,597.33,광주광역시
 1999,06,208.8,518.52,광주광역시
 1999,07,159.2,428.53,광주광역시
 1999,08,143.6,381.23,광주광역시
 1999,09,147.4,357.85,광주광역시
 2000,03,186.8,481.75,광주광역시
 2000,04,182.8,537.21,광주광역시
 2000,05,185.8,540.49,광주광역시
 2000,06,130.8,359.16,광주광역시
 2000,07,157.6,305.84,광주광역시
 2000,08,143.1,258.01,광주광역시
 2000,09,113.8,212.69,광주광역시
 2001,03,161.1,493.07,광주광역시
 2001,04,204.1,616.86,광주광역시
 2001,05,189.0,628.47,광주광역시
 2001,06,107.7,452.0,광주광역시
 2001,07,159.3,550.21,광주광역시
 2001,08,175.5,548.87,광주광역시
 2001,09,201.2,533.44,광주광역시
 2002,03,168.3,482.18,광주광역시
 2002,04,162.9,527.29,광주광역시
 2002,05,142.6,515.56,광주광역시
 2002,06,185.4,607.87,광주광역시
 2002,07,112.1,465.2,광주광역시
 2002,08,76.0,352.01,광주광역시
 2002,09,158.5,466.28,광주광역시
 2003,03,168.5,470.9,광주광역시
 2003,04,174.5,481.47,광주광역시
 2003,05,179.4,552.47,광주광역시
 2003,06,131.3,477.77,광주광역시
 2003,07,60.9,337.07,광주광역시
 2003,08,115.2,424.52,광주광역시
 2003,09,166.4,429.19,광주광역시
 2004,03,215.3,494.26,광주광역시
 2004,04,219.7,555.59,광주광역시
 2004,05,168.1,522.84,광주광역시
 2004,06,154.8,494.62,광주광역시
 2004,07,154.0,507.48,광주광역시
