년,월,평균상대습도(%),최소상대습도(%),지역
 1980,04,73,24,전라남도
 1980,05,76,23,전라남도
 1980,06,88,36,전라남도
 1980,07,91,62,전라남도
 1980,08,89,56,전라남도
 1980,09,79,36,전라남도
 1981,03,72,24,전라남도
 1981,04,76,30,전라남도
 1981,05,73,29,전라남도
 1981,06,82,31,전라남도
 1981,07,89,54,전라남도
 1981,08,84,48,전라남도
 1981,09,79,38,전라남도
 1982,03,70,26,전라남도
 1982,04,72,28,전라남도
 1982,05,80,24,전라남도
 1982,06,77,34,전라남도
 1982,07,87,49,전라남도
 1982,08,82,47,전라남도
 1982,09,77,35,전라남도
 1983,03,73,37,전라남도
 1983,04,77,34,전라남도
 1983,05,79,26,전라남도
 1983,06,80,32,전라남도
 1983,07,86,55,전라남도
 1983,08,83,46,전라남도
 1983,09,83,45,전라남도
 1984,03,69,20,전라남도
 1984,04,82,38,전라남도
 1984,05,82,41,전라남도
 1984,06,85,52,전라남도
 1984,07,88,58,전라남도
 1984,08,83,49,전라남도
 1984,09,82,38,전라남도
 1985,03,75,37,전라남도
 1985,04,77,32,전라남도
 1985,05,82,38,전라남도
 1985,06,88,37,전라남도
 1985,07,89,56,전라남도
 1985,08,85,57,전라남도
 1985,09,85,41,전라남도
 1986,03,76,34,전라남도
 1986,04,69,22,전라남도
 1986,05,75,30,전라남도
 1986,06,84,33,전라남도
 1986,07,88,57,전라남도
 1986,08,84,48,전라남도
 1986,09,85,38,전라남도
 1987,03,79,36,전라남도
 1987,04,78,27,전라남도
 1987,05,80,32,전라남도
 1987,06,84,38,전라남도
 1987,07,93,64,전라남도
 1987,08,91,66,전라남도
 1987,09,81,34,전라남도
 1988,03,74,32,전라남도
 1988,04,72,25,전라남도
 1988,05,76,26,전라남도
 1988,06,83,40,전라남도
 1988,07,86,60,전라남도
 1988,08,82,48,전라남도
 1988,09,82,43,전라남도
 1989,03,70,21,전라남도
 1989,04,69,26,전라남도
 1989,05,77,30,전라남도
 1989,06,83,31,전라남도
 1989,07,88,54,전라남도
 1989,08,81,42,전라남도
 1989,09,86,45,전라남도
 1990,03,72,32,전라남도
 1990,04,71,26,전라남도
 1990,05,79,31,전라남도
 1990,06,86,39,전라남도
 1990,07,90,59,전라남도
 1990,08,83,46,전라남도
 1990,09,86,41,전라남도
 1991,03,78,24,전라남도
 1991,04,72,23,전라남도
 1991,05,78,30,전라남도
 1991,06,87,39,전라남도
 1991,07,94,63,전라남도
 1991,08,88,51,전라남도
 1991,09,86,42,전라남도
 1992,03,78,31,전라남도
 1992,04,71,17,전라남도
 1992,05,72,20,전라남도
 1992,06,76,37,전라남도
 1992,07,86,55,전라남도
 1992,08,82,43,전라남도
 1992,09,79,32,전라남도
 1993,03,75,30,전라남도
 1993,04,72,25,전라남도
 1993,05,77,32,전라남도
 1993,06,87,48,전라남도
 1993,07,90,54,전라남도
 1993,08,88,52,전라남도
 1993,09,79,36,전라남도
 1994,03,74,27,전라남도
 1994,04,74,23,전라남도
 1994,05,77,23,전라남도
 1994,06,81,33,전라남도
 1994,07,85,48,전라남도
 1994,08,85,50,전라남도
 1994,09,78,40,전라남도
 1995,03,75,24,전라남도
 1995,04,74,23,전라남도
 1995,05,74,25,전라남도
 1995,06,79,40,전라남도
 1995,07,94,56,전라남도
 1995,08,91,58,전라남도
 1995,09,86,37,전라남도
 1996,03,78,27,전라남도
 1996,04,69,21,전라남도
 1996,05,78,29,전라남도
 1996,06,91,45,전라남도
 1996,07,91,57,전라남도
 1996,08,86,53,전라남도
 1996,09,78,23,전라남도
 1997,03,76,22,전라남도
 1997,04,79,24,전라남도
 1997,05,83,24,전라남도
 1997,06,86,40,전라남도
 1997,07,92,61,전라남도
 1997,08,83,55,전라남도
 1997,09,73,37,전라남도
 1998,03,72,30,전라남도
 1998,04,86,41,전라남도
 1998,05,79,24,전라남도
 1998,06,86,46,전라남도
 1998,07,89,66,전라남도
 1998,08,87,51,전라남도
 1998,09,82,32,전라남도
 1999,03,70,28,전라남도
 1999,04,76,27,전라남도
 1999,05,76,22,전라남도
 1999,06,81,39,전라남도
 1999,07,88,58,전라남도
 1999,08,88,62,전라남도
 1999,09,86,49,전라남도
 2000,03,72,23,전라남도
 2000,04,69,17,전라남도
 2000,05,82,18,전라남도
 2000,06,86,27,전라남도
 2000,07,88,56,전라남도
 2000,08,86,61,전라남도
 2000,09,83,29,전라남도
 2001,03,66,19,전라남도
 2001,04,73,19,전라남도
 2001,05,81,21,전라남도
 2001,06,86,25,전라남도
 2001,07,92,68,전라남도
 2001,08,82,53,전라남도
 2001,09,75,44,전라남도
 2002,03,75,18,전라남도
 2002,04,82,28,전라남도
 2002,05,87,24,전라남도
 2002,06,86,27,전라남도
 2002,07,95,51,전라남도
 2002,08,95,67,전라남도
 2002,09,84,48,전라남도
 2003,03,81,48,전라남도
 2003,04,82,23,전라남도
 2003,05,88,37,전라남도
 2003,06,89,42,전라남도
 2003,07,97,72,전라남도
 2003,08,94,65,전라남도
 2003,09,89,44,전라남도
 2004,03,71,15,전라남도
 2004,04,76,15,전라남도
 2004,05,84,26,전라남도
 2004,06,83,26,전라남도
 2004,07,95,72,전라남도
 2004,08,89,49,전라남도
 2004,09,87,46,전라남도
 2005,03,74,27,전라남도
 2005,04,78,20,전라남도
 2005,05,77,23,전라남도
 2005,06,91,55,전라남도
 2005,07,94,66,전라남도
 2005,08,94,66,전라남도
 2005,09,93,54,전라남도
 2006,03,72,24,전라남도
 2006,04,79,21,전라남도
 2006,05,85,31,전라남도
 2006,06,92,45,전라남도
 2006,07,96,72,전라남도
 2006,08,90,62,전라남도
 2006,09,84,48,전라남도
 2007,03,78,37,전라남도
 2007,04,76,17,전라남도
 2007,05,78,23,전라남도
 2007,06,90,38,전라남도
 2007,07,93,53,전라남도
 2007,08,95,66,전라남도
 2007,09,91,42,전라남도
 2008,03,74,32,전라남도
 2008,04,75,26,전라남도
 2008,05,80,19,전라남도
 2008,06,88,53,전라남도
 2008,07,91,62,전라남도
 2008,08,89,57,전라남도
 2008,09,82,46,전라남도
 2009,03,73,17,전라남도
 2009,04,73,17,전라남도
 2009,05,76,21,전라남도
 2009,06,86,34,전라남도
 2009,07,92,54,전라남도
 2009,08,88,53,전라남도
 2009,09,82,41,전라남도
 2010,03,78,28,전라남도
 2010,04,74,28,전라남도
 2010,05,80,27,전라남도
 2010,06,85,42,전라남도
 2010,07,94,62,전라남도
 2010,08,94,60,전라남도
 2010,09,86,45,전라남도
 2011,03,70,27,전라남도
 2011,04,77,24,전라남도
 2011,05,81,32,전라남도
 2011,06,89,49,전라남도
 2011,07,93,63,전라남도
 2011,08,96,63,전라남도
 2011,09,84,34,전라남도
 2012,03,74,23,전라남도
 2012,04,79,21,전라남도
 2012,05,78,26,전라남도
 2012,06,86,45,전라남도
 2012,07,94,68,전라남도
 2012,08,89,58,전라남도
 2012,09,86,49,전라남도
 2013,03,77,33,전라남도
 2013,04,75,20,전라남도
 2013,05,87,35,전라남도
 2013,06,89,53,전라남도
 2013,07,95,63,전라남도
 2013,08,89,51,전라남도
 2013,09,89,41,전라남도
 2014,03,80,30,전라남도
 2014,04,77,19,전라남도
 2014,05,80,21,전라남도
 2014,06,91,50,전라남도
 2014,07,95,59,전라남도
 2014,08,96,62,전라남도
 2014,09,88,50,전라남도
 2015,03,75,18,전라남도
 2015,04,83,22,전라남도
 2015,05,82,20,전라남도
 2015,06,95,49,전라남도
 2015,07,96,66,전라남도
 2015,08,96,65,전라남도
 2015,09,91,55,전라남도
 2016,03,77,25,전라남도
 2016,04,85,23,전라남도
 2016,05,87,33,전라남도
 2016,06,96,42,전라남도
 2016,07,99,86,전라남도
 2016,08,95,61,전라남도
 2016,09,97,62,전라남도
 2017,03,77,21,전라남도
 2017,04,83,22,전라남도
 2017,05,85,22,전라남도
 2017,06,93,30,전라남도
 2017,07,99,76,전라남도
 2017,08,97,53,전라남도
 2017,09,97,57,전라남도
 2018,03,94,41,전라남도
 2018,04,87,23,전라남도
 2018,05,92,20,전라남도
 2018,06,91,36,전라남도
 2018,07,88,56,전라남도
 2018,08,89,51,전라남도
 2018,09,88,47,전라남도
 2019,03,72,25,전라남도
 2019,04,79,18,전라남도
 2019,05,70,20,전라남도
 2019,06,87,40,전라남도
 2019,07,94,56,전라남도
 2019,08,86,61,전라남도
 2019,09,89,54,전라남도
 2020,03,72,23,전라남도
 2020,04,72,19,전라남도
 2020,05,87,28,전라남도
 2020,06,91,34,전라남도
 2020,07,94,62,전라남도
 2020,08,94,60,전라남도
 2020,09,86,49,전라남도
 2021,03,81,32,전라남도
 2021,04,74,27,전라남도
 2021,05,82,28,전라남도
 2021,06,89,44,전라남도
 2021,07,90,58,전라남도
 2021,08,91,63,전라남도
 2021,09,88,66,전라남도
 2022,03,80,38,전라남도
 2022,04,80,24,전라남도
 2022,05,75,22,전라남도
 2022,06,93,51,전라남도
 2022,07,92,53,전라남도
 2022,08,90,57,전라남도
 2022,09,88,57,전라남도
 1980,03,72,32,경상북도
 1980,04,69,31,경상북도
 1980,05,68,22,경상북도
 1980,06,76,31,경상북도
 1980,07,88,52,경상북도
 1980,08,91,56,경상북도
 1980,09,78,45,경상북도
 1981,03,68,31,경상북도
 1981,04,64,23,경상북도
 1981,05,63,25,경상북도
 1981,06,79,36,경상북도
 1981,07,86,60,경상북도
 1981,08,85,50,경상북도
 1981,09,81,50,경상북도
 1982,03,68,33,경상북도
 1982,04,67,26,경상북도
 1982,05,69,27,경상북도
 1982,06,77,30,경상북도
 1982,07,82,45,경상북도
 1982,08,86,55,경상북도
 1982,09,74,38,경상북도
 1983,03,74,41,경상북도
 1983,04,68,23,경상북도
 1983,05,68,25,경상북도
 1983,06,80,25,경상북도
 1983,07,84,49,경상북도
 1983,08,83,52,경상북도
 1983,09,86,53,경상북도
 1984,03,61,33,경상북도
 1984,04,79,20,경상북도
 1984,05,76,23,경상북도
 1984,06,83,38,경상북도
 1984,07,89,57,경상북도
 1984,08,86,53,경상북도
 1984,09,84,45,경상북도
 1985,03,68,35,경상북도
 1985,04,74,22,경상북도
 1985,05,79,37,경상북도
 1985,06,87,36,경상북도
 1985,07,86,53,경상북도
 1985,08,89,55,경상북도
 1985,09,85,43,경상북도
 1986,03,76,31,경상북도
 1986,04,69,27,경상북도
 1986,05,71,28,경상북도
 1986,06,85,32,경상북도
 1986,07,87,53,경상북도
 1986,08,84,47,경상북도
 1986,09,82,44,경상북도
 1987,03,79,40,경상북도
 1987,04,73,30,경상북도
 1987,05,75,34,경상북도
 1987,06,83,45,경상북도
 1987,07,89,50,경상북도
 1987,08,91,66,경상북도
 1987,09,82,40,경상북도
 1988,03,67,32,경상북도
 1988,04,68,29,경상북도
 1988,05,71,28,경상북도
 1988,06,87,33,경상북도
 1988,07,90,54,경상북도
 1988,08,84,40,경상북도
 1988,09,83,53,경상북도
 1989,03,73,34,경상북도
 1989,04,69,19,경상북도
 1989,05,72,23,경상북도
 1989,06,80,32,경상북도
 1989,07,86,56,경상북도
 1989,08,85,47,경상북도
 1989,09,86,46,경상북도
 1990,03,76,33,경상북도
 1990,04,77,36,경상북도
 1990,05,76,30,경상북도
 1990,06,83,45,경상북도
 1990,07,89,55,경상북도
 1990,08,86,53,경상북도
 1990,09,86,46,경상북도
 1991,03,77,35,경상북도
 1991,04,76,35,경상북도
 1991,05,77,44,경상북도
 1991,06,86,51,경상북도
 1991,07,91,63,경상북도
 1991,08,92,68,경상북도
 1991,09,88,67,경상북도
 1992,03,89,47,경상북도
 1992,04,83,47,경상북도
 1992,05,78,49,경상북도
 1992,06,83,53,경상북도
 1992,07,83,60,경상북도
 1992,08,87,67,경상북도
 1992,09,86,44,경상북도
 1993,03,74,51,경상북도
 1993,04,74,48,경상북도
 1993,05,79,46,경상북도
 1993,06,89,57,경상북도
 1993,07,91,56,경상북도
 1993,08,92,58,경상북도
 1993,09,86,47,경상북도
 1994,03,73,41,경상북도
 1994,04,72,43,경상북도
 1994,05,76,45,경상북도
 1994,06,82,52,경상북도
 1994,07,83,59,경상북도
 1994,08,84,61,경상북도
 1994,09,82,56,경상북도
 1995,03,77,47,경상북도
 1995,04,72,39,경상북도
 1995,05,74,45,경상북도
 1995,06,88,54,경상북도
 1995,07,88,59,경상북도
 1995,08,86,65,경상북도
 1995,09,84,51,경상북도
 1996,03,76,44,경상북도
 1996,04,71,44,경상북도
 1996,05,80,46,경상북도
 1996,06,88,56,경상북도
 1996,07,86,61,경상북도
 1996,08,87,65,경상북도
 1996,09,84,55,경상북도
 1997,03,74,46,경상북도
 1997,04,75,46,경상북도
 1997,05,80,43,경상북도
 1997,06,83,52,경상북도
 1997,07,88,59,경상북도
 1997,08,85,55,경상북도
 1997,09,80,59,경상북도
 1998,03,69,40,경상북도
 1998,04,82,47,경상북도
 1998,05,76,43,경상북도
 1998,06,87,43,경상북도
 1998,07,89,61,경상북도
 1998,08,87,64,경상북도
 1998,09,85,55,경상북도
 1999,03,76,40,경상북도
 1999,04,78,46,경상북도
 1999,05,72,27,경상북도
 1999,06,84,38,경상북도
 1999,07,91,52,경상북도
 1999,08,90,57,경상북도
 1999,09,87,38,경상북도
 2000,03,64,18,경상북도
 2000,04,66,15,경상북도
 2000,05,74,17,경상북도
 2000,06,80,29,경상북도
 2000,07,82,41,경상북도
 2000,08,86,44,경상북도
 2000,09,82,30,경상북도
 2001,03,65,17,경상북도
 2001,04,59,15,경상북도
 2001,05,69,18,경상북도
 2001,06,78,21,경상북도
 2001,07,90,40,경상북도
 2001,08,87,46,경상북도
 2001,09,84,43,경상북도
 2002,03,64,19,경상북도
 2002,04,65,16,경상북도
 2002,05,74,22,경상북도
 2002,06,78,29,경상북도
 2002,07,93,59,경상북도
 2002,08,96,56,경상북도
 2002,09,92,34,경상북도
 2003,03,71,26,경상북도
 2003,04,73,18,경상북도
 2003,05,80,20,경상북도
 2003,06,84,27,경상북도
 2003,07,94,60,경상북도
 2003,08,93,48,경상북도
 2003,09,90,46,경상북도
 2004,03,67,16,경상북도
 2004,04,60,14,경상북도
 2004,05,71,18,경상북도
 2004,06,73,21,경상북도
 2004,07,83,40,경상북도
 2004,08,84,39,경상북도
 2004,09,83,35,경상북도
 2005,03,67,21,경상북도
 2005,04,61,18,경상북도
 2005,05,70,13,경상북도
 2005,06,81,32,경상북도
 2005,07,85,51,경상북도
 2005,08,86,48,경상북도
 2005,09,85,53,경상북도
 2006,03,67,23,경상북도
 2006,04,73,26,경상북도
 2006,05,76,25,경상북도
 2006,06,81,38,경상북도
 2006,07,91,56,경상북도
 2006,08,83,43,경상북도
 2006,09,81,38,경상북도
 2007,03,69,24,경상북도
 2007,04,70,17,경상북도
 2007,05,69,17,경상북도
 2007,06,84,40,경상북도
 2007,07,87,52,경상북도
 2007,08,86,47,경상북도
 2007,09,87,52,경상북도
 2008,03,68,25,경상북도
 2008,04,66,16,경상북도
 2008,05,70,17,경상북도
 2008,06,83,27,경상북도
 2008,07,81,48,경상북도
 2008,08,87,46,경상북도
 2008,09,83,36,경상북도
 2009,03,65,19,경상북도
 2009,04,63,19,경상북도
 2009,05,70,18,경상북도
 2009,06,76,23,경상북도
 2009,07,89,49,경상북도
 2009,08,85,33,경상북도
 2009,09,78,37,경상북도
 2010,03,72,25,경상북도
 2010,04,65,15,경상북도
 2010,05,70,17,경상북도
 2010,06,82,33,경상북도
 2010,07,84,53,경상북도
 2010,08,85,49,경상북도
 2010,09,89,35,경상북도
 2011,03,61,15,경상북도
 2011,04,64,10,경상북도
 2011,05,76,17,경상북도
 2011,06,78,29,경상북도
 2011,07,89,46,경상북도
 2011,08,88,49,경상북도
 2011,09,82,34,경상북도
 2012,03,72,15,경상북도
 2012,04,69,16,경상북도
 2012,05,77,21,경상북도
 2012,06,86,43,경상북도
 2012,07,85,49,경상북도
 2012,08,89,54,경상북도
 2012,09,83,41,경상북도
 2013,03,66,19,경상북도
 2013,04,67,17,경상북도
 2013,05,74,19,경상북도
 2013,06,88,44,경상북도
 2013,07,88,45,경상북도
 2013,08,83,38,경상북도
 2013,09,84,42,경상북도
 2014,03,61,19,경상북도
 2014,04,66,19,경상북도
 2014,05,61,17,경상북도
 2014,06,84,35,경상북도
 2014,07,78,35,경상북도
 2014,08,88,48,경상북도
 2014,09,82,41,경상북도
 2015,03,55,10,경상북도
 2015,04,70,14,경상북도
 2015,05,63,16,경상북도
 2015,06,81,27,경상북도
 2015,07,82,39,경상북도
 2015,08,84,36,경상북도
 2015,09,83,39,경상북도
 2016,03,61,14,경상북도
 2016,04,68,17,경상북도
 2016,05,67,16,경상북도
 2016,06,80,36,경상북도
 2016,07,88,55,경상북도
 2016,08,84,49,경상북도
 2016,09,91,53,경상북도
 2017,03,62,17,경상북도
 2017,04,61,14,경상북도
 2017,05,63,15,경상북도
 2017,06,77,22,경상북도
 2017,07,88,42,경상북도
 2017,08,87,35,경상북도
 2017,09,81,34,경상북도
 2018,03,68,19,경상북도
 2018,04,62,12,경상북도
 2018,05,73,20,경상북도
 2018,06,74,28,경상북도
 2018,07,83,49,경상북도
 2018,08,84,44,경상북도
 2018,09,86,42,경상북도
 2019,03,62,16,경상북도
 2019,04,66,15,경상북도
 2019,05,67,18,경상북도
 2019,06,81,32,경상북도
 2019,07,88,45,경상북도
 2019,08,88,47,경상북도
 2019,09,91,39,경상북도
 2020,03,69,17,경상북도
 2020,04,65,20,경상북도
 2020,05,78,25,경상북도
 2020,06,79,29,경상북도
 2020,07,92,59,경상북도
 2020,08,91,54,경상북도
 2020,09,89,37,경상북도
 2021,03,72,16,경상북도
 2021,04,70,18,경상북도
 2021,05,76,23,경상북도
 2021,06,85,35,경상북도
 2021,07,88,59,경상북도
 2021,08,88,56,경상북도
 2021,09,87,48,경상북도
 2022,03,73,19,경상북도
 2022,04,69,19,경상북도
 2022,05,60,24,경상북도
 2022,06,85,22,경상북도
 2022,07,90,50,경상북도
 2022,08,88,41,경상북도
 2022,09,82,35,경상북도
 1980,03,76,25,경상남도
 1980,04,71,27,경상남도
 1980,05,75,26,경상남도
 1980,06,86,36,경상남도
 1980,07,90,58,경상남도
 1980,08,89,57,경상남도
 1980,09,80,37,경상남도
 1981,03,68,24,경상남도
 1981,04,70,29,경상남도
 1981,05,70,27,경상남도
 1981,06,80,30,경상남도
 1981,07,87,51,경상남도
 1981,08,83,44,경상남도
 1981,09,80,37,경상남도
 1982,03,70,29,경상남도
 1982,04,71,28,경상남도
 1982,05,79,37,경상남도
 1982,06,76,36,경상남도
 1982,07,85,46,경상남도
 1982,08,88,52,경상남도
 1982,09,80,44,경상남도
 1983,03,71,31,경상남도
 1983,04,74,25,경상남도
 1983,05,74,26,경상남도
 1983,06,75,34,경상남도
 1983,07,85,54,경상남도
 1983,08,82,46,경상남도
 1983,09,86,48,경상남도
 1984,03,63,24,경상남도
 1984,04,72,24,경상남도
 1984,05,73,30,경상남도
 1984,06,81,35,경상남도
 1984,07,85,51,경상남도
 1984,08,85,49,경상남도
 1984,09,84,39,경상남도
 1985,03,70,30,경상남도
 1985,04,73,27,경상남도
 1985,05,78,34,경상남도
 1985,06,81,35,경상남도
 1985,07,84,54,경상남도
 1985,08,83,52,경상남도
 1985,09,83,42,경상남도
 1986,03,75,31,경상남도
 1986,04,70,29,경상남도
 1986,05,76,35,경상남도
 1986,06,84,42,경상남도
 1986,07,87,60,경상남도
 1986,08,82,52,경상남도
 1986,09,84,44,경상남도
 1987,03,75,34,경상남도
 1987,04,75,30,경상남도
 1987,05,76,33,경상남도
 1987,06,80,35,경상남도
 1987,07,90,56,경상남도
 1987,08,90,56,경상남도
 1987,09,82,35,경상남도
 1988,03,67,23,경상남도
 1988,04,68,22,경상남도
 1988,05,73,21,경상남도
 1988,06,81,40,경상남도
 1988,07,85,54,경상남도
 1988,08,82,47,경상남도
 1988,09,81,44,경상남도
 1989,03,67,20,경상남도
 1989,04,69,20,경상남도
 1989,05,75,31,경상남도
 1989,06,80,32,경상남도
 1989,07,87,49,경상남도
 1989,08,83,43,경상남도
 1989,09,86,47,경상남도
 1990,03,70,24,경상남도
 1990,04,69,21,경상남도
 1990,05,79,29,경상남도
 1990,06,85,36,경상남도
 1990,07,89,52,경상남도
 1990,08,84,41,경상남도
 1990,09,86,40,경상남도
 1991,03,78,22,경상남도
 1991,04,77,25,경상남도
 1991,05,76,25,경상남도
 1991,06,88,37,경상남도
 1991,07,92,59,경상남도
 1991,08,91,59,경상남도
 1991,09,91,59,경상남도
 1992,03,75,30,경상남도
 1992,04,69,15,경상남도
 1992,05,67,22,경상남도
 1992,06,71,34,경상남도
 1992,07,81,47,경상남도
 1992,08,81,41,경상남도
 1992,09,79,35,경상남도
 1993,03,68,25,경상남도
 1993,04,59,23,경상남도
 1993,05,75,29,경상남도
 1993,06,85,40,경상남도
 1993,07,85,56,경상남도
 1993,08,91,36,경상남도
 1993,09,83,36,경상남도
 1994,03,66,21,경상남도
 1994,04,68,20,경상남도
 1994,05,73,23,경상남도
 1994,06,79,29,경상남도
 1994,07,81,42,경상남도
 1994,08,83,49,경상남도
 1994,09,77,32,경상남도
 1995,03,71,21,경상남도
 1995,04,63,21,경상남도
 1995,05,71,22,경상남도
 1995,06,77,29,경상남도
 1995,07,88,50,경상남도
 1995,08,86,57,경상남도
 1995,09,81,38,경상남도
 1996,03,69,22,경상남도
 1996,04,60,17,경상남도
 1996,05,71,23,경상남도
 1996,06,87,40,경상남도
 1996,07,85,52,경상남도
 1996,08,82,43,경상남도
 1996,09,85,25,경상남도
 1997,03,70,20,경상남도
 1997,04,72,19,경상남도
 1997,05,78,27,경상남도
 1997,06,78,29,경상남도
 1997,07,86,44,경상남도
 1997,08,83,40,경상남도
 1997,09,77,32,경상남도
 1998,03,69,23,경상남도
 1998,04,81,28,경상남도
 1998,05,73,26,경상남도
 1998,06,80,40,경상남도
 1998,07,84,56,경상남도
 1998,08,84,47,경상남도
 1998,09,78,30,경상남도
 1999,03,63,14,경상남도
 1999,04,67,18,경상남도
 1999,05,68,20,경상남도
 1999,06,79,28,경상남도
 1999,07,83,51,경상남도
 1999,08,86,56,경상남도
 1999,09,82,34,경상남도
 2000,03,55,15,경상남도
 2000,04,60,16,경상남도
 2000,05,73,18,경상남도
 2000,06,77,24,경상남도
 2000,07,82,46,경상남도
 2000,08,80,46,경상남도
 2000,09,77,28,경상남도
 2001,03,53,15,경상남도
 2001,04,61,17,경상남도
 2001,05,70,21,경상남도
 2001,06,77,28,경상남도
 2001,07,83,51,경상남도
 2001,08,75,37,경상남도
 2001,09,72,37,경상남도
 2002,03,57,16,경상남도
 2002,04,62,18,경상남도
 2002,05,73,25,경상남도
 2002,06,73,24,경상남도
 2002,07,84,47,경상남도
 2002,08,83,45,경상남도
 2002,09,81,35,경상남도
 2003,03,68,22,경상남도
 2003,04,67,22,경상남도
 2003,05,75,24,경상남도
 2003,06,78,28,경상남도
 2003,07,88,52,경상남도
 2003,08,84,48,경상남도
 2003,09,82,42,경상남도
 2004,03,60,17,경상남도
 2004,04,62,16,경상남도
 2004,05,74,26,경상남도
 2004,06,73,24,경상남도
 2004,07,82,45,경상남도
 2004,08,81,41,경상남도
 2004,09,82,39,경상남도
 2005,03,56,15,경상남도
 2005,04,66,14,경상남도
 2005,05,70,23,경상남도
 2005,06,82,35,경상남도
 2005,07,86,55,경상남도
 2005,08,81,48,경상남도
 2005,09,80,44,경상남도
 2006,03,61,18,경상남도
 2006,04,69,17,경상남도
 2006,05,76,25,경상남도
 2006,06,81,31,경상남도
 2006,07,88,59,경상남도
 2006,08,78,43,경상남도
 2006,09,80,36,경상남도
 2007,03,67,19,경상남도
 2007,04,64,15,경상남도
 2007,05,74,24,경상남도
 2007,06,81,28,경상남도
 2007,07,87,54,경상남도
 2007,08,87,48,경상남도
 2007,09,84,42,경상남도
 2008,03,64,22,경상남도
 2008,04,70,21,경상남도
 2008,05,76,20,경상남도
 2008,06,83,27,경상남도
 2008,07,89,49,경상남도
 2008,08,81,48,경상남도
 2008,09,79,24,경상남도
 2009,03,61,15,경상남도
 2009,04,67,22,경상남도
 2009,05,75,25,경상남도
 2009,06,84,44,경상남도
 2009,07,91,57,경상남도
 2009,08,82,31,경상남도
 2009,09,79,29,경상남도
 2010,03,71,19,경상남도
 2010,04,72,21,경상남도
 2010,05,81,34,경상남도
 2010,06,82,40,경상남도
 2010,07,92,60,경상남도
 2010,08,90,57,경상남도
 2010,09,84,37,경상남도
 2011,03,53,18,경상남도
 2011,04,67,17,경상남도
 2011,05,77,24,경상남도
 2011,06,87,45,경상남도
 2011,07,86,52,경상남도
 2011,08,91,58,경상남도
 2011,09,85,32,경상남도
 2012,03,65,17,경상남도
 2012,04,69,21,경상남도
 2012,05,72,18,경상남도
 2012,06,79,36,경상남도
 2012,07,86,59,경상남도
 2012,08,87,47,경상남도
 2012,09,87,39,경상남도
 2013,03,63,13,경상남도
 2013,04,66,18,경상남도
 2013,05,72,22,경상남도
 2013,06,82,43,경상남도
 2013,07,87,55,경상남도
 2013,08,89,48,경상남도
 2013,09,91,41,경상남도
 2014,03,69,17,경상남도
 2014,04,67,19,경상남도
 2014,05,71,20,경상남도
 2014,06,83,44,경상남도
 2014,07,87,43,경상남도
 2014,08,88,49,경상남도
 2014,09,87,37,경상남도
 2015,03,61,16,경상남도
 2015,04,75,17,경상남도
 2015,05,75,22,경상남도
 2015,06,85,23,경상남도
 2015,07,88,52,경상남도
 2015,08,87,56,경상남도
 2015,09,87,41,경상남도
 2016,03,67,19,경상남도
 2016,04,74,22,경상남도
 2016,05,73,21,경상남도
 2016,06,87,34,경상남도
 2016,07,92,53,경상남도
 2016,08,83,33,경상남도
 2016,09,90,45,경상남도
 2017,03,65,20,경상남도
 2017,04,71,19,경상남도
 2017,05,72,23,경상남도
 2017,06,79,37,경상남도
 2017,07,91,52,경상남도
 2017,08,86,35,경상남도
 2017,09,84,25,경상남도
 2018,03,75,24,경상남도
 2018,04,73,21,경상남도
 2018,05,79,24,경상남도
 2018,06,83,40,경상남도
 2018,07,85,47,경상남도
 2018,08,88,49,경상남도
 2018,09,88,42,경상남도
 2019,03,65,19,경상남도
 2019,04,69,23,경상남도
 2019,05,68,21,경상남도
 2019,06,81,33,경상남도
 2019,07,89,40,경상남도
 2019,08,89,47,경상남도
 2019,09,93,34,경상남도
 2020,03,65,18,경상남도
 2020,04,60,20,경상남도
 2020,05,78,25,경상남도
 2020,06,79,32,경상남도
 2020,07,91,54,경상남도
 2020,08,96,51,경상남도
 2020,09,86,37,경상남도
 2021,03,74,26,경상남도
 2021,04,65,22,경상남도
 2021,05,79,23,경상남도
 2021,06,84,40,경상남도
 2021,07,85,53,경상남도
 2021,08,86,49,경상남도
 2021,09,86,46,경상남도
 2022,03,69,15,경상남도
 2022,04,69,15,경상남도
 2022,05,63,19,경상남도
 2022,06,83,29,경상남도
 2022,07,84,47,경상남도
 2022,08,91,45,경상남도
 2022,09,81,35,경상남도
 1980,03,73,35,제주도
 1980,04,75,23,제주도
 1980,05,79,29,제주도
 1980,06,89,34,제주도
 1980,07,92,48,제주도
 1980,08,88,60,제주도
 1980,09,78,40,제주도
 1981,03,68,26,제주도
 1981,04,73,28,제주도
 1981,05,71,19,제주도
 1981,06,83,31,제주도
 1981,07,87,50,제주도
 1981,08,83,48,제주도
 1981,09,78,40,제주도
 1982,03,71,32,제주도
 1982,04,76,24,제주도
 1982,05,82,31,제주도
 1982,06,82,34,제주도
 1982,07,91,52,제주도
 1982,08,86,49,제주도
 1982,09,79,43,제주도
 1983,03,74,30,제주도
 1983,04,79,32,제주도
 1983,05,81,33,제주도
 1983,06,85,38,제주도
 1983,07,87,50,제주도
 1983,08,83,55,제주도
 1983,09,87,54,제주도
 1984,03,65,30,제주도
 1984,04,79,35,제주도
 1984,05,79,32,제주도
