년,월,평균기온(℃),최고기온 평균(℃),최저기온 평균(℃),강수량(mm),지역
 1986,09,19.3,24.7,14.8,151.0,대전광역시
 1987,03,5.2,10.8,-0.1,39.5,대전광역시
 1987,04,11.6,18.6,5.1,55.1,대전광역시
 1987,05,17.5,23.9,11.5,84.2,대전광역시
 1987,06,22.4,28.3,16.7,136.0,대전광역시
 1987,07,24.2,28.2,20.8,681.7,대전광역시
 1987,08,25.1,29.6,21.8,580.2,대전광역시
 1987,09,19.5,25.7,14.1,19.1,대전광역시
 1988,03,4.2,10.0,-1.0,56.7,대전광역시
 1988,04,11.8,18.5,5.4,60.4,대전광역시
 1988,05,18.1,24.9,12.1,58.5,대전광역시
 1988,06,22.8,28.0,17.9,62.4,대전광역시
 1988,07,25.3,29.3,22.1,443.9,대전광역시
 1988,08,26.1,31.4,21.5,154.2,대전광역시
 1988,09,20.6,26.7,15.5,18.9,대전광역시
 1989,03,6.1,12.3,0.8,76.9,대전광역시
 1989,04,14.4,21.8,7.5,21.9,대전광역시
 1989,05,18.3,24.5,12.5,51.6,대전광역시
 1989,06,21.2,26.5,16.1,170.3,대전광역시
 1989,07,24.7,29.5,20.8,511.6,대전광역시
 1989,08,25.6,30.0,21.5,105.5,대전광역시
 1989,09,20.4,25.5,16.1,323.6,대전광역시
 1990,03,7.5,12.9,2.8,58.9,대전광역시
 1990,04,11.7,17.5,6.3,88.4,대전광역시
 1990,05,16.9,22.2,12.4,113.4,대전광역시
 1990,06,22.0,26.7,18.1,277.8,대전광역시
 1990,07,26.4,30.6,23.0,334.6,대전광역시
 1990,08,27.1,32.3,22.7,215.0,대전광역시
 1990,09,21.6,26.5,17.5,151.6,대전광역시
 1991,03,5.3,11.2,0.7,89.4,대전광역시
 1991,04,13.1,20.4,6.3,69.4,대전광역시
 1991,05,17.9,23.9,11.8,50.2,대전광역시
 1991,06,23.1,28.3,18.3,169.0,대전광역시
 1991,07,25.1,28.8,21.9,275.0,대전광역시
 1991,08,24.8,29.4,20.5,139.0,대전광역시
 1991,09,20.8,25.8,16.5,218.3,대전광역시
 1992,03,7.4,13.3,2.2,46.5,대전광역시
 1992,04,12.5,19.6,6.3,119.9,대전광역시
 1992,05,16.9,23.0,11.2,92.3,대전광역시
 1992,06,21.3,26.9,15.6,24.4,대전광역시
 1992,07,26.2,30.9,22.3,187.7,대전광역시
 1992,08,25.3,29.7,21.7,232.1,대전광역시
 1992,09,20.4,25.6,16.0,163.6,대전광역시
 1993,03,5.6,11.9,0.3,40.1,대전광역시
 1993,04,11.7,18.4,5.8,64.8,대전광역시
 1993,05,18.1,24.5,12.0,154.9,대전광역시
 1993,06,22.2,27.0,17.8,222.4,대전광역시
 1993,07,23.7,27.7,20.2,295.6,대전광역시
 1993,08,22.6,26.7,19.2,364.3,대전광역시
 1993,09,20.7,26.6,15.4,142.4,대전광역시
 1994,03,4.5,10.3,-0.5,46.5,대전광역시
 1994,04,14.9,21.9,8.0,38.7,대전광역시
 1994,05,18.6,24.2,12.7,138.4,대전광역시
 1994,06,22.8,28.6,17.2,115.1,대전광역시
 1994,07,29.2,34.5,24.9,105.3,대전광역시
 1994,08,27.9,32.7,23.7,145.9,대전광역시
 1994,09,20.8,27.1,15.2,37.9,대전광역시
 1995,03,6.1,11.6,1.0,33.8,대전광역시
 1995,04,11.6,19.0,4.6,54.7,대전광역시
 1995,05,17.1,23.7,10.9,62.2,대전광역시
 1995,06,21.7,27.5,16.4,33.6,대전광역시
 1995,07,25.6,30.2,21.9,155.4,대전광역시
 1995,08,26.9,31.5,23.4,641.9,대전광역시
 1995,09,19.4,25.3,14.7,53.4,대전광역시
 1996,03,4.8,10.6,-0.1,138.0,대전광역시
 1996,04,10.2,16.8,3.9,49.8,대전광역시
 1996,05,18.0,24.9,11.8,62.9,대전광역시
 1996,06,22.1,26.5,18.4,411.4,대전광역시
 1996,07,25.2,29.9,21.5,257.7,대전광역시
 1996,08,26.1,31.0,22.6,114.4,대전광역시
 1996,09,20.5,27.2,15.1,11.4,대전광역시
 1997,03,6.8,14.2,0.9,37.1,대전광역시
 1997,04,12.9,19.2,6.5,55.4,대전광역시
 1997,05,17.8,23.4,12.4,200.9,대전광역시
 1997,06,22.8,28.5,17.5,267.5,대전광역시
 1997,07,25.6,29.7,21.7,424.2,대전광역시
 1997,08,26.0,30.8,22.0,463.5,대전광역시
 1997,09,20.1,26.1,14.8,30.2,대전광역시
 1998,03,7.3,14.0,1.3,31.1,대전광역시
 1998,04,15.7,21.7,10.8,154.3,대전광역시
 1998,05,18.6,24.6,12.7,119.5,대전광역시
 1998,06,21.0,25.7,17.0,297.2,대전광역시
 1998,07,25.0,29.1,21.9,256.1,대전광역시
 1998,08,25.3,29.6,21.9,781.7,대전광역시
 1998,09,22.3,27.9,17.7,254.7,대전광역시
 1999,03,6.4,12.5,0.5,79.4,대전광역시
 1999,04,13.7,20.2,7.2,103.0,대전광역시
 1999,05,17.5,23.6,11.5,116.8,대전광역시
 1999,06,22.7,28.4,17.3,245.7,대전광역시
 1999,07,25.0,29.1,21.6,137.8,대전광역시
 1999,08,25.6,29.9,22.1,203.0,대전광역시
 1999,09,22.6,27.1,19.2,359.5,대전광역시
 2000,03,6.1,13.1,-0.1,17.8,대전광역시
 2000,04,11.9,18.4,5.9,67.8,대전광역시
 2000,05,17.2,23.6,11.8,54.3,대전광역시
 2000,06,22.2,27.6,17.8,238.3,대전광역시
 2000,07,25.6,30.8,21.9,470.1,대전광역시
 2000,08,25.8,30.5,22.6,473.6,대전광역시
 2000,09,19.9,24.7,16.2,263.2,대전광역시
 2001,03,5.9,12.5,0.1,16.0,대전광역시
 2001,04,13.7,21.3,6.7,20.4,대전광역시
 2001,05,19.5,25.8,14.1,30.2,대전광역시
 2001,06,23.0,28.0,18.9,234.2,대전광역시
 2001,07,26.1,30.6,22.6,171.0,대전광역시
 2001,08,25.8,31.0,21.6,78.1,대전광역시
 2001,09,21.8,28.1,16.5,25.2,대전광역시
 2002,03,8.6,15.0,2.8,33.5,대전광역시
 2002,04,14.8,20.9,8.7,155.5,대전광역시
 2002,05,18.1,23.5,13.1,130.5,대전광역시
 2002,06,22.6,27.8,17.5,55.4,대전광역시
 2002,07,25.8,29.6,22.8,149.1,대전광역시
 2002,08,24.6,27.9,22.1,538.8,대전광역시
 2002,09,21.0,25.9,16.9,77.0,대전광역시
 2003,03,6.9,12.1,1.7,44.2,대전광역시
 2003,04,13.6,18.9,8.6,217.5,대전광역시
 2003,05,19.4,25.1,13.6,119.5,대전광역시
 2003,06,22.0,26.4,18.2,186.4,대전광역시
 2003,07,23.4,26.7,20.7,576.3,대전광역시
 2003,08,24.4,27.9,21.7,254.9,대전광역시
 2003,09,21.6,25.9,17.9,208.5,대전광역시
 2004,03,7.0,13.1,1.1,83.2,대전광역시
 2004,04,13.9,20.6,7.5,73.1,대전광역시
 2004,05,18.6,23.9,13.9,109.0,대전광역시
 2004,06,23.5,29.2,18.7,383.5,대전광역시
 2004,07,26.1,29.7,23.0,391.0,대전광역시
 2004,08,25.9,30.0,22.7,198.3,대전광역시
 2004,09,21.4,26.0,17.5,133.7,대전광역시
 2005,03,4.7,10.5,-0.4,38.8,대전광역시
 2005,04,13.6,19.9,7.8,48.5,대전광역시
 2005,05,17.3,23.5,11.5,60.5,대전광역시
 2005,06,22.7,27.7,18.5,209.6,대전광역시
 2005,07,25.4,29.1,22.3,463.3,대전광역시
 2005,08,25.1,29.1,22.2,499.5,대전광역시
 2005,09,22.1,26.3,18.6,226.4,대전광역시
 2006,03,6.1,12.1,0.4,8.1,대전광역시
 2006,04,11.7,17.0,7.0,94.2,대전광역시
 2006,05,18.5,24.0,13.4,119.7,대전광역시
 2006,06,22.3,27.5,17.8,131.0,대전광역시
 2006,07,23.1,26.2,20.7,531.0,대전광역시
 2006,08,26.7,31.5,22.9,113.6,대전광역시
 2006,09,20.0,25.2,15.3,24.1,대전광역시
 2007,03,6.9,12.6,2.0,117.5,대전광역시
 2007,04,12.0,18.0,6.0,28.6,대전광역시
 2007,05,18.3,24.1,12.9,130.1,대전광역시
 2007,06,22.5,27.5,18.1,133.0,대전광역시
 2007,07,24.2,27.9,21.2,275.7,대전광역시
 2007,08,26.1,30.1,23.1,373.0,대전광역시
 2007,09,21.2,25.1,18.1,549.9,대전광역시
 2008,03,7.6,13.7,2.2,29.1,대전광역시
 2008,04,14.0,20.5,7.8,34.4,대전광역시
 2008,05,18.1,24.2,12.4,59.2,대전광역시
 2008,06,21.1,25.9,17.0,148.3,대전광역시
 2008,07,26.1,30.0,22.9,253.4,대전광역시
 2008,08,24.6,28.9,20.8,325.2,대전광역시
 2008,09,21.4,26.7,17.3,85.5,대전광역시
 2009,03,6.7,12.7,1.1,60.3,대전광역시
 2009,04,12.7,19.3,6.3,34.5,대전광역시
 2009,05,18.3,24.5,12.2,124.3,대전광역시
 2009,06,22.1,27.4,16.9,87.3,대전광역시
 2009,07,22.9,27.1,19.5,429.2,대전광역시
 2009,08,24.5,28.7,20.7,148.3,대전광역시
 2009,09,21.4,26.6,17.0,46.0,대전광역시
 2010,03,5.3,9.7,1.0,100.1,대전광역시
 2010,04,10.0,15.8,4.4,88.5,대전광역시
 2010,05,17.8,23.5,12.0,117.6,대전광역시
 2010,06,23.4,28.6,18.4,65.6,대전광역시
 2010,07,25.7,29.8,22.7,223.1,대전광역시
 2010,08,27.1,30.8,24.4,376.4,대전광역시
 2010,09,21.9,26.6,18.4,250.5,대전광역시
 2011,03,4.5,10.5,-0.7,19.0,대전광역시
 2011,04,11.6,17.7,5.9,71.0,대전광역시
 2011,05,18.1,23.6,13.1,162.0,대전광역시
 2011,06,22.7,27.8,18.2,391.6,대전광역시
 2011,07,25.7,29.0,23.2,587.3,대전광역시
 2011,08,25.8,29.3,23.1,420.3,대전광역시
 2011,09,21.2,25.9,17.2,91.7,대전광역시
 2012,03,5.7,10.5,1.1,54.6,대전광역시
 2012,04,13.2,19.6,7.1,66.2,대전광역시
 2012,05,19.8,25.9,14.4,24.0,대전광역시
 2012,06,23.8,29.0,19.2,57.8,대전광역시
 2012,07,26.3,30.1,23.0,277.6,대전광역시
 2012,08,27.1,31.0,23.8,463.6,대전광역시
 2012,09,20.6,24.8,16.8,242.5,대전광역시
 2013,03,6.6,13.7,0.0,52.8,대전광역시
 2013,04,10.6,16.5,4.4,86.8,대전광역시
 2013,05,18.8,24.8,13.0,110.4,대전광역시
 2013,06,23.9,28.8,19.8,162.6,대전광역시
 2013,07,26.8,30.1,24.0,218.7,대전광역시
 2013,08,27.8,32.1,24.2,126.6,대전광역시
 2013,09,21.4,26.1,17.6,146.4,대전광역시
 2014,03,8.3,13.9,3.0,67.2,대전광역시
 2014,04,14.3,21.1,8.2,59.4,대전광역시
 2014,05,19.4,25.9,13.3,49.7,대전광역시
 2014,06,22.9,27.7,18.9,143.7,대전광역시
 2014,07,25.9,30.2,22.5,177.2,대전광역시
 2014,08,24.2,27.8,21.4,240.9,대전광역시
 2014,09,21.6,26.9,17.1,118.0,대전광역시
 2015,03,7.2,14.3,0.6,44.7,대전광역시
 2015,04,13.3,19.3,7.8,95.2,대전광역시
 2015,05,19.5,26.0,13.0,28.9,대전광역시
 2015,06,23.4,28.9,18.5,119.8,대전광역시
 2015,07,25.4,29.5,22.1,145.6,대전광역시
 2015,08,26.4,31.2,22.6,51.6,대전광역시
 2015,09,21.7,27.7,16.5,18.5,대전광역시
 2016,03,7.5,14.1,1.6,40.3,대전광역시
 2016,04,14.8,21.5,8.9,154.9,대전광역시
 2016,05,19.8,26.4,13.5,85.1,대전광역시
 2016,06,23.7,28.7,19.2,62.5,대전광역시
 2016,07,26.6,30.7,23.1,367.9,대전광역시
 2016,08,27.9,33.2,23.5,57.4,대전광역시
 2016,09,22.4,26.6,19.0,196.0,대전광역시
 2017,03,6.8,13.4,0.9,11.6,대전광역시
 2017,04,14.5,21.1,8.5,77.7,대전광역시
 2017,05,19.6,26.3,13.5,29.3,대전광역시
 2017,06,23.3,29.4,17.8,35.3,대전광역시
 2017,07,27.1,30.7,24.2,434.5,대전광역시
 2017,08,26.0,30.1,22.6,293.8,대전광역시
 2017,09,21.1,26.3,16.5,111.4,대전광역시
 2018,03,8.7,14.9,3.1,108.4,대전광역시
 2018,04,13.9,20.3,7.8,155.3,대전광역시
 2018,05,19.2,24.7,14.0,95.9,대전광역시
 2018,06,23.6,29.1,18.8,115.8,대전광역시
 2018,07,27.9,32.4,24.0,226.9,대전광역시
 2018,08,29.0,33.7,25.0,408.6,대전광역시
 2018,09,21.2,25.7,17.3,149.4,대전광역시
 2019,03,7.7,14.0,2.1,33.7,대전광역시
 2019,04,12.9,18.9,7.2,91.6,대전광역시
 2019,05,19.7,26.7,12.9,35.6,대전광역시
 2019,06,22.6,27.9,17.9,77.9,대전광역시
 2019,07,25.8,29.9,22.4,199.0,대전광역시
 2019,08,27.2,31.6,23.6,104.3,대전광역시
 2019,09,22.5,26.8,18.9,167.0,대전광역시
 2020,03,8.5,15.0,2.3,24.4,대전광역시
 2020,04,11.5,18.7,5.2,17.8,대전광역시
 2020,05,18.8,24.4,13.9,80.4,대전광역시
 2020,06,24.1,29.0,20.0,192.5,대전광역시
 2020,07,23.6,27.2,20.7,544.9,대전광역시
 2020,08,27.5,31.5,24.6,361.6,대전광역시
 2020,09,21.2,25.9,17.4,173.6,대전광역시
 2021,03,9.6,15.9,4.0,95.2,대전광역시
 2021,04,14.7,20.9,8.9,47.4,대전광역시
 2021,05,17.7,23.1,12.8,134.2,대전광역시
 2021,06,23.5,28.5,19.1,105.9,대전광역시
 2021,07,27.8,32.3,24.0,151.8,대전광역시
 2021,08,25.8,29.9,22.6,289.2,대전광역시
 2021,09,22.4,26.8,18.9,161.2,대전광역시
 2022,03,8.3,14.5,2.5,74.0,대전광역시
 2022,04,14.9,21.9,8.3,69.7,대전광역시
 2022,05,19.4,26.3,12.7,8.1,대전광역시
 2022,06,24.1,29.4,19.8,117.6,대전광역시
 2022,07,27.0,31.5,23.4,195.0,대전광역시
 2022,08,25.7,29.6,22.7,496.1,대전광역시
 2022,09,21.8,27.5,17.4,90.2,대전광역시
 1980,03,7.2,12.1,2.3,93.6,울산광역시
 1980,04,11.6,16.5,6.4,175.7,울산광역시
 1980,05,17.9,24.1,11.8,134.0,울산광역시
 1980,06,22.7,28.1,18.1,84.1,울산광역시
 1980,07,22.9,26.6,19.9,310.2,울산광역시
 1980,08,21.8,24.5,19.4,337.7,울산광역시
 1980,09,19.9,25.1,15.4,218.1,울산광역시
 1981,03,7.7,13.6,2.2,21.9,울산광역시
 1981,04,13.5,19.4,7.6,87.8,울산광역시
 1981,05,17.4,23.8,11.8,18.6,울산광역시
 1981,06,20.8,25.9,16.5,174.4,울산광역시
 1981,07,26.5,30.4,22.9,162.9,울산광역시
 1981,08,25.2,30.0,21.2,126.2,울산광역시
 1981,09,19.9,25.2,15.5,308.9,울산광역시
 1982,03,8.5,14.2,3.9,56.2,울산광역시
 1982,04,12.7,18.5,7.3,97.0,울산광역시
 1982,05,19.1,24.9,13.7,66.1,울산광역시
 1982,06,21.4,26.5,16.6,8.7,울산광역시
 1982,07,23.9,28.6,20.2,196.9,울산광역시
 1982,08,26.1,29.9,22.9,344.7,울산광역시
 1982,09,20.6,25.3,16.4,65.9,울산광역시
 1983,03,7.3,12.4,2.6,91.5,울산광역시
 1983,04,14.2,19.7,8.5,157.2,울산광역시
 1983,05,17.3,23.1,11.9,56.3,울산광역시
 1983,06,20.5,25.5,16.0,109.1,울산광역시
 1983,07,24.6,28.7,21.0,220.5,울산광역시
 1983,08,26.6,31.1,23.3,187.5,울산광역시
 1983,09,22.3,26.4,19.0,333.4,울산광역시
 1984,03,5.5,11.0,0.5,10.7,울산광역시
 1984,04,12.0,17.1,6.8,111.7,울산광역시
 1984,05,17.0,23.4,11.0,69.5,울산광역시
 1984,06,21.8,26.3,17.7,195.4,울산광역시
 1984,07,25.4,29.5,22.0,238.6,울산광역시
 1984,08,27.7,32.2,24.3,248.7,울산광역시
 1984,09,21.1,25.6,17.0,321.7,울산광역시
 1985,03,7.0,11.4,2.9,96.4,울산광역시
 1985,04,12.8,18.3,7.6,110.5,울산광역시
 1985,05,17.6,22.5,12.3,156.7,울산광역시
 1985,06,20.2,24.1,16.4,273.6,울산광역시
 1985,07,26.5,30.8,22.7,167.8,울산광역시
 1985,08,27.2,31.1,23.9,193.1,울산광역시
 1985,09,22.8,26.5,19.3,358.1,울산광역시
 1986,03,7.1,12.9,2.2,56.6,울산광역시
 1986,04,13.4,19.6,7.6,52.8,울산광역시
 1986,05,17.7,23.5,11.9,108.3,울산광역시
 1986,06,20.8,24.9,17.0,338.3,울산광역시
 1986,07,22.8,26.4,19.5,115.6,울산광역시
 1986,08,25.9,30.2,22.3,52.2,울산광역시
 1986,09,20.2,25.1,15.9,124.2,울산광역시
 1987,03,6.9,12.0,2.2,70.3,울산광역시
 1987,04,13.0,19.2,7.1,78.3,울산광역시
 1987,05,17.4,23.2,11.7,82.7,울산광역시
 1987,06,21.1,26.3,15.9,187.1,울산광역시
 1987,07,24.9,28.8,21.6,213.7,울산광역시
 1987,08,25.2,28.8,22.3,421.4,울산광역시
 1987,09,20.1,24.9,15.9,36.8,울산광역시
 1988,03,6.4,11.6,1.8,65.4,울산광역시
 1988,04,13.2,19.4,7.6,77.9,울산광역시
 1988,05,17.4,23.0,12.4,79.5,울산광역시
 1988,06,21.2,25.9,17.4,161.8,울산광역시
 1988,07,23.7,27.0,21.2,278.5,울산광역시
 1988,08,25.5,30.0,21.6,238.9,울산광역시
 1988,09,21.0,25.1,17.7,85.2,울산광역시
 1989,03,7.6,13.0,3.2,130.1,울산광역시
 1989,04,14.2,20.5,8.3,24.3,울산광역시
 1989,05,18.2,24.2,13.3,25.4,울산광역시
 1989,06,20.2,25.1,16.1,198.9,울산광역시
 1989,07,24.0,27.8,20.9,260.6,울산광역시
 1989,08,25.2,29.1,21.9,132.6,울산광역시
 1989,09,21.2,24.9,17.8,212.1,울산광역시
 1990,03,9.2,14.5,4.4,53.6,울산광역시
 1990,04,13.0,18.1,7.9,138.6,울산광역시
 1990,05,18.0,23.3,13.0,104.5,울산광역시
 1990,06,22.3,26.7,18.3,294.9,울산광역시
 1990,07,26.5,30.6,23.3,195.1,울산광역시
 1990,08,27.8,32.7,23.8,58.4,울산광역시
 1990,09,22.2,25.9,19.1,132.5,울산광역시
 1991,03,7.3,12.5,2.8,108.6,울산광역시
 1991,04,12.6,18.6,6.9,164.5,울산광역시
 1991,05,17.1,22.4,12.4,84.8,울산광역시
 1991,06,22.5,26.9,18.7,171.0,울산광역시
 1991,07,24.9,28.4,22.3,449.6,울산광역시
 1991,08,23.4,26.4,21.0,698.7,울산광역시
 1991,09,21.7,26.1,18.1,169.1,울산광역시
 1992,03,8.4,12.8,4.7,96.1,울산광역시
 1992,04,13.7,19.0,8.7,152.7,울산광역시
 1992,05,16.8,22.3,11.6,86.3,울산광역시
 1992,06,20.8,25.9,16.1,29.2,울산광역시
 1992,07,26.6,31.3,22.6,103.5,울산광역시
 1992,08,24.5,27.5,22.1,318.4,울산광역시
 1992,09,22.0,26.1,18.5,168.0,울산광역시
 1993,03,6.9,12.6,1.9,55.4,울산광역시
 1993,04,13.0,19.0,7.5,22.8,울산광역시
 1993,05,16.9,22.4,12.0,119.9,울산광역시
 1993,06,20.7,24.8,17.5,236.7,울산광역시
 1993,07,21.6,24.8,19.0,327.2,울산광역시
 1993,08,22.4,25.7,19.7,559.5,울산광역시
 1993,09,20.7,25.6,16.5,30.1,울산광역시
 1994,03,6.4,11.8,1.6,31.0,울산광역시
 1994,04,14.3,20.3,9.1,83.6,울산광역시
 1994,05,18.3,23.6,12.9,186.9,울산광역시
 1994,06,21.0,26.1,16.6,122.1,울산광역시
 1994,07,28.7,33.3,24.7,103.3,울산광역시
 1994,08,28.1,32.7,24.4,61.2,울산광역시
 1994,09,22.1,27.8,17.4,68.2,울산광역시
 1995,03,7.7,13.2,3.1,68.5,울산광역시
 1995,04,13.2,19.3,7.3,64.8,울산광역시
 1995,05,16.9,22.4,11.6,90.3,울산광역시
 1995,06,19.7,23.8,16.2,115.1,울산광역시
 1995,07,25.5,29.4,22.2,110.3,울산광역시
 1995,08,28.1,32.9,24.4,99.9,울산광역시
 1995,09,20.5,25.0,16.6,45.5,울산광역시
 1996,03,6.9,11.9,2.4,160.1,울산광역시
 1996,04,12.1,18.2,6.7,63.8,울산광역시
 1996,05,18.1,23.9,12.8,42.0,울산광역시
 1996,06,21.1,24.7,17.9,371.0,울산광역시
 1996,07,24.6,28.6,21.2,116.8,울산광역시
 1996,08,26.1,30.3,22.7,74.6,울산광역시
 1996,09,21.6,26.6,17.4,26.8,울산광역시
 1997,03,8.8,14.6,3.8,25.4,울산광역시
 1997,04,13.7,19.6,8.4,57.0,울산광역시
 1997,05,18.7,24.6,13.7,172.9,울산광역시
 1997,06,22.7,28.1,17.8,282.1,울산광역시
 1997,07,25.4,29.4,21.8,188.5,울산광역시
 1997,08,26.0,30.1,22.7,192.3,울산광역시
 1997,09,20.9,25.4,17.2,50.0,울산광역시
 1998,03,9.2,14.3,4.8,51.6,울산광역시
 1998,04,15.2,19.8,11.3,182.0,울산광역시
 1998,05,19.0,23.7,14.1,166.5,울산광역시
 1998,06,20.2,23.3,17.5,268.7,울산광역시
 1998,07,24.8,27.5,22.4,194.5,울산광역시
 1998,08,26.3,29.9,23.3,346.0,울산광역시
 1998,09,23.2,27.2,19.5,259.6,울산광역시
 1999,03,8.2,12.7,3.8,122.3,울산광역시
 1999,04,13.7,18.9,8.8,74.5,울산광역시
 1999,05,18.6,24.3,13.2,157.1,울산광역시
 1999,06,21.7,25.8,17.9,229.0,울산광역시
 1999,07,24.0,27.0,21.6,296.3,울산광역시
 1999,08,25.1,28.3,22.6,447.4,울산광역시
 1999,09,23.2,26.7,20.2,367.3,울산광역시
 2000,03,8.7,14.3,3.3,58.5,울산광역시
 2000,04,13.6,19.1,8.5,62.5,울산광역시
 2000,05,18.1,23.8,13.2,49.2,울산광역시
 2000,06,21.4,26.1,17.9,78.4,울산광역시
 2000,07,26.0,30.4,22.3,165.4,울산광역시
 2000,08,26.0,29.7,23.0,262.1,울산광역시
 2000,09,20.6,24.3,17.5,217.0,울산광역시
 2001,03,8.5,13.9,3.5,9.4,울산광역시
 2001,04,14.4,20.3,8.4,28.0,울산광역시
 2001,05,19.0,24.2,14.6,55.9,울산광역시
 2001,06,22.0,26.4,18.4,203.3,울산광역시
 2001,07,26.6,31.2,22.9,121.6,울산광역시
 2001,08,26.2,30.3,23.1,87.4,울산광역시
 2001,09,21.5,25.5,18.3,94.5,울산광역시
 2002,03,10.5,15.9,5.5,86.5,울산광역시
 2002,04,14.8,19.9,9.8,91.1,울산광역시
 2002,05,17.4,22.0,13.3,112.9,울산광역시
 2002,06,21.8,26.8,17.2,52.6,울산광역시
 2002,07,24.7,28.6,21.6,326.6,울산광역시
 2002,08,24.5,28.0,21.9,592.5,울산광역시
 2002,09,20.7,25.2,17.1,99.9,울산광역시
 2003,03,8.0,12.8,3.4,40.4,울산광역시
 2003,04,14.1,18.8,10.1,156.6,울산광역시
 2003,05,17.1,22.1,12.6,352.8,울산광역시
 2003,06,21.9,26.5,18.1,269.0,울산광역시
 2003,07,22.3,25.6,20.0,469.8,울산광역시
 2003,08,25.0,29.3,21.9,223.1,울산광역시
 2003,09,22.7,27.2,19.2,145.2,울산광역시
 2004,03,8.9,14.7,3.5,20.5,울산광역시
 2004,04,15.1,22.1,9.2,124.5,울산광역시
 2004,05,19.1,23.9,14.6,104.0,울산광역시
 2004,06,22.0,27.1,17.4,201.8,울산광역시
 2004,07,26.8,31.4,23.2,102.0,울산광역시
 2004,08,25.5,29.6,22.3,264.9,울산광역시
 2004,09,21.9,26.0,18.7,273.6,울산광역시
 2005,03,7.4,13.0,2.4,102.9,울산광역시
 2005,04,15.1,21.4,9.7,48.1,울산광역시
 2005,05,17.9,23.9,12.7,52.6,울산광역시
 2005,06,23.3,28.1,19.2,72.5,울산광역시
 2005,07,25.5,29.6,22.3,148.1,울산광역시
 2005,08,26.3,30.6,22.9,210.6,울산광역시
 2005,09,22.5,26.4,19.7,392.2,울산광역시
 2006,03,8.4,14.1,3.1,21.0,울산광역시
 2006,04,13.0,18.1,8.3,135.1,울산광역시
 2006,05,17.5,22.6,13.5,207.1,울산광역시
 2006,06,21.8,27.0,17.6,100.7,울산광역시
 2006,07,23.7,27.2,21.1,543.2,울산광역시
 2006,08,27.3,32.0,23.5,131.7,울산광역시
 2006,09,20.5,24.6,17.0,150.0,울산광역시
 2007,03,8.8,14.2,4.2,82.1,울산광역시
 2007,04,13.5,19.3,8.2,30.5,울산광역시
 2007,05,18.8,24.8,13.8,84.4,울산광역시
 2007,06,21.7,26.1,17.9,118.0,울산광역시
 2007,07,24.0,27.7,20.9,216.3,울산광역시
 2007,08,27.5,31.6,24.0,171.4,울산광역시
 2007,09,22.1,25.5,19.3,228.5,울산광역시
 2008,03,8.5,14.0,3.8,47.9,울산광역시
 2008,04,13.8,19.3,8.8,78.2,울산광역시
 2008,05,17.7,23.3,12.9,121.6,울산광역시
 2008,06,19.8,23.6,16.5,171.5,울산광역시
 2008,07,26.9,31.5,23.4,218.2,울산광역시
 2008,08,24.8,29.1,21.5,305.4,울산광역시
 2008,09,21.8,26.3,18.2,49.4,울산광역시
 2009,03,8.8,14.0,4.0,35.0,울산광역시
 2009,04,13.9,20.3,8.4,62.9,울산광역시
 2009,05,18.8,25.0,13.9,92.3,울산광역시
 2009,06,22.2,27.3,18.1,228.7,울산광역시
 2009,07,23.3,27.2,20.2,450.7,울산광역시
 2009,08,24.2,28.1,21.1,43.0,울산광역시
 2009,09,21.4,25.9,17.9,50.4,울산광역시
 2010,03,7.0,11.0,3.0,98.9,울산광역시
 2010,04,10.8,16.1,5.9,112.8,울산광역시
 2010,05,17.6,22.9,12.9,137.3,울산광역시
 2010,06,22.2,27.6,17.7,40.1,울산광역시
 2010,07,25.4,29.6,22.2,266.8,울산광역시
 2010,08,27.8,32.1,24.4,114.5,울산광역시
 2010,09,22.7,27.7,18.7,182.0,울산광역시
 2011,03,6.7,12.6,1.4,18.5,울산광역시
 2011,04,12.6,18.5,7.0,83.6,울산광역시
 2011,05,17.2,21.9,13.0,114.8,울산광역시
 2011,06,22.0,26.8,18.1,293.5,울산광역시
 2011,07,25.2,29.7,21.7,284.8,울산광역시
 2011,08,25.3,29.5,21.9,71.0,울산광역시
 2011,09,21.8,26.7,17.5,96.5,울산광역시
 2012,03,7.5,12.0,3.3,103.2,울산광역시
 2012,04,14.1,19.9,8.6,150.5,울산광역시
 2012,05,18.4,24.1,14.1,38.1,울산광역시
 2012,06,21.2,25.4,18.1,76.4,울산광역시
 2012,07,26.1,30.3,22.8,221.0,울산광역시
 2012,08,26.8,31.0,23.9,220.4,울산광역시
 2012,09,21.1,26.1,17.2,392.6,울산광역시
 2013,03,9.4,16.1,3.0,78.0,울산광역시
 2013,04,12.1,18.0,6.4,86.5,울산광역시
 2013,05,18.4,24.4,13.3,155.1,울산광역시
 2013,06,22.0,26.8,18.6,79.9,울산광역시
 2013,07,27.8,32.3,24.3,130.1,울산광역시
 2013,08,29.0,34.1,25.0,47.7,울산광역시
 2013,09,22.8,27.6,19.0,49.6,울산광역시
 2014,03,9.5,15.1,4.5,122.4,울산광역시
 2014,04,14.4,20.1,9.4,91.2,울산광역시
 2014,05,19.9,26.1,14.2,45.7,울산광역시
 2014,06,21.7,25.9,18.3,73.6,울산광역시
 2014,07,25.9,30.2,22.5,96.9,울산광역시
 2014,08,24.3,27.7,21.8,577.5,울산광역시
 2014,09,21.9,26.3,18.1,113.2,울산광역시
