"시점",합계,합계,합계
"시점",사과,사과,사과
"시점",면적 (㏊),생산량 (M/T),단위생산량 (㎏/10a)
"2011",76.1,1233.1,1620.4
"2012",76.9,1263.0,1642.4
"2013",76.3,1277.0,1673.7
"2014",76.1,1255.0,1649.1
"2015",84.1,2046.0,2432.8
"2016",84.1,2046.0,2432.8
"2017",81.0,1984.0,2449.4
"2018",75.7,1970.0,2602.4
"2019",80.9,1877.0,2320.1
"2020",82.0,1864.0,2274.6
