"시점",합계,합계,합계
"시점",사과,사과,사과
"시점",면적 (㏊),생산량 (M/T),단위생산량 (㎏/10a)
"2011",3.7,14.7,398.0
"2012",4.0,41.0,1025.0
"2013",5.1,87.0,1705.0
"2014",3.7,47.9,1294.5
"2015",2.8,30.6,1092.9
"2016",6.4,57.0,890.6
"2017",4.5,55.6,1235.6
"2018",4.7,56.0,1191.5
"2019",20.0,114.2,571.0
"2020",17.5,260.1,1486.3
