"시점",합계,합계,합계
"시점",사과,사과,사과
"시점",면적,생산량,단위생산량 (kg/10a)
"2011",2463.7,36984,1501.2
"2012",2588.8,36764.6,1420.2
"2013",2695.6,41694,1546.7
