"시점",합계,합계,합계
"시점",사과,사과,사과
"시점",면적 (㏊),생산량 (M/T),단위생산량 (㎏/10a)
"2011",495,8490,1715
"2012",485,8977,1851
"2013",485,9555,1970
"2014",515,10242,1989
"2015",536,10974,2047
"2016",560,12822,2290
"2017",560,12237,2185
"2018",560,10500,1875
"2019",562,10300,1833
